accession	tier	bioproject	bait	bait_class	kmer_cov	known_phage_match	match_ref	qcov	identity	novelty
SRR24332891	E2	SRP431762	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24332894	E2	SRP431762	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
SRR24332894	E2	SRP431762	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7265	no	-	-	-	novel (no known-phage match)
SRR24332895	E2	SRP431762	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR24332895	E2	SRP431762	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR24332895	E2	SRP431762	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24332902	E2	SRP431762	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8043	no	-	-	-	novel (no known-phage match)
SRR24332902	E2	SRP431762	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7265	no	-	-	-	novel (no known-phage match)
SRR24332906	E2	SRP431762	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
SRR24332908	E2	SRP431762	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR24332911	E2	SRP431762	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24332913	E2	SRP431762	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR24332913	E2	SRP431762	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR24332913	E2	SRP431762	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24415991	E2	SRP469872	ECBAIT_0_0000_JUNCTION_01	junction	0.9701	no	-	-	-	novel (no known-phage match)
SRR24415991	E2	SRP469872	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR24415991	E2	SRP469872	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.8829	no	-	-	-	novel (no known-phage match)
SRR24415991	E2	SRP469872	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8137	no	-	-	-	novel (no known-phage match)
SRR24415991	E2	SRP469872	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7769	no	-	-	-	novel (no known-phage match)
SRR24415996	E2	SRP469872	ECBAIT_0_0000_JUNCTION_01	junction	0.9701	no	-	-	-	novel (no known-phage match)
SRR24415996	E2	SRP469872	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR24415996	E2	SRP469872	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.8829	no	-	-	-	novel (no known-phage match)
SRR24415996	E2	SRP469872	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8137	no	-	-	-	novel (no known-phage match)
SRR24415996	E2	SRP469872	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7769	no	-	-	-	novel (no known-phage match)
SRR24434193	E2	SRP469872	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7	no	-	-	-	novel (no known-phage match)
SRR24434193	E2	SRP469872	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8137	no	-	-	-	novel (no known-phage match)
SRR24434193	E2	SRP469872	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR24523591	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR24523593	E2	SRP385567	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
SRR24523593	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
SRR24523593	E2	SRP385567	ECBAIT_1_0022_JUNCTION_03	junction	0.8969	no	-	-	-	novel (no known-phage match)
SRR24523606	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24523612	E2	SRP385567	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24523614	E2	SRP385567	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24523617	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8137	no	-	-	-	novel (no known-phage match)
SRR24523621	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
SRR24523627	E2	SRP385567	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24523627	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24523628	E2	SRP385567	ECBAIT_10_0002_JUNCTION_01	junction	0.7237	no	-	-	-	novel (no known-phage match)
SRR24523628	E2	SRP385567	ECBAIT_10_0002_JUNCTION_02	junction	0.8577	no	-	-	-	novel (no known-phage match)
SRR24523632	E2	SRP385567	ECBAIT_0_0000_JUNCTION_02	junction	0.7464	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR24523632	E2	SRP385567	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24523632	E2	SRP385567	ECBAIT_0_0014_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24523632	E2	SRP385567	ECBAIT_10_0002_JUNCTION_01	junction	0.7711	no	-	-	-	novel (no known-phage match)
SRR24523632	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24523633	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR24523636	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24523639	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24658709	E2	SRP308333	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
SRR24668154	E2	SRP101500	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8786	no	-	-	-	novel (no known-phage match)
SRR24791784	E2	SRP440633	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24791784	E2	SRP440633	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24791784	E2	SRP440633	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR24837710	E2	SRP441366	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7812	no	-	-	-	novel (no known-phage match)
SRR24837713	E2	SRP441366	ECBAIT_0_0000_JUNCTION_02	junction	0.9186	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR24837713	E2	SRP441366	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24837713	E2	SRP441366	ECBAIT_0_0052_JUNCTION_03	junction	0.866	no	-	-	-	novel (no known-phage match)
SRR24837713	E2	SRP441366	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24837714	E2	SRP441366	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR24837714	E2	SRP441366	ECBAIT_1_0026_MEMBER_INTERIOR_01	member_interior	0.8256	no	-	-	-	novel (no known-phage match)
SRR24908483	E2	SRP265469	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.812	no	-	-	-	novel (no known-phage match)
SRR24908483	E2	SRP265469	ECBAIT_1_0022_JUNCTION_03	junction	0.9371	no	-	-	-	novel (no known-phage match)
SRR24908486	E2	SRP265469	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.812	no	-	-	-	novel (no known-phage match)
SRR24908486	E2	SRP265469	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24908486	E2	SRP265469	ECBAIT_1_0022_JUNCTION_02	junction	0.7062	no	-	-	-	novel (no known-phage match)
SRR24908486	E2	SRP265469	ECBAIT_1_0022_JUNCTION_03	junction	0.9278	no	-	-	-	novel (no known-phage match)
SRR24951825	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951825	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951832	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951832	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951834	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951834	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9769	no	-	-	-	novel (no known-phage match)
SRR24951850	E2	SRP444455	ECBAIT_1_0004_JUNCTION_02	junction	0.7557	no	-	-	-	novel (no known-phage match)
SRR24951853	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951853	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951854	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8915	no	-	-	-	novel (no known-phage match)
SRR24951856	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24951858	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951858	E2	SRP444455	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7265	no	-	-	-	novel (no known-phage match)
SRR24951861	E2	SRP444455	ECBAIT_10_0002_JUNCTION_01	junction	0.7237	no	-	-	-	novel (no known-phage match)
SRR24951861	E2	SRP444455	ECBAIT_10_0002_JUNCTION_02	junction	0.8577	no	-	-	-	novel (no known-phage match)
SRR24951861	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24951864	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951864	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951867	E2	SRP444455	ECBAIT_0_0000_JUNCTION_02	junction	0.8928	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR24951867	E2	SRP444455	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR24951867	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24951867	E2	SRP444455	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7829	no	-	-	-	novel (no known-phage match)
SRR24951872	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
SRR24951872	E2	SRP444455	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7265	no	-	-	-	novel (no known-phage match)
SRR24951874	E2	SRP444455	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.8094	no	-	-	-	novel (no known-phage match)
SRR24951874	E2	SRP444455	ECBAIT_1_0004_JUNCTION_01	junction	0.767	no	-	-	-	novel (no known-phage match)
SRR24951878	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9222	no	-	-	-	novel (no known-phage match)
SRR24951882	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7513	no	-	-	-	novel (no known-phage match)
SRR24951886	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR24951899	E2	SRP444455	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7265	no	-	-	-	novel (no known-phage match)
SRR24951900	E2	SRP444455	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR24951900	E2	SRP444455	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR24951900	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951900	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24951905	E2	SRP444455	ECBAIT_0_0091_JUNCTION_03	junction	0.8495	no	-	-	-	novel (no known-phage match)
SRR24951905	E2	SRP444455	ECBAIT_0_0091_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951913	E2	SRP444455	ECBAIT_10_0151_JUNCTION_03	junction	0.7237	yes	lambda_NC_001416.1	0.673	0.9316	known-phage-matched
SRR24951914	E2	SRP444455	ECBAIT_0_0000_JUNCTION_02	junction	0.9175	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR24951914	E2	SRP444455	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951914	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
SRR24951916	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR24951919	E2	SRP444455	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.8094	no	-	-	-	novel (no known-phage match)
SRR24951919	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8376	no	-	-	-	novel (no known-phage match)
SRR24951919	E2	SRP444455	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7393	no	-	-	-	novel (no known-phage match)
SRR24951920	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951924	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24951926	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951926	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951927	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24951934	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951934	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951936	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951936	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951938	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951938	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24951939	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951939	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951940	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951940	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951945	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8017	no	-	-	-	novel (no known-phage match)
SRR24951948	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR24951953	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951953	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR24951954	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951954	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9179	no	-	-	-	novel (no known-phage match)
SRR24951954	E2	SRP444455	ECBAIT_1_0004_JUNCTION_02	junction	0.7021	no	-	-	-	novel (no known-phage match)
SRR24951955	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951955	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951956	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
SRR24951967	E2	SRP444455	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951967	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR24951973	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR24951976	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR24951979	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7222	no	-	-	-	novel (no known-phage match)
SRR24951987	E2	SRP444455	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
SRR25056923	E2	SRP101500	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8154	no	-	-	-	novel (no known-phage match)
SRR25132459	E2	SRP447346	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7556	no	-	-	-	novel (no known-phage match)
SRR25132554	E2	SRP447346	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR25132630	E2	SRP447346	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8137	no	-	-	-	novel (no known-phage match)
SRR25132632	E2	SRP447346	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR25132774	E2	SRP447346	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR25132784	E2	SRP447346	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8419	no	-	-	-	novel (no known-phage match)
SRR25145096	E2	SRP469872	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.947	no	-	-	-	novel (no known-phage match)
SRR25281240	E2	SRP449546	ECBAIT_1_0004_JUNCTION_01	junction	0.7763	no	-	-	-	novel (no known-phage match)
SRR25281244	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7214	no	-	-	-	novel (no known-phage match)
SRR25282073	E2	SRP449546	ECBAIT_0_0000_JUNCTION_02	junction	0.7619	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR25282078	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7556	no	-	-	-	novel (no known-phage match)
SRR25282079	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7291	no	-	-	-	novel (no known-phage match)
SRR25282080	E2	SRP449546	ECBAIT_1_0004_JUNCTION_01	junction	0.7175	no	-	-	-	novel (no known-phage match)
SRR25282087	E2	SRP449546	ECBAIT_0_0000_JUNCTION_02	junction	0.7021	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR25293659	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7769	no	-	-	-	novel (no known-phage match)
SRR25293661	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7556	no	-	-	-	novel (no known-phage match)
SRR25293775	E2	SRP449546	ECBAIT_0_0000_JUNCTION_02	junction	0.7175	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR25293787	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7556	no	-	-	-	novel (no known-phage match)
SRR25293792	E2	SRP449546	ECBAIT_1_0004_JUNCTION_01	junction	0.7289	no	-	-	-	novel (no known-phage match)
SRR25293818	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7658	no	-	-	-	novel (no known-phage match)
SRR25293890	E2	SRP449546	ECBAIT_0_0000_JUNCTION_02	junction	0.7794	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR25293909	E2	SRP449546	ECBAIT_1_0004_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR25293911	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7556	no	-	-	-	novel (no known-phage match)
SRR25294080	E2	SRP449546	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
SRR25294080	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9632	no	-	-	-	novel (no known-phage match)
SRR25294083	E2	SRP449546	ECBAIT_0_0000_JUNCTION_02	junction	0.7474	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR25294083	E2	SRP449546	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR25294116	E2	SRP449546	ECBAIT_10_0038_MEMBER_INTERIOR_01	member_interior	0.9	no	-	-	-	novel (no known-phage match)
SRR25294127	E2	SRP449546	ECBAIT_1_0004_JUNCTION_01	junction	0.7031	no	-	-	-	novel (no known-phage match)
SRR25294128	E2	SRP449546	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8274	no	-	-	-	novel (no known-phage match)
SRR25294128	E2	SRP449546	ECBAIT_1_0004_JUNCTION_02	junction	0.8227	no	-	-	-	novel (no known-phage match)
SRR25294130	E2	SRP449546	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7632	no	-	-	-	novel (no known-phage match)
SRR25294130	E2	SRP449546	ECBAIT_1_0026_JUNCTION_01	junction	0.8134	no	-	-	-	novel (no known-phage match)
SRR25294132	E2	SRP449546	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.947	no	-	-	-	novel (no known-phage match)
SRR25294132	E2	SRP449546	ECBAIT_1_0004_JUNCTION_02	junction	0.7907	no	-	-	-	novel (no known-phage match)
SRR25356341	E2	SRP162179	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR25360082	E2	SRP469872	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
SRR25360082	E2	SRP469872	ECBAIT_0_0052_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR25360082	E2	SRP469872	ECBAIT_1_0022_JUNCTION_03	junction	0.8784	no	-	-	-	novel (no known-phage match)
SRR25405080	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR25405081	E2	SRP385567	ECBAIT_10_0151_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
SRR25405082	E2	SRP385567	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.7974	no	-	-	-	novel (no known-phage match)
SRR25405082	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR25405086	E2	SRP385567	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7658	no	-	-	-	novel (no known-phage match)
SRR25405090	E2	SRP385567	ECBAIT_0_0052_JUNCTION_03	junction	0.7485	no	-	-	-	novel (no known-phage match)
SRR25405090	E2	SRP385567	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
SRR25405092	E2	SRP385567	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7658	no	-	-	-	novel (no known-phage match)
SRR25405093	E2	SRP385567	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7658	no	-	-	-	novel (no known-phage match)
SRR25405096	E2	SRP385567	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7658	no	-	-	-	novel (no known-phage match)
SRR25424197	E2	SRP451452	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR25424197	E2	SRP451452	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR25424197	E2	SRP451452	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR25424198	E2	SRP451452	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR25424198	E2	SRP451452	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR25424198	E2	SRP451452	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
