genome_id	clade_id	length	flag	completeness_pct	host_genes	functional_tier_note	n_accessions_screened	n_screen_hits_ge_0.7_any_bait	n_baits_with_hits	best_kmer_cov	best_accession	sra_evidence_category
ecoli_ml|clade_4_0083_ML	clade_4_0083_ML	415	missing_core_structural;many_truncated	NA	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0084_ML	clade_4_0084_ML	20737	missing_core_structural;host_genes	57.63	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0085_ML	clade_4_0085_ML	17763	missing_core_structural;low_completeness;host_genes	49.22	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0086_ML	clade_4_0086_ML	37707	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0087_ML	clade_4_0087_ML	155804	host_genes	93.2	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0088_ML	clade_4_0088_ML	30000	missing_core_structural;low_completeness;host_genes	12.15	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0089_ML	clade_4_0089_ML	29802	low_completeness	28.41	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0090_ML	clade_4_0090_ML	4873	missing_core_structural;low_completeness	6.95	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0091_ML	clade_4_0091_ML	44851	host_genes	85.09	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0092_ML	clade_4_0092_ML	27907	missing_core_structural;host_genes	77.29	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0093_ML	clade_4_0093_ML	109579	missing_core_structural;host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0094_ML	clade_4_0094_ML	39233	missing_core_structural;low_completeness;host_genes	37.96	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0095_ML	clade_4_0095_ML	18073	missing_core_structural;low_completeness	17.54	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0096_ML	clade_4_0096_ML	24213	missing_core_structural;host_genes	NA	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0097_ML	clade_4_0097_ML	30000	missing_core_structural;low_completeness	9.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0098_ML	clade_4_0098_ML	30115	ok	82.81	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0099_ML	clade_4_0099_ML	46609	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0100_ML	clade_4_0100_ML	44239	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_5_0000_ML	clade_5_0000_ML	29879	missing_core_structural	55.55	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_6_0000_ML	clade_6_0000_ML	45239	ok	84.14	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_6_0001_ML	clade_6_0001_ML	16491	missing_core_structural;low_completeness	11.76	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_7_0000_ML	clade_7_0000_ML	29783	missing_core_structural	55.41	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_8_0000_ML	clade_8_0000_ML	24807	low_completeness	32.9	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_9_0000_ML	clade_9_0000_ML	24358	missing_core_structural;low_completeness	23.89	0		15105	0	0	0.0000		no hit (not detected in screened subset)
