accession	tier	scientific_name	bioproject	n_baits_ge_0.7	baits_ge_0.7
SRR13848122	E2	Escherichia coli	SRP309131	2	ECBAIT_0_0000_JUNCTION_02:0.730;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.775
SRR13848124	E2	Escherichia coli	SRP309131	2	ECBAIT_0_0000_JUNCTION_02:0.759;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.775
SRR13848125	E2	Escherichia coli	SRP309131	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.749
SRR13848126	E2	Escherichia coli	SRP309131	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.805
SRR13848128	E2	Escherichia coli	SRP309131	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.814
SRR13848129	E2	Escherichia coli	SRP309131	3	ECBAIT_10_0002_JUNCTION_01:0.724;ECBAIT_10_0002_JUNCTION_02:0.858;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR13848130	E2	Escherichia coli	SRP309131	6	ECBAIT_0_0059_JUNCTION_01:0.772;ECBAIT_0_0059_JUNCTION_02:0.853;ECBAIT_0_0059_JUNCTION_03:0.779;ECBAIT_0_0059_MEMBER_INTERIOR_01:0.991;ECBAIT_10_0002_JUNCTION_01:0.800;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR13848131	E2	Escherichia coli	SRP309131	1	ECBAIT_1_0004_JUNCTION_01:0.723
SRR13848132	E2	Escherichia coli	SRP309131	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR13848133	E2	Escherichia coli	SRP309131	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR13893506	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
SRR13893508	E2	Escherichia coli	SRP309815	3	ECBAIT_0_0091_JUNCTION_03:0.754;ECBAIT_0_0091_MEMBER_INTERIOR_01:0.815;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.805
SRR13893509	E2	Escherichia coli	SRP309815	5	ECBAIT_0_0000_JUNCTION_02:0.921;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.983;ECBAIT_0_0014_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.905;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.747
SRR13893510	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.751
SRR13893503	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0002_JUNCTION_02:0.709
SRR13893634	E2	Escherichia coli	SRP309815	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR13893610	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.903;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.767
SRR13893632	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.726
SRR13893621	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.758
SRR13893635	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR13893636	E2	Escherichia coli	SRP309815	2	ECBAIT_1_0004_JUNCTION_02:0.722;ECBAIT_1_0004_MEMBER_INTERIOR_01:0.974
SRR13893638	E2	Escherichia coli	SRP309815	6	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.865;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_1_0022_JUNCTION_02:0.908;ECBAIT_1_0022_JUNCTION_03:0.969;ECBAIT_1_0022_MEMBER_INTERIOR_01:0.991
SRR13893640	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.832
SRR13893642	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR13893643	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
SRR13893644	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
SRR13893645	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.944
SRR13893646	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
SRR13893651	E2	Escherichia coli	SRP309815	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR13893729	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0002_JUNCTION_01:0.724;ECBAIT_10_0002_JUNCTION_02:0.858
SRR13893730	E2	Escherichia coli	SRP309815	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR13893733	E2	Escherichia coli	SRP309815	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.759
SRR13893731	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
SRR13893673	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.817;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.774
SRR13893735	E2	Escherichia coli	SRP309815	3	ECBAIT_10_0002_JUNCTION_01:0.724;ECBAIT_10_0002_JUNCTION_02:0.858;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR13893736	E2	Escherichia coli	SRP309815	3	ECBAIT_10_0038_JUNCTION_01:0.840;ECBAIT_10_0038_MEMBER_INTERIOR_01:0.900;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.780
SRR13893737	E2	Escherichia coli	SRP309815	5	ECBAIT_0_0000_INTERIOR_MODULE_01:0.732;ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.703
SRR13893738	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.832
SRR13893739	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0002_JUNCTION_01:0.724;ECBAIT_10_0002_JUNCTION_02:0.858
SRR13893745	E2	Escherichia coli	SRP309815	4	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.778;ECBAIT_10_0151_JUNCTION_03:0.862;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.708;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.872
SRR13893744	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR13893746	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0151_MEMBER_INTERIOR_01:0.775
SRR13893747	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR13893748	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.727
SRR13893750	E2	Escherichia coli	SRP309815	5	ECBAIT_0_0000_JUNCTION_02:0.881;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.761
SRR13893751	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR13893752	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR13893753	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.773
SRR13893757	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR13893759	E2	Escherichia coli	SRP309815	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.760
SRR13893767	E2	Escherichia coli	SRP309815	1	ECBAIT_1_0004_MEMBER_INTERIOR_01:0.783
SRR13893764	E2	Escherichia coli	SRP309815	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.880
SRR13995194	E2	Escherichia coli	SRP308333	2	ECBAIT_0_0000_JUNCTION_02:0.793;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR13893778	E2	Escherichia coli	SRP309815	6	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.741;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.808;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.750;ECBAIT_1_0022_JUNCTION_02:0.787;ECBAIT_1_0022_JUNCTION_03:0.835;ECBAIT_1_0022_MEMBER_INTERIOR_01:0.896
SRR14136372	E2	Escherichia coli	SRP101500	1	ECBAIT_0_0014_JUNCTION_01:0.969
SRR14229529	E2	Escherichia coli	SRP314673	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR14229530	E2	Escherichia coli	SRP314673	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14229531	E2	Escherichia coli	SRP314673	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR14229532	E2	Escherichia coli	SRP314673	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14229533	E2	Escherichia coli	SRP314673	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14229534	E2	Escherichia coli	SRP314673	3	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14229535	E2	Escherichia coli	SRP314673	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
SRR14229536	E2	Escherichia coli	SRP314673	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
SRR14229537	E2	Escherichia coli	SRP314673	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14229538	E2	Escherichia coli	SRP314673	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14272530	E2	Escherichia coli	SRP315328	4	ECBAIT_0_0000_JUNCTION_02:0.739;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR14272531	E2	Escherichia coli	SRP315328	3	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.920;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857;ECBAIT_1_0022_JUNCTION_03:0.897
SRR14272532	E2	Escherichia coli	SRP315328	7	ECBAIT_0_0000_JUNCTION_02:0.788;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0052_JUNCTION_01:0.728;ECBAIT_0_0054_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0002_JUNCTION_01:0.771;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR14272539	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR14272538	E2	Escherichia coli	SRP315328	3	ECBAIT_0_0000_JUNCTION_02:0.727;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.774;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.872
SRR14272540	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14272541	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR14272547	E2	Escherichia coli	SRP315328	1	ECBAIT_0_0052_JUNCTION_01:0.786
SRR14272562	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.884
SRR14272564	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR14272565	E2	Escherichia coli	SRP315328	2	ECBAIT_0_0000_JUNCTION_02:0.761;ECBAIT_1_0004_JUNCTION_01:0.703
SRR14272573	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.845
SRR14272574	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
SRR14272583	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR14272580	E2	Escherichia coli	SRP315328	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.720
SRR14272586	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0002_JUNCTION_01:0.784
SRR14272587	E2	Escherichia coli	SRP315328	4	ECBAIT_0_0000_JUNCTION_02:0.818;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.774
SRR14272589	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.839
SRR14272595	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14272597	E2	Escherichia coli	SRP315328	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14272599	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.803
SRR14272602	E2	Escherichia coli	SRP315328	2	ECBAIT_0_0052_JUNCTION_01:0.786;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR14272603	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.803
SRR14272605	E2	Escherichia coli	SRP315328	2	ECBAIT_0_0000_JUNCTION_02:0.722;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR14272606	E2	Escherichia coli	SRP315328	2	ECBAIT_0_0000_JUNCTION_02:0.722;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR14272609	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR14272611	E2	Escherichia coli	SRP315328	1	ECBAIT_0_0000_JUNCTION_02:0.730
SRR14272613	E2	Escherichia coli	SRP315328	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.753
SRR14272616	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.775
SRR14272620	E2	Escherichia coli	SRP315328	2	ECBAIT_0_0000_JUNCTION_02:0.772;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.908
SRR14272621	E2	Escherichia coli	SRP315328	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.920
SRR14272622	E2	Escherichia coli	SRP315328	4	ECBAIT_0_0000_JUNCTION_02:0.902;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.749
SRR14310591	E2	Escherichia coli	SRP308333	2	ECBAIT_0_0000_MEMBER_INTERIOR_01:0.879;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR14310597	E2	Escherichia coli	SRP308333	3	ECBAIT_0_0000_JUNCTION_02:0.711;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR14310602	E2	Escherichia coli	SRP308333	1	ECBAIT_1_0004_JUNCTION_02:0.756
SRR14492019	E2	Escherichia coli	SRP308333	2	ECBAIT_0_0000_JUNCTION_02:0.792;ECBAIT_1_0004_JUNCTION_02:0.756
SRR14514764	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.943
SRR14514765	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.783;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.876;ECBAIT_10_0172_JUNCTION_02:0.722
SRR14514767	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.889;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.876;ECBAIT_10_0172_JUNCTION_02:0.722
SRR14514768	E2	Escherichia coli	SRP319559	4	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.883;ECBAIT_1_0004_JUNCTION_02:0.737
SRR14514769	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0052_MEMBER_INTERIOR_01:0.757;ECBAIT_10_0172_JUNCTION_02:0.798
SRR14514770	E2	Escherichia coli	SRP319559	5	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.756;ECBAIT_10_0044_INTERIOR_MODULE_01:0.776;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.811;ECBAIT_10_0178_JUNCTION_02:0.763;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.750
SRR14514771	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514772	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0052_MEMBER_INTERIOR_01:0.784;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.822
SRR14514773	E2	Escherichia coli	SRP319559	5	ECBAIT_10_0044_INTERIOR_MODULE_01:0.707;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.811;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_JUNCTION_02:0.763;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.755
SRR14514774	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.749;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514775	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.717;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514776	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.804;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.796;ECBAIT_1_0004_JUNCTION_02:0.737
SRR14514777	E2	Escherichia coli	SRP319559	6	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.744;ECBAIT_10_0044_INTERIOR_MODULE_01:0.720;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.811;ECBAIT_10_0178_JUNCTION_02:0.763;ECBAIT_10_0178_JUNCTION_03:0.713;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.849
SRR14514779	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514778	E2	Escherichia coli	SRP319559	4	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0172_JUNCTION_03:0.765;ECBAIT_10_0178_JUNCTION_03:0.728;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.758
SRR14514780	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.717;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514783	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.772;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.856
SRR14514784	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514782	E2	Escherichia coli	SRP319559	1	ECBAIT_0_0052_MEMBER_INTERIOR_01:0.757
SRR14514785	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.726;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514786	E2	Escherichia coli	SRP319559	5	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0172_JUNCTION_03:0.726;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_JUNCTION_02:0.727;ECBAIT_1_0004_JUNCTION_02:0.705
SRR14514787	E2	Escherichia coli	SRP319559	4	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.785;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857;ECBAIT_10_0178_JUNCTION_02:0.763;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.769
SRR14514788	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514789	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514790	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.717;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514791	E2	Escherichia coli	SRP319559	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.707;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.811
SRR14514792	E2	Escherichia coli	SRP319559	6	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.734;ECBAIT_10_0044_INTERIOR_MODULE_01:0.778;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.807;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_JUNCTION_02:0.763;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.725
SRR14514793	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.707
SRR14514794	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.794;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.876;ECBAIT_10_0172_JUNCTION_02:0.722
SRR14514796	E2	Escherichia coli	SRP319559	1	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.702
SRR14514795	E2	Escherichia coli	SRP319559	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.947;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.974
SRR14514797	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.717;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514798	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514799	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.868;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.750;ECBAIT_1_0004_JUNCTION_02:0.768
SRR14514801	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.707
SRR14514802	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.785
SRR14514806	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR14514803	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0044_INTERIOR_MODULE_01:0.707;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.772;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700
SRR14514805	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.727
SRR14514807	E2	Escherichia coli	SRP319559	2	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0172_JUNCTION_03:0.749
SRR14514810	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.749;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514808	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0052_MEMBER_INTERIOR_01:0.784;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.764
SRR14514811	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.884
SRR14514813	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0052_MEMBER_INTERIOR_01:0.784;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.822
SRR14514812	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.749;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514814	E2	Escherichia coli	SRP319559	2	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700
SRR14514815	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.783;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.801;ECBAIT_1_0004_JUNCTION_02:0.768
SRR14514816	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.731
SRR14514817	E2	Escherichia coli	SRP319559	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.862;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.876;ECBAIT_10_0172_JUNCTION_02:0.722
SRR14514818	E2	Escherichia coli	SRP319559	2	ECBAIT_10_0002_INTERIOR_MODULE_01:0.709;ECBAIT_10_0044_INTERIOR_MODULE_01:0.883
SRR14514819	E2	Escherichia coli	SRP319559	2	ECBAIT_0_0000_JUNCTION_01:0.749;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514820	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14514821	E2	Escherichia coli	SRP319559	5	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.727;ECBAIT_10_0044_INTERIOR_MODULE_01:0.723;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.780;ECBAIT_10_0178_JUNCTION_02:0.763;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.883
SRR14514822	E2	Escherichia coli	SRP319559	1	ECBAIT_0_0000_JUNCTION_01:0.740
SRR14514823	E2	Escherichia coli	SRP319559	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974
SRR14519413	E2	Escherichia coli	SRP319619	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR14519412	E2	Escherichia coli	SRP319619	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
