accession	tier	scientific_name	bioproject	s3_url	zst_sha256	bait	kmer_cov	qcov	identity	contig	contig_len	target_span	strand	cigar	classification	ntm_strict_rule
SRR31417706	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417706/SRR31417706.contigs.fa.zst	66569cf28b636ccdc3d73cce2a26c1ee04b5be60cf8264ebf5c87aedc00a40d3	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417706_288	7536	776-1976	+	1200=	near-complete analogue	False
SRR31417706	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417706/SRR31417706.contigs.fa.zst	66569cf28b636ccdc3d73cce2a26c1ee04b5be60cf8264ebf5c87aedc00a40d3	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	SRR31417706_1096	1619	431-1619	-	1188=	near-complete analogue	False
SRR31417707	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417707/SRR31417707.contigs.fa.zst	74213f44ba50a2eefd00e7f606a8d3b8812448e2d8e31d567f065099acd7e24a	ECBAIT_10_0002_JUNCTION_01	0.8052	0.996	0.998	SRR31417707_0	14018	8512-9013	-	145=1X355=	near-complete analogue	False
SRR31417707	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417707/SRR31417707.contigs.fa.zst	74213f44ba50a2eefd00e7f606a8d3b8812448e2d8e31d567f065099acd7e24a	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417707_47	7536	776-1976	+	1200=	near-complete analogue	False
SRR31417707	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417707/SRR31417707.contigs.fa.zst	74213f44ba50a2eefd00e7f606a8d3b8812448e2d8e31d567f065099acd7e24a	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.947	0.99	0.9983	SRR31417707_497	1619	0-1188	+	60=1X1055=1X71=	near-complete analogue	False
SRR31417710	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417710/SRR31417710.contigs.fa.zst	d8429f94360e72ac8395b61352ba08f403f88ad446c9d5962a930a927028cb73	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.7248	1.0	0.99	SRR31417710_400	5255	3685-4885	+	1X10=1X60=1X225=1X71=1X105=1X48=1X43=1X42=1X81=1X388=1X44=1X71=	near-complete analogue	False
SRR31417710	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417710/SRR31417710.contigs.fa.zst	d8429f94360e72ac8395b61352ba08f403f88ad446c9d5962a930a927028cb73	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.7521	1.0	0.985	SRR31417710_64	12188	5837-7037	+	121=1X11=1X32=1X20=1X11=1X8=1X8=3X3=1X2=1X32=1X15=1X160=1X108=2X180=1X14=1X457=	near-complete analogue	False
SRR31417711	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417711/SRR31417711.contigs.fa.zst	afd36bb2ad4d078335033cbb43f44fad17558fed33df5cddfb00d28cb556ee86	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.7248	1.0	0.99	SRR31417711_232	9460	7890-9090	+	1X10=1X60=1X225=1X71=1X105=1X48=1X43=1X42=1X81=1X388=1X44=1X71=	near-complete analogue	False
SRR31417711	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417711/SRR31417711.contigs.fa.zst	afd36bb2ad4d078335033cbb43f44fad17558fed33df5cddfb00d28cb556ee86	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.7521	1.0	0.985	SRR31417711_239	12709	5837-7037	+	121=1X11=1X32=1X20=1X11=1X8=1X8=3X3=1X2=1X32=1X15=1X160=1X108=2X180=1X14=1X457=	near-complete analogue	False
SRR31417712	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417712/SRR31417712.contigs.fa.zst	ebb31b6d3478fa62c657ad9bd8bc2c9d8a7c531f955f01874fe4e5b69317ad2f	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.7726	1.0	0.9908	SRR31417712_186	7897	5857-7057	-	66=1X4=1X368=1X189=1X43=1X48=1X73=1X30=2X297=1X60=1X11=	module-only homology	False
SRR31417713	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417713/SRR31417713.contigs.fa.zst	4778eedf6d3b01a50f849b5ad3c02b7ea09cb9b4c503f19d358bf6f847ab2d5f	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417713_94	6923	4947-6147	-	1200=	near-complete analogue	False
SRR31417713	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417713/SRR31417713.contigs.fa.zst	4778eedf6d3b01a50f849b5ad3c02b7ea09cb9b4c503f19d358bf6f847ab2d5f	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31417713_506	1642	11-1211	+	11=1X161=1X638=1X119=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31417713	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417713/SRR31417713.contigs.fa.zst	4778eedf6d3b01a50f849b5ad3c02b7ea09cb9b4c503f19d358bf6f847ab2d5f	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8453	1.0	0.9892	SRR31417713_284	10086	5672-6872	-	325=1X236=1X272=1X20=1X17=1X2=1X245=1X2=1X1=2X5=2X1=1X61=	near-complete analogue	False
SRR31417714	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417714/SRR31417714.contigs.fa.zst	5ebd14d0482de2fe838c304831257ee8b996765eb96bba066adbf2c9819040af	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417714_30	6923	4947-6147	-	1200=	near-complete analogue	False
SRR31417714	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417714/SRR31417714.contigs.fa.zst	5ebd14d0482de2fe838c304831257ee8b996765eb96bba066adbf2c9819040af	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31417714_1186	1642	11-1211	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31417714	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417714/SRR31417714.contigs.fa.zst	5ebd14d0482de2fe838c304831257ee8b996765eb96bba066adbf2c9819040af	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8453	1.0	0.9892	SRR31417714_260	10086	5672-6872	-	325=1X236=1X272=1X20=1X17=1X2=1X245=1X2=1X1=2X5=2X1=1X61=	near-complete analogue	False
SRR31417718	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417718/SRR31417718.contigs.fa.zst	af15c236c530c16a53979d58446bdb4d1c659bd0c17ba330545408a7cb2601d4	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417718_303	6923	4947-6147	-	1200=	near-complete analogue	False
SRR31417718	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417718/SRR31417718.contigs.fa.zst	af15c236c530c16a53979d58446bdb4d1c659bd0c17ba330545408a7cb2601d4	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	0.9992	0.9921	SRR31417718_445	1061	0-630	+	242=1X119=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31417718	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417718/SRR31417718.contigs.fa.zst	af15c236c530c16a53979d58446bdb4d1c659bd0c17ba330545408a7cb2601d4	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8453	1.0	0.9892	SRR31417718_256	10086	5672-6872	-	325=1X236=1X272=1X20=1X17=1X2=1X245=1X2=1X1=2X5=2X1=1X61=	near-complete analogue	False
SRR31417719	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417719/SRR31417719.contigs.fa.zst	309417fc966ff3473528b6ba53371dbbde6568dc1879f46e7ef09ad9d22e4057	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417719_324	6923	776-1976	+	1200=	near-complete analogue	False
SRR31417719	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417719/SRR31417719.contigs.fa.zst	309417fc966ff3473528b6ba53371dbbde6568dc1879f46e7ef09ad9d22e4057	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8812	0.9892	1.0	SRR31417719_453	739	0-739	+	739=	near-complete analogue	False
SRR31417719	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417719/SRR31417719.contigs.fa.zst	309417fc966ff3473528b6ba53371dbbde6568dc1879f46e7ef09ad9d22e4057	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8453	1.0	0.9892	SRR31417719_112	10086	5672-6872	-	325=1X236=1X272=1X20=1X17=1X2=1X245=1X2=1X1=2X5=2X1=1X61=	near-complete analogue	False
SRR31417720	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417720/SRR31417720.contigs.fa.zst	8c1c0ea88d309a5864fe2f78e769387dbf15a94dc6f1c2f04de7b6f7592e8780	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	SRR31417720_263	13199	4924-5425	+	76=1X2=1X2=1X5=1X269=1X142=	near-complete analogue	False
SRR31417720	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417720/SRR31417720.contigs.fa.zst	8c1c0ea88d309a5864fe2f78e769387dbf15a94dc6f1c2f04de7b6f7592e8780	ECBAIT_10_0002_JUNCTION_02	0.7495	0.916	0.99	SRR31417720_263	13199	4923-5424	+	77=1X2=1X2=1X5=1X269=1X141=	near-complete analogue	False
SRR31417720	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417720/SRR31417720.contigs.fa.zst	8c1c0ea88d309a5864fe2f78e769387dbf15a94dc6f1c2f04de7b6f7592e8780	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417720_231	7483	5560-6760	-	1200=	near-complete analogue	False
SRR31417720	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417720/SRR31417720.contigs.fa.zst	8c1c0ea88d309a5864fe2f78e769387dbf15a94dc6f1c2f04de7b6f7592e8780	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31417720_212	12182	8889-10089	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31417721	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417721/SRR31417721.contigs.fa.zst	a483518854d16a71d804794bfedcba9c503d9a7fd67d2a9f4e38b376bf5501c8	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	SRR31417721_142	13199	4924-5425	+	76=1X2=1X2=1X5=1X269=1X142=	near-complete analogue	False
SRR31417721	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417721/SRR31417721.contigs.fa.zst	a483518854d16a71d804794bfedcba9c503d9a7fd67d2a9f4e38b376bf5501c8	ECBAIT_10_0002_JUNCTION_02	0.8289	0.993	0.99	SRR31417721_142	13199	4923-5424	+	77=1X2=1X2=1X5=1X269=1X141=	near-complete analogue	False
SRR31417721	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417721/SRR31417721.contigs.fa.zst	a483518854d16a71d804794bfedcba9c503d9a7fd67d2a9f4e38b376bf5501c8	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417721_143	7536	5560-6760	-	1200=	near-complete analogue	False
SRR31417721	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417721/SRR31417721.contigs.fa.zst	a483518854d16a71d804794bfedcba9c503d9a7fd67d2a9f4e38b376bf5501c8	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31417721_158	12182	8889-10089	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31417729	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417729/SRR31417729.contigs.fa.zst	c651d2d4551f1df9a310a248ca57051cd38d9e043b4c1334af16855a9ccba560	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31417729_86	2519	80-1280	+	11=1X557=1X242=1X119=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31417729	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417729/SRR31417729.contigs.fa.zst	c651d2d4551f1df9a310a248ca57051cd38d9e043b4c1334af16855a9ccba560	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.7658	1.0	0.9858	SRR31417729_265	12616	5672-6872	-	457=1X14=1X180=2X108=1X176=1X32=1X2=1X3=3X8=1X8=1X11=1X20=1X32=1X11=1X121=	near-complete analogue	False
SRR31417730	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417730/SRR31417730.contigs.fa.zst	9d05528faae330cc3643ebf3c936892e4151a4cc16774702511ce28f247275d9	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31417730_412	2519	80-1280	+	11=1X557=1X242=1X119=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31417730	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417730/SRR31417730.contigs.fa.zst	9d05528faae330cc3643ebf3c936892e4151a4cc16774702511ce28f247275d9	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.7658	1.0	0.9858	SRR31417730_16	12616	5672-6872	-	457=1X14=1X180=2X108=1X176=1X32=1X2=1X3=3X8=1X8=1X11=1X20=1X32=1X11=1X121=	near-complete analogue	False
SRR31417731	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417731/SRR31417731.contigs.fa.zst	fc44dddaf8f1b335bbbacfc2af33998d1bfacd03e4f367cffb469c1e24ee1d05	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8573	1.0	0.995	SRR31417731_148	17416	15506-16706	+	11=1X358=1X105=1X48=1X43=1X558=1X71=	module-only homology	False
SRR31417732	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417732/SRR31417732.contigs.fa.zst	162a1d3fb04e3febd3e08813c5e0af88675011a1e38a79156834b5b5c4d84064	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8573	1.0	0.995	SRR31417732_607	1921	710-1910	-	630=1X43=1X48=1X105=1X297=1X60=1X11=	module-only homology	False
SRR31417736	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417736/SRR31417736.contigs.fa.zst	d5446bcdadb2de6a4d40aeddccee3924b6aaff6359f4daaab2bb3c681a20499e	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417736_170	2515	539-1739	-	1200=	near-complete analogue	False
SRR31417736	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417736/SRR31417736.contigs.fa.zst	d5446bcdadb2de6a4d40aeddccee3924b6aaff6359f4daaab2bb3c681a20499e	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	SRR31417736_391	1619	431-1619	-	1188=	near-complete analogue	False
SRR31417737	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417737/SRR31417737.contigs.fa.zst	0b0f594d2dc0aff967c105222169cb6ca14f15e303410c890a55ba79c205d111	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417737_36	7536	5560-6760	-	1200=	near-complete analogue	False
SRR31417737	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417737/SRR31417737.contigs.fa.zst	0b0f594d2dc0aff967c105222169cb6ca14f15e303410c890a55ba79c205d111	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.9444	0.99	0.9975	SRR31417737_833	1619	0-1188	+	920=1X79=1X2=1X184=	near-complete analogue	False
SRR31417742	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417742/SRR31417742.contigs.fa.zst	5cb839ce36ca8ee91ab1cd8ed3066a344ee5914f36e76bef00984452b0c77abd	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417742_222	6331	4355-5555	-	1200=	near-complete analogue	False
SRR31417742	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417742/SRR31417742.contigs.fa.zst	5cb839ce36ca8ee91ab1cd8ed3066a344ee5914f36e76bef00984452b0c77abd	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.9735	0.99	0.9991	SRR31417742_494	1558	431-1558	-	267=1X859=	near-complete analogue	False
SRR31417743	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417743/SRR31417743.contigs.fa.zst	b5702374cd69f4330cdec87788f45f50f7f2c83c3f3e63d6721052ebb2bf2e6a	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417743_25	6331	4355-5555	-	1200=	near-complete analogue	False
SRR31417743	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417743/SRR31417743.contigs.fa.zst	b5702374cd69f4330cdec87788f45f50f7f2c83c3f3e63d6721052ebb2bf2e6a	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	SRR31417743_216	1619	0-1188	+	1188=	near-complete analogue	False
SRR31417744	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417744/SRR31417744.contigs.fa.zst	fcc1a5a40d8ac1f230fda3f7496878559b81b96eb61c774b07f51b7adceb7359	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417744_252	7536	776-1976	+	1200=	near-complete analogue	False
SRR31417744	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417744/SRR31417744.contigs.fa.zst	fcc1a5a40d8ac1f230fda3f7496878559b81b96eb61c774b07f51b7adceb7359	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.912	0.9833	0.9973	SRR31417744_329	1109	0-1109	+	920=1X79=1X2=1X105=	near-complete analogue	False
SRR31417745	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417745/SRR31417745.contigs.fa.zst	fe2bce063a28136b368fb83ab0a05c2351d0ca3d06876b4047bc7a6f663a439b	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31417745_19	7536	776-1976	+	1200=	near-complete analogue	False
SRR31417745	E2	Escherichia coli	SRP546577	https://s3.amazonaws.com/logan-pub/c/SRR31417745/SRR31417745.contigs.fa.zst	fe2bce063a28136b368fb83ab0a05c2351d0ca3d06876b4047bc7a6f663a439b	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.912	0.9808	0.999	SRR31417745_402	993	0-993	-	831=1X161=	near-complete analogue	False
SRR3143692	E2	Escherichia coli	SRP028928	https://s3.amazonaws.com/logan-pub/c/SRR3143692/SRR3143692.contigs.fa.zst	d84bd447aa718355ac24165a594935b9a729db65800074317792e1f3e4adc7a5	ECBAIT_0_0000_MEMBER_INTERIOR_01	0.906	1.0	0.9958	SRR3143692_54	30087	3754-4952	-	248=1X170=2I20=1X46=1X711=	near-complete analogue	False
SRR3143692	E2	Escherichia coli	SRP028928	https://s3.amazonaws.com/logan-pub/c/SRR3143692/SRR3143692.contigs.fa.zst	d84bd447aa718355ac24165a594935b9a729db65800074317792e1f3e4adc7a5	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7308	1.0	0.9883	SRR3143692_22	7818	5918-7118	-	2=1X50=1X32=1X519=1X5=1X2=1X14=1X38=1X70=1X66=1X8=1X71=1X32=1X209=1X68=	near-complete analogue	False
SRR31540345	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540345/SRR31540345.contigs.fa.zst	0065c5af0f608ee88597b6f08ee9fd835e69e69e082b32778156b2b7b317a472	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540345_104	7609	5560-6760	-	1200=	near-complete analogue	False
SRR31540345	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540345/SRR31540345.contigs.fa.zst	0065c5af0f608ee88597b6f08ee9fd835e69e69e082b32778156b2b7b317a472	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.9735	0.99	0.9992	SRR31540345_391	1619	0-1188	+	1116=1X71=	near-complete analogue	False
SRR31540346	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540346/SRR31540346.contigs.fa.zst	67647110cc5c0da4a7f1d7682eb683d3a0d46411ae88dab7b7dbd354f584dcda	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540346_229	7536	5560-6760	-	1200=	near-complete analogue	False
SRR31540346	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540346/SRR31540346.contigs.fa.zst	67647110cc5c0da4a7f1d7682eb683d3a0d46411ae88dab7b7dbd354f584dcda	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31540346_59	12119	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
SRR31540347	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540347/SRR31540347.contigs.fa.zst	441ba17efcf446c56728ebe6617fefa848daceb4ec94585ffd472998665ccb37	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540347_6	7536	5560-6760	-	1200=	near-complete analogue	False
SRR31540347	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540347/SRR31540347.contigs.fa.zst	441ba17efcf446c56728ebe6617fefa848daceb4ec94585ffd472998665ccb37	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31540347_16	12119	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
SRR31540348	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540348/SRR31540348.contigs.fa.zst	0542a557c16d5f581207f6953c77a12f293ac847dfd6ee9ee752e653ae392027	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540348_318	7536	776-1976	+	1200=	near-complete analogue	False
SRR31540348	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540348/SRR31540348.contigs.fa.zst	0542a557c16d5f581207f6953c77a12f293ac847dfd6ee9ee752e653ae392027	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.865	0.99	0.9949	SRR31540348_582	1462	0-1188	+	60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31540349	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540349/SRR31540349.contigs.fa.zst	d53825bb2302755aee4134bb39b27fd8f49e79759c5cddb2206e780a8e491cfa	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540349_261	7536	5560-6760	-	1200=	near-complete analogue	False
SRR31540349	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540349/SRR31540349.contigs.fa.zst	d53825bb2302755aee4134bb39b27fd8f49e79759c5cddb2206e780a8e491cfa	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31540349_213	12119	8826-10026	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31540351	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540351/SRR31540351.contigs.fa.zst	92fa21d700c2669ea156c4cdeb0ddfe22f9da2b13bc1450feb4c568f33b235dd	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540351_320	7536	5560-6760	-	1200=	near-complete analogue	False
SRR31540351	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540351/SRR31540351.contigs.fa.zst	92fa21d700c2669ea156c4cdeb0ddfe22f9da2b13bc1450feb4c568f33b235dd	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31540351_17	12119	8826-10026	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31540353	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540353/SRR31540353.contigs.fa.zst	dfa59dd97cf28a32487929ace84249043ca3f2ac71df536cab2f8247a1c8e79b	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540353_24	7536	5560-6760	-	1200=	near-complete analogue	False
SRR31540353	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540353/SRR31540353.contigs.fa.zst	dfa59dd97cf28a32487929ace84249043ca3f2ac71df536cab2f8247a1c8e79b	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31540353_95	12119	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
SRR31540354	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540354/SRR31540354.contigs.fa.zst	17ff18d4418125f594554d5aa25ea90f3eb3fbc7f8857e6d5ef2c5b116104c18	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540354_247	7535	5560-6760	-	1200=	near-complete analogue	False
SRR31540354	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540354/SRR31540354.contigs.fa.zst	17ff18d4418125f594554d5aa25ea90f3eb3fbc7f8857e6d5ef2c5b116104c18	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR31540354_204	12119	8826-10026	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR31540356	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540356/SRR31540356.contigs.fa.zst	26fff1066d33111baf5ed04b425e16a09a553df5a9d5178010143a7643e27abe	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540356_222	7536	5560-6760	-	1200=	near-complete analogue	False
SRR31540356	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540356/SRR31540356.contigs.fa.zst	26fff1066d33111baf5ed04b425e16a09a553df5a9d5178010143a7643e27abe	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	SRR31540356_438	1619	431-1619	-	1188=	near-complete analogue	False
SRR31540357	E2	Escherichia coli	SRP500352	https://s3.amazonaws.com/logan-pub/c/SRR31540357/SRR31540357.contigs.fa.zst	52e9939a83698ae5cc5a5f2983c0ec4fb7038291bfe37afd9bc9e01d7cf5a0b7	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR31540357_191	7536	776-1976	+	1200=	near-complete analogue	False
