prophage_id	clade_id	community	host_accession	phylogroup
GCF_000781515.1_prophage_3	4_0011	4	GCF_000781515.1	B2
GCF_000781695.1_prophage_6	4_0011	4	GCF_000781695.1	B2
GCF_000782195.1_prophage_9	4_0011	4	GCF_000782195.1	B2
GCF_000782615.1_prophage_4	4_0011	4	GCF_000782615.1	B2
GCF_000782675.1_prophage_3	4_0011	4	GCF_000782675.1	B2
GCF_000782715.1_prophage_6	4_0011	4	GCF_000782715.1	B2
GCF_001055685.1_prophage_3	4_0011	4	GCF_001055685.1	B2
GCF_001063685.1_prophage_4	4_0011	4	GCF_001063685.1	B2
GCF_000167915.2_prophage_11	4_0011	4	GCF_000167915.2	A
GCF_001309465.1_prophage_3	4_0011	4	GCF_001309465.1	B1
GCF_001286405.1_prophage_3	4_0011	4	GCF_001286405.1	B1
GCF_001309755.1_prophage_6	4_0011	4	GCF_001309755.1	B1
GCF_000948055.1_prophage_3	4_0011	4	GCF_000948055.1	B1
GCF_000358285.2_prophage_3	4_0011	4	GCF_000358285.2	C
GCF_000713435.1_prophage_3	4_0011	4	GCF_000713435.1	A
GCF_000617985.2_prophage_1	4_0011	4	GCF_000617985.2	G
GCF_000782315.1_prophage_5	4_0011	4	GCF_000782315.1	F
GCF_001265835.1_prophage_2	4_0011	4	GCF_001265835.1	B1
GCF_001263035.1_prophage_9	4_0011	4	GCF_001263035.1	B1
GCF_001265175.1_prophage_4	4_0011	4	GCF_001265175.1	B1
GCF_001265255.1_prophage_6	4_0011	4	GCF_001265255.1	B1
GCF_000617405.2_prophage_4	4_0011	4	GCF_000617405.2	B1
GCF_000619285.2_prophage_1	4_0011	4	GCF_000619285.2	B1
GCF_000619705.2_prophage_1	4_0011	4	GCF_000619705.2	B1
GCF_000622505.2_prophage_3	4_0011	4	GCF_000622505.2	B1
GCF_000622555.1_prophage_4	4_0011	4	GCF_000622555.1	B1
GCF_000622575.2_prophage_4	4_0011	4	GCF_000622575.2	B1
GCF_000622775.2_prophage_2	4_0011	4	GCF_000622775.2	B1
GCF_000711485.1_prophage_2	4_0011	4	GCF_000711485.1	B2
GCF_000713865.1_prophage_2	4_0011	4	GCF_000713865.1	B2
GCF_000714135.1_prophage_4	4_0011	4	GCF_000714135.1	A
GCF_001283285.1_prophage_3	4_0011	4	GCF_001283285.1	B1
GCF_000615055.1_prophage_2	4_0011	4	GCF_000615055.1	B1
GCF_000619025.1_prophage_7	4_0011	4	GCF_000619025.1	B1
GCF_000752255.1_prophage_3	4_0011	4	GCF_000752255.1	B1
GCF_000752435.1_prophage_3	4_0011	4	GCF_000752435.1	B1
GCF_000948595.1_prophage_1	4_0011	4	GCF_000948595.1	B1
GCF_000948715.1_prophage_1	4_0011	4	GCF_000948715.1	B1
GCF_000948745.1_prophage_1	4_0011	4	GCF_000948745.1	B1
GCF_000948815.1_prophage_3	4_0011	4	GCF_000948815.1	B1
GCF_001266125.1_prophage_4	4_0011	4	GCF_001266125.1	A
GCF_001266295.1_prophage_4	4_0011	4	GCF_001266295.1	B1
GCF_001521115.1_prophage_3	4_0011	4	GCF_001521115.1	B2
GCF_000704445.1_prophage_7	4_0011	4	GCF_000704445.1	B2
GCF_000952305.1_prophage_7	4_0011	4	GCF_000952305.1	B2
GCF_001029415.1_prophage_3	4_0011	4	GCF_001029415.1	B2
GCF_001442595.1_prophage_2	4_0011	4	GCF_001442595.1	B2
GCF_001517685.1_prophage_9	4_0011	4	GCF_001517685.1	B2
GCF_001555495.1_prophage_2	4_0011	4	GCF_001555495.1	B2
GCF_001555635.1_prophage_7	4_0011	4	GCF_001555635.1	B2
GCF_001561095.1_prophage_1	4_0011	4	GCF_001561095.1	B2
GCF_001561115.1_prophage_3	4_0011	4	GCF_001561115.1	B2
GCF_001561255.1_prophage_3	4_0011	4	GCF_001561255.1	B2
GCF_001561505.1_prophage_5	4_0011	4	GCF_001561505.1	B2
GCF_001561515.1_prophage_1	4_0011	4	GCF_001561515.1	B2
GCF_001561765.1_prophage_5	4_0011	4	GCF_001561765.1	B2
GCF_001561785.1_prophage_3	4_0011	4	GCF_001561785.1	B2
GCF_001561815.1_prophage_5	4_0011	4	GCF_001561815.1	B2
GCF_001561865.1_prophage_2	4_0011	4	GCF_001561865.1	B2
GCF_001562345.1_prophage_2	4_0011	4	GCF_001562345.1	B2
GCF_001563395.1_prophage_1	4_0011	4	GCF_001563395.1	B2
GCF_001057125.1_prophage_2	4_0011	4	GCF_001057125.1	B2
GCF_001057895.1_prophage_1	4_0011	4	GCF_001057895.1	B2
GCF_001058275.1_prophage_2	4_0011	4	GCF_001058275.1	B2
GCF_001058375.1_prophage_1	4_0011	4	GCF_001058375.1	B2
GCF_001563415.1_prophage_7	4_0011	4	GCF_001563415.1	B2
GCF_000488375.1_prophage_1	4_0012	4	GCF_000488375.1	B2
GCF_000488695.1_prophage_1	4_0012	4	GCF_000488695.1	B2
GCF_000488775.1_prophage_4	4_0012	4	GCF_000488775.1	B2
GCF_001053295.1_prophage_6	4_0012	4	GCF_001053295.1	B2
GCF_001059485.1_prophage_3	4_0012	4	GCF_001059485.1	B2
GCF_001059655.1_prophage_1	4_0012	4	GCF_001059655.1	B2
GCF_001059735.1_prophage_4	4_0012	4	GCF_001059735.1	B2
GCF_000354955.1_prophage_2	4_0012	4	GCF_000354955.1	B1
GCF_000776595.1_prophage_1	4_0012	4	GCF_000776595.1	B2
GCF_000781505.1_prophage_3	4_0012	4	GCF_000781505.1	B2
GCF_001012355.1_prophage_4	4_0012	4	GCF_001012355.1	B1
GCF_001265355.1_prophage_1	4_0012	4	GCF_001265355.1	B2
GCF_001519835.1_prophage_1	4_0012	4	GCF_001519835.1	G
GCF_001520275.1_prophage_5	4_0012	4	GCF_001520275.1	G
GCF_000752915.1_prophage_3	4_0012	4	GCF_000752915.1	B1
GCF_000215225.1_prophage_1	4_0012	4	GCF_000215225.1	B1
GCF_000806245.1_prophage_1	4_0012	4	GCF_000806245.1	A
GCF_001265395.1_prophage_2	4_0012	4	GCF_001265395.1	B2
GCF_001519555.1_prophage_8	4_0012	4	GCF_001519555.1	B2
GCF_001519735.1_prophage_9	4_0012	4	GCF_001519735.1	B2
GCF_001519145.1_prophage_2	4_0012	4	GCF_001519145.1	D
GCF_000356845.2_prophage_3	4_0012	4	GCF_000356845.2	B1
GCF_000953765.1_prophage_2	4_0012	4	GCF_000953765.1	E
GCF_000397565.1_prophage_2	4_0012	4	GCF_000397565.1	D
GCF_000599785.2_prophage_1	4_0012	4	GCF_000599785.2	B2
GCF_001463535.1_prophage_1	4_0012	4	GCF_001463535.1	B1
GCF_000700545.1_prophage_2	4_0012	4	GCF_000700545.1	B2
GCF_000250315.1_prophage_4	4_0012	4	GCF_000250315.1	B1
GCF_000358335.2_prophage_2	4_0012	4	GCF_000358335.2	C
GCF_000812785.1_prophage_2	4_0012	4	GCF_000812785.1	B1
GCF_000754845.1_prophage_1	4_0012	4	GCF_000754845.1	A
GCF_000768125.1_prophage_1	4_0012	4	GCF_000768125.1	A
GCF_000488115.1_prophage_8	4_0012	4	GCF_000488115.1	B2
GCF_000816865.1_prophage_8	4_0012	4	GCF_000816865.1	E
GCF_001420165.1_prophage_3	4_0012	4	GCF_001420165.1	B1
GCF_000241995.1_prophage_4	4_0012	4	GCF_000241995.1	E
GCF_000627885.1_prophage_4	4_0012	4	GCF_000627885.1	E
GCF_001265345.1_prophage_1	4_0012	4	GCF_001265345.1	B2
GCF_000513375.1_prophage_7	4_0012	4	GCF_000513375.1	F
GCF_000627075.1_prophage_1	4_0012	4	GCF_000627075.1	B2
GCF_000627195.1_prophage_2	4_0012	4	GCF_000627195.1	B2
GCF_001420065.1_prophage_2	4_0012	4	GCF_001420065.1	B1
GCF_000619605.1_prophage_9	4_0013	4	GCF_000619605.1	B1
GCF_000352185.1_prophage_2	4_0013	4	GCF_000352185.1	A
GCF_000752195.1_prophage_3	4_0014	4	GCF_000752195.1	B1
GCF_000167915.2_prophage_4	4_0015	4	GCF_000167915.2	A
GCF_000351905.1_prophage_9	4_0015	4	GCF_000351905.1	A
GCF_000460115.1_prophage_6	4_0015	4	GCF_000460115.1	B2
GCF_000459495.1_prophage_2	4_0015	4	GCF_000459495.1	B2
GCF_000714975.1_prophage_1	4_0015	4	GCF_000714975.1	A
GCF_000249115.1_prophage_2	4_0015	4	GCF_000249115.1	B2
GCF_000690945.1_prophage_5	4_0015	4	GCF_000690945.1	B2
GCF_001265925.1_prophage_6	4_0015	4	GCF_001265925.1	B2
GCF_000250475.1_prophage_3	4_0015	4	GCF_000250475.1	B1
GCF_000250355.1_prophage_2	4_0015	4	GCF_000250355.1	B1
GCF_000806195.1_prophage_3	4_0015	4	GCF_000806195.1	B1
GCF_000408125.1_prophage_1	4_0015	4	GCF_000408125.1	B2
GCF_000701105.2_prophage_2	4_0015	4	GCF_000701105.2	B1
GCF_000194495.1_prophage_7	4_0015	4	GCF_000194495.1	B1
GCF_000493755.1_prophage_2	4_0015	4	GCF_000493755.1	B2
GCF_000692655.1_prophage_3	4_0015	4	GCF_000692655.1	B2
GCF_001471815.2_prophage_12	4_0015	4	GCF_001471815.2	B2
GCF_000692675.1_prophage_2	4_0015	4	GCF_000692675.1	B2
GCF_000456305.1_prophage_1	4_0015	4	GCF_000456305.1	B2
GCF_000457105.1_prophage_1	4_0015	4	GCF_000457105.1	B2
GCF_000458115.1_prophage_1	4_0015	4	GCF_000458115.1	B2
GCF_000461395.1_prophage_1	4_0015	4	GCF_000461395.1	A
GCF_000461415.1_prophage_1	4_0015	4	GCF_000461415.1	A
GCF_000776855.1_prophage_1	4_0015	4	GCF_000776855.1	B2
GCF_000752155.1_prophage_2	4_0015	4	GCF_000752155.1	B1
GCF_000778235.1_prophage_3	4_0015	4	GCF_000778235.1	B2
GCF_000350965.1_prophage_4	4_0015	4	GCF_000350965.1	B2
GCF_000355315.2_prophage_1	4_0015	4	GCF_000355315.2	A
GCF_000356005.2_prophage_1	4_0015	4	GCF_000356005.2	A
GCF_000356345.2_prophage_1	4_0015	4	GCF_000356345.2	A
GCF_000357085.1_prophage_1	4_0015	4	GCF_000357085.1	A
GCF_000357525.2_prophage_1	4_0015	4	GCF_000357525.2	A
GCF_000358775.2_prophage_1	4_0015	4	GCF_000358775.2	A
GCF_000358835.2_prophage_5	4_0015	4	GCF_000358835.2	A
GCF_000704545.1_prophage_1	4_0015	4	GCF_000704545.1	A
GCF_000704785.1_prophage_1	4_0015	4	GCF_000704785.1	A
GCF_000711565.1_prophage_1	4_0015	4	GCF_000711565.1	A
GCF_000780655.1_prophage_2	4_0015	4	GCF_000780655.1	F
GCF_000781735.1_prophage_1	4_0015	4	GCF_000781735.1	B1
GCF_000781755.1_prophage_1	4_0015	4	GCF_000781755.1	B1
GCF_000781775.1_prophage_1	4_0015	4	GCF_000781775.1	B1
GCF_001280325.1_prophage_4	4_0015	4	GCF_001280325.1	B2
GCF_000214765.2_prophage_3	4_0015	4	GCF_000214765.2	B2
GCF_000285655.3_prophage_2	4_0015	4	GCF_000285655.3	B2
GCF_000351445.1_prophage_2	4_0015	4	GCF_000351445.1	B2
GCF_000355415.2_prophage_1	4_0015	4	GCF_000355415.2	A
GCF_000358855.2_prophage_1	4_0015	4	GCF_000358855.2	A
GCF_000407865.1_prophage_5	4_0015	4	GCF_000407865.1	F
GCF_000407985.1_prophage_7	4_0015	4	GCF_000407985.1	F
GCF_000408005.1_prophage_6	4_0015	4	GCF_000408005.1	F
GCF_000408405.1_prophage_9	4_0015	4	GCF_000408405.1	F
GCF_000408425.1_prophage_10	4_0015	4	GCF_000408425.1	F
GCF_000408765.1_prophage_6	4_0015	4	GCF_000408765.1	D
GCF_000457225.1_prophage_5	4_0015	4	GCF_000457225.1	F
GCF_000457735.1_prophage_7	4_0015	4	GCF_000457735.1	D
GCF_000458335.1_prophage_4	4_0015	4	GCF_000458335.1	B2
GCF_000458665.1_prophage_2	4_0015	4	GCF_000458665.1	B2
GCF_000460895.1_prophage_3	4_0015	4	GCF_000460895.1	B2
GCF_000461175.1_prophage_8	4_0015	4	GCF_000461175.1	F
GCF_000474845.1_prophage_5	4_0015	4	GCF_000474845.1	B2
GCF_000485715.1_prophage_6	4_0015	4	GCF_000485715.1	B2
GCF_000488355.1_prophage_1	4_0015	4	GCF_000488355.1	Unknown
GCF_000488375.1_prophage_2	4_0015	4	GCF_000488375.1	B2
GCF_000488395.1_prophage_2	4_0015	4	GCF_000488395.1	B2
GCF_000488695.1_prophage_2	4_0015	4	GCF_000488695.1	B2
GCF_000488715.1_prophage_4	4_0015	4	GCF_000488715.1	B2
GCF_000488775.1_prophage_5	4_0015	4	GCF_000488775.1	B2
GCF_000492255.1_prophage_2	4_0015	4	GCF_000492255.1	B2
GCF_000498815.2_prophage_4	4_0015	4	GCF_000498815.2	B2
GCF_000522125.1_prophage_2	4_0015	4	GCF_000522125.1	B2
GCF_000522145.1_prophage_2	4_0015	4	GCF_000522145.1	B2
GCF_000522345.1_prophage_2	4_0015	4	GCF_000522345.1	B2
GCF_000681435.1_prophage_1	4_0015	4	GCF_000681435.1	B2
GCF_000692375.1_prophage_2	4_0015	4	GCF_000692375.1	B2
GCF_000692415.1_prophage_3	4_0015	4	GCF_000692415.1	B2
GCF_000692455.1_prophage_2	4_0015	4	GCF_000692455.1	B2
GCF_000692495.1_prophage_2	4_0015	4	GCF_000692495.1	B2
GCF_000692595.1_prophage_2	4_0015	4	GCF_000692595.1	B2
GCF_000692615.1_prophage_2	4_0015	4	GCF_000692615.1	B2
GCF_000692695.1_prophage_2	4_0015	4	GCF_000692695.1	B2
GCF_000692715.1_prophage_5	4_0015	4	GCF_000692715.1	B2
GCF_000692795.1_prophage_2	4_0015	4	GCF_000692795.1	B2
GCF_000770285.1_prophage_2	4_0015	4	GCF_000770285.1	B2
GCF_000776395.1_prophage_8	4_0015	4	GCF_000776395.1	B2
GCF_000776595.1_prophage_2	4_0015	4	GCF_000776595.1	B2
GCF_000776835.1_prophage_4	4_0015	4	GCF_000776835.1	B2
GCF_000777155.1_prophage_5	4_0015	4	GCF_000777155.1	B2
GCF_000777945.1_prophage_4	4_0015	4	GCF_000777945.1	B2
GCF_000778175.1_prophage_3	4_0015	4	GCF_000778175.1	B2
GCF_000778475.1_prophage_5	4_0015	4	GCF_000778475.1	B2
GCF_000779265.1_prophage_6	4_0015	4	GCF_000779265.1	B2
GCF_000779745.1_prophage_3	4_0015	4	GCF_000779745.1	B2
GCF_000780175.1_prophage_3	4_0015	4	GCF_000780175.1	B2
GCF_000780255.1_prophage_4	4_0015	4	GCF_000780255.1	B2
GCF_000780375.1_prophage_5	4_0015	4	GCF_000780375.1	B2
GCF_000780395.1_prophage_6	4_0015	4	GCF_000780395.1	B2
GCF_000780435.1_prophage_3	4_0015	4	GCF_000780435.1	B2
GCF_000780455.1_prophage_4	4_0015	4	GCF_000780455.1	B2
GCF_000780615.1_prophage_2	4_0015	4	GCF_000780615.1	B2
GCF_000781005.1_prophage_1	4_0015	4	GCF_000781005.1	B2
GCF_000303455.2_prophage_4	4_0016	4	GCF_000303455.2	E
GCF_000303475.2_prophage_3	4_0016	4	GCF_000303475.2	E
GCF_000303495.2_prophage_3	4_0016	4	GCF_000303495.2	E
GCF_000303535.2_prophage_3	4_0016	4	GCF_000303535.2	E
GCF_000305415.2_prophage_4	4_0016	4	GCF_000305415.2	E
GCF_000335175.2_prophage_3	4_0016	4	GCF_000335175.2	E
GCF_000335335.2_prophage_4	4_0016	4	GCF_000335335.2	E
GCF_000462905.2_prophage_5	4_0016	4	GCF_000462905.2	E
GCF_000471105.1_prophage_1	4_0016	4	GCF_000471105.1	E
GCF_000614405.2_prophage_7	4_0016	4	GCF_000614405.2	E
GCF_000616365.1_prophage_2	4_0016	4	GCF_000616365.1	E
GCF_000618145.2_prophage_3	4_0016	4	GCF_000618145.2	E
GCF_000618685.1_prophage_2	4_0016	4	GCF_000618685.1	E
GCF_000618745.1_prophage_2	4_0016	4	GCF_000618745.1	E
GCF_000619405.1_prophage_2	4_0016	4	GCF_000619405.1	E
GCF_000619605.1_prophage_4	4_0016	4	GCF_000619605.1	B1
GCF_000335195.2_prophage_4	4_0016	4	GCF_000335195.2	E
GCF_000462125.2_prophage_3	4_0016	4	GCF_000462125.2	E
GCF_000615085.1_prophage_1	4_0016	4	GCF_000615085.1	E
GCF_000615605.2_prophage_3	4_0016	4	GCF_000615605.2	B1
GCF_001281905.1_prophage_1	4_0016	4	GCF_001281905.1	E
GCF_000462085.2_prophage_11	4_0016	4	GCF_000462085.2	E
GCF_000616265.1_prophage_4	4_0016	4	GCF_000616265.1	B1
GCF_000303575.2_prophage_4	4_0016	4	GCF_000303575.2	E
GCF_000303615.2_prophage_4	4_0016	4	GCF_000303615.2	E
GCF_000194335.1_prophage_20	4_0016	4	GCF_000194335.1	B1
GCF_000172015.1_prophage_20	4_0016	4	GCF_000172015.1	E
GCF_000982035.1_prophage_2	4_0016	4	GCF_000982035.1	B2
GCF_000780965.1_prophage_2	4_0016	4	GCF_000780965.1	A
GCF_000700505.1_prophage_1	4_0016	4	GCF_000700505.1	A
GCF_000618625.1_prophage_2	4_0016	4	GCF_000618625.1	E
GCF_001284885.1_prophage_6	4_0016	4	GCF_001284885.1	B1
GCF_001012345.1_prophage_4	4_0016	4	GCF_001012345.1	B1
GCF_001286205.1_prophage_2	4_0016	4	GCF_001286205.1	B1
GCF_000617145.2_prophage_1	4_0016	4	GCF_000617145.2	B2
GCF_001285245.1_prophage_2	4_0016	4	GCF_001285245.1	B1
GCF_000471185.1_prophage_1	4_0016	4	GCF_000471185.1	E
GCF_001264175.1_prophage_1	4_0016	4	GCF_001264175.1	A
GCF_000223015.1_prophage_5	4_0016	4	GCF_000223015.1	B1
GCF_000703285.1_prophage_11	4_0016	4	GCF_000703285.1	B1
GCF_001440495.1_prophage_6	4_0016	4	GCF_001440495.1	B1
GCF_001440525.1_prophage_4	4_0016	4	GCF_001440525.1	B1
GCF_000335075.2_prophage_4	4_0016	4	GCF_000335075.2	E
GCF_000447025.2_prophage_5	4_0016	4	GCF_000447025.2	E
GCF_000276745.1_prophage_5	4_0016	4	GCF_000276745.1	B1
GCF_001285865.1_prophage_5	4_0016	4	GCF_001285865.1	B1
GCF_001286145.1_prophage_3	4_0016	4	GCF_001286145.1	B1
GCF_001286445.1_prophage_3	4_0016	4	GCF_001286445.1	B1
GCF_000687065.1_prophage_8	4_0016	4	GCF_000687065.1	A
GCF_000781145.1_prophage_1	4_0016	4	GCF_000781145.1	B1
GCF_000768465.1_prophage_3	4_0016	4	GCF_000768465.1	A
GCF_000700105.1_prophage_3	4_0016	4	GCF_000700105.1	A
GCF_000752875.1_prophage_4	4_0016	4	GCF_000752875.1	B1
GCF_000753215.1_prophage_7	4_0016	4	GCF_000753215.1	B1
GCF_001262775.1_prophage_4	4_0016	4	GCF_001262775.1	B1
GCF_001286405.1_prophage_1	4_0016	4	GCF_001286405.1	B1
GCF_001299315.1_prophage_4	4_0016	4	GCF_001299315.1	A
GCF_000627155.1_prophage_5	4_0016	4	GCF_000627155.1	A
GCF_000704325.1_prophage_10	4_0016	4	GCF_000704325.1	A
GCF_000713235.1_prophage_6	4_0016	4	GCF_000713235.1	A
GCF_001285285.1_prophage_3	4_0016	4	GCF_001285285.1	B1
GCF_001286385.1_prophage_2	4_0016	4	GCF_001286385.1	B1
GCF_001286545.1_prophage_3	4_0016	4	GCF_001286545.1	B1
GCF_001309965.1_prophage_1	4_0016	4	GCF_001309965.1	E
GCF_000619185.1_prophage_1	4_0016	4	GCF_000619185.1	E
GCF_000700085.1_prophage_3	4_0016	4	GCF_000700085.1	B1
GCF_000700405.1_prophage_3	4_0016	4	GCF_000700405.1	B1
GCF_000627315.1_prophage_5	4_0016	4	GCF_000627315.1	A
GCF_000617465.2_prophage_1	4_0016	4	GCF_000617465.2	B1
GCF_000627135.1_prophage_5	4_0016	4	GCF_000627135.1	A
GCF_000618485.1_prophage_5	4_0016	4	GCF_000618485.1	E
GCF_000948875.1_prophage_4	4_0016	4	GCF_000948875.1	B1
GCF_000318425.2_prophage_2	4_0016	4	GCF_000318425.2	E
GCF_000704485.1_prophage_4	4_0016	4	GCF_000704485.1	A
GCF_001191055.1_prophage_6	4_0016	4	GCF_001191055.1	B1
GCF_000618665.1_prophage_1	4_0016	4	GCF_000618665.1	E
GCF_001419965.1_prophage_2	4_0016	4	GCF_001419965.1	A
GCF_000249255.1_prophage_7	4_0016	4	GCF_000249255.1	E
GCF_001012105.1_prophage_4	4_0016	4	GCF_001012105.1	B1
GCF_000303735.2_prophage_2	4_0016	4	GCF_000303735.2	E
GCF_000687005.1_prophage_8	4_0016	4	GCF_000687005.1	A
GCF_000647495.1_prophage_2	4_0016	4	GCF_000647495.1	B1
GCF_000704465.1_prophage_3	4_0016	4	GCF_000704465.1	A
GCF_000704505.1_prophage_4	4_0016	4	GCF_000704505.1	A
GCF_000267385.2_prophage_2	4_0016	4	GCF_000267385.2	E
GCF_000408105.1_prophage_10	4_0016	4	GCF_000408105.1	B2
GCF_000267365.2_prophage_1	4_0016	4	GCF_000267365.2	E
GCF_000316485.1_prophage_2	4_0016	4	GCF_000316485.1	E
GCF_000267945.2_prophage_2	4_0016	4	GCF_000267945.2	E
GCF_000618345.1_prophage_2	4_0016	4	GCF_000618345.1	E
GCF_000618365.1_prophage_2	4_0016	4	GCF_000618365.1	E
GCF_000969495.1_prophage_5	4_0016	4	GCF_000969495.1	B1
GCF_000617085.1_prophage_4	4_0016	4	GCF_000617085.1	B1
GCF_000627235.1_prophage_1	4_0016	4	GCF_000627235.1	A
GCF_000752235.1_prophage_1	4_0016	4	GCF_000752235.1	B1
GCF_000632555.1_prophage_2	4_0016	4	GCF_000632555.1	E
GCF_001264215.1_prophage_12	4_0016	4	GCF_001264215.1	A
GCF_000302735.1_prophage_6	4_0016	4	GCF_000302735.1	E
GCF_000798115.1_prophage_1	4_0016	4	GCF_000798115.1	B1
GCF_000615175.1_prophage_3	4_0016	4	GCF_000615175.1	E
GCF_000692715.1_prophage_2	4_0017	4	GCF_000692715.1	B2
GCF_000776595.1_prophage_5	4_0017	4	GCF_000776595.1	B2
GCF_000778175.1_prophage_1	4_0017	4	GCF_000778175.1	B2
GCF_001519935.1_prophage_1	4_0017	4	GCF_001519935.1	B2
GCF_001520075.1_prophage_8	4_0017	4	GCF_001520075.1	B2
GCF_001520675.1_prophage_2	4_0017	4	GCF_001520675.1	B2
GCF_001521175.1_prophage_3	4_0017	4	GCF_001521175.1	B2
GCF_001521515.1_prophage_3	4_0017	4	GCF_001521515.1	B2
GCF_001521655.1_prophage_4	4_0017	4	GCF_001521655.1	B2
GCF_001521675.1_prophage_3	4_0017	4	GCF_001521675.1	B2
GCF_001519915.1_prophage_2	4_0017	4	GCF_001519915.1	B2
GCF_001519995.1_prophage_1	4_0017	4	GCF_001519995.1	B2
GCF_001520035.1_prophage_3	4_0017	4	GCF_001520035.1	B2
GCF_001520095.1_prophage_1	4_0017	4	GCF_001520095.1	B2
GCF_001520475.1_prophage_1	4_0017	4	GCF_001520475.1	B2
GCF_001520515.1_prophage_2	4_0017	4	GCF_001520515.1	B2
GCF_001520595.1_prophage_1	4_0017	4	GCF_001520595.1	B2
GCF_001520655.1_prophage_1	4_0017	4	GCF_001520655.1	B2
GCF_001520795.1_prophage_3	4_0017	4	GCF_001520795.1	B2
GCF_001521135.1_prophage_2	4_0017	4	GCF_001521135.1	B2
GCF_001521335.1_prophage_4	4_0017	4	GCF_001521335.1	B2
GCF_001521395.1_prophage_2	4_0017	4	GCF_001521395.1	B2
GCF_001521495.1_prophage_1	4_0017	4	GCF_001521495.1	B2
GCF_001521615.1_prophage_1	4_0017	4	GCF_001521615.1	B2
GCF_001524895.1_prophage_2	4_0017	4	GCF_001524895.1	B2
GCF_000952305.1_prophage_3	4_0017	4	GCF_000952305.1	B2
GCF_001520615.1_prophage_4	4_0017	4	GCF_001520615.1	B2
GCF_001520635.1_prophage_3	4_0017	4	GCF_001520635.1	B2
GCF_000952225.1_prophage_7	4_0017	4	GCF_000952225.1	B2
GCF_001520355.1_prophage_2	4_0017	4	GCF_001520355.1	B2
GCF_001521095.1_prophage_4	4_0017	4	GCF_001521095.1	B2
GCF_000351025.1_prophage_5	4_0017	4	GCF_000351025.1	E
GCF_000704865.1_prophage_2	4_0017	4	GCF_000704865.1	A
GCF_000939255.1_prophage_6	4_0017	4	GCF_000939255.1	B2
GCF_000692495.1_prophage_5	4_0017	4	GCF_000692495.1	B2
GCF_000801165.1_prophage_4	4_0017	4	GCF_000801165.1	B1
GCF_000352065.1_prophage_6	4_0017	4	GCF_000352065.1	B2
GCF_000351625.1_prophage_3	4_0017	4	GCF_000351625.1	D
GCF_000777095.1_prophage_3	4_0017	4	GCF_000777095.1	D
GCF_000797835.1_prophage_2	4_0017	4	GCF_000797835.1	B1
GCF_000797855.1_prophage_5	4_0017	4	GCF_000797855.1	B1
GCF_001056815.1_prophage_1	4_0017	4	GCF_001056815.1	B1
GCF_001309595.1_prophage_2	4_0017	4	GCF_001309595.1	B1
GCF_001471815.2_prophage_3	4_0017	4	GCF_001471815.2	B2
GCF_000214765.2_prophage_2	4_0017	4	GCF_000214765.2	B2
GCF_000285655.3_prophage_5	4_0017	4	GCF_000285655.3	B2
GCF_000350905.1_prophage_6	4_0017	4	GCF_000350905.1	B2
GCF_000351445.1_prophage_5	4_0017	4	GCF_000351445.1	B2
GCF_000456225.1_prophage_1	4_0017	4	GCF_000456225.1	B2
GCF_000457185.1_prophage_5	4_0017	4	GCF_000457185.1	B2
GCF_000457285.1_prophage_5	4_0017	4	GCF_000457285.1	B2
GCF_000458075.1_prophage_6	4_0017	4	GCF_000458075.1	B2
GCF_000458175.1_prophage_7	4_0017	4	GCF_000458175.1	B2
GCF_000458295.1_prophage_1	4_0017	4	GCF_000458295.1	B2
GCF_000458665.1_prophage_5	4_0017	4	GCF_000458665.1	B2
GCF_000458785.1_prophage_2	4_0017	4	GCF_000458785.1	B2
GCF_000459095.1_prophage_6	4_0017	4	GCF_000459095.1	B2
GCF_000459155.1_prophage_6	4_0017	4	GCF_000459155.1	B2
GCF_000460435.1_prophage_3	4_0017	4	GCF_000460435.1	B2
GCF_000474845.1_prophage_8	4_0017	4	GCF_000474845.1	B2
GCF_000485715.1_prophage_2	4_0017	4	GCF_000485715.1	B2
GCF_000488375.1_prophage_4	4_0017	4	GCF_000488375.1	B2
GCF_000488395.1_prophage_1	4_0017	4	GCF_000488395.1	B2
GCF_000488695.1_prophage_3	4_0017	4	GCF_000488695.1	B2
GCF_000488715.1_prophage_1	4_0017	4	GCF_000488715.1	B2
GCF_000488775.1_prophage_1	4_0017	4	GCF_000488775.1	B2
GCF_000492255.1_prophage_5	4_0017	4	GCF_000492255.1	B2
GCF_000493755.1_prophage_5	4_0017	4	GCF_000493755.1	B2
GCF_000498795.2_prophage_4	4_0017	4	GCF_000498795.2	B2
GCF_000498815.2_prophage_8	4_0017	4	GCF_000498815.2	B2
GCF_000506465.2_prophage_3	4_0017	4	GCF_000506465.2	B2
GCF_000507645.1_prophage_6	4_0017	4	GCF_000507645.1	B2
GCF_000522125.1_prophage_5	4_0017	4	GCF_000522125.1	B2
GCF_000522145.1_prophage_5	4_0017	4	GCF_000522145.1	B2
GCF_000522345.1_prophage_5	4_0017	4	GCF_000522345.1	B2
GCF_000529975.1_prophage_2	4_0017	4	GCF_000529975.1	B2
GCF_000692375.1_prophage_5	4_0017	4	GCF_000692375.1	B2
GCF_000692415.1_prophage_6	4_0017	4	GCF_000692415.1	B2
GCF_000692435.1_prophage_2	4_0017	4	GCF_000692435.1	B2
GCF_000692455.1_prophage_5	4_0017	4	GCF_000692455.1	B2
