genome	features	bytes	sha256
ntm_ml|ntm_0_0425_ML	34	8752	546e86a2371ce04d2b25842d74fc363db18e8f41d12b31cf9d424fc492ff79ca
ntm_ml|ntm_0_0426_ML	38	9730	90749760d1c1c8a64fadf2c6050b3c590c104cc721a9d4ff79fb8da03b56048a
ntm_ml|ntm_0_0427_ML	34	8696	156e3946b4597a20d73cc4ea4dc676e9bce2bc4077036c3d2f651b92065c694f
ntm_ml|ntm_0_0428_ML	152	38708	76f4ecd95534ac0872ebb919a723b93d6e931513cdd22ee48cc631ecb2a60097
ntm_ml|ntm_0_0429_ML	57	14496	162f01628a631f08f4754ab21632a2f3d3fea62569c9bc08e6e57b1661cca4e6
ntm_ml|ntm_0_0430_ML	70	17723	b2dc992b07a444855d6a299611851a16a79c0eeb364e7b154dea6422b5542bc8
ntm_ml|ntm_0_0431_ML	31	7929	927316d3dc6b1ab21977fa0a7400cd05c8e20fdac20bc9867e3fc4a81a25c102
ntm_ml|ntm_0_0432_ML	22	5640	16cedea7d9879917d5059c4d4ca96753a16c42fe09b48d7988005f4f5f31eafc
ntm_ml|ntm_0_0433_ML	57	14339	f7bb6dae0d607533e44efc38c65ff5bd940f43534720d3cce8bd824f15d6e835
ntm_ml|ntm_0_0434_ML	13	3225	a0fe213ba972ee014d455cc16d8d875eb3e253535fcb123c756d9f16dea6ad9d
ntm_ml|ntm_0_0435_ML	15	3883	614aaf95775fa7df2bb16197f535647f4a0e3f33c749cd88b75881c8d564f1c8
ntm_ml|ntm_0_0436_ML	38	9722	753c00770d3d2755b8a1ac8eccb101e095a68aceab0f5c376160ad97c30871f0
ntm_ml|ntm_0_0437_ML	15	3856	32f0b2c1221d0e2de19bdae51f6b53ab9bf3ad602aad1f973e886e48a293cfc8
ntm_ml|ntm_0_0438_ML	316	80826	c6e704b4577889c64fb9fe9e7757bc38836c1f6ea9b59a9f1d87fa840170c826
ntm_ml|ntm_0_0439_ML	22	5649	a26ff0cae85b8be518c4f6900451aae40fcc9025ab119bc719e0c2425c79e4c6
ntm_ml|ntm_0_0440_ML	19	4895	3f5ac733d1137b1d6acc818a25aea1a3031ea5ddf65669eebc25ecd194629ba2
ntm_ml|ntm_0_0441_ML	136	34517	5ae5d9bce0718446a57ea72c10bce837938d4b4d7ed9c5c65a21630c313ce6a2
ntm_ml|ntm_0_0442_ML	19	4896	3c5ce2fb591d2804d1c65499604193e15355f8f9c478a0122f38ccba95b2936e
ntm_ml|ntm_0_0443_ML	69	17775	8307691ac8b3185518c54c3dfbe7b9777f63fa152289d52310ddc348b3d28016
ntm_ml|ntm_0_0444_ML	29	7451	e6d7d29d5181ec9ace6abfcf4178bd14127e406fc40059f95cbaa53655dd4e33
ntm_ml|ntm_0_0445_ML	166	42380	0b6bc2b1f956b3f55c4562878e01489a8e166bbd32ae2e5b05dc4b35d2873329
ntm_ml|ntm_0_0446_ML	93	23713	8fbb4d7c4a326410e90045d1b9e6869c2b015a07e1480fc97f84f70a67e8aeb1
ntm_ml|ntm_0_0447_ML	26	6677	e5d5af25e5435782d3ab0da8b1603002f0b99fa2a35f00b22c713dda568432a6
ntm_ml|ntm_0_0448_ML	46	11635	5f34684c992404c6cd97ebe7b1daee80426c696046518655a5d279dfe874f5d5
ntm_ml|ntm_0_0449_ML	169	43069	21af6f66643019321030b7e7c8ec39a973770afb8a872a9c972ab6504bed9f90
ntm_ml|ntm_0_0450_ML	56	14400	ec146540fd76f404cdae644b1550ae1f07152df7a5d67056188d3588b9efe116
ntm_ml|ntm_0_0451_ML	17	4278	44f4e9c7eb3d63d9031e779ba16db4a070c4fdddd17068df77912cc6c733be18
ntm_ml|ntm_0_0452_ML	162	41203	2cbe1c9333894f272b0052a114cb59ead5d1457d4232b2da15085993724f76a7
ntm_ml|ntm_0_0453_ML	179	45748	5444e843ff7f533c4401883d85ff7f0a2f30050ca834ae31b27446903c340b1e
ntm_ml|ntm_0_0454_ML	42	10776	d78a8a2c9b8cce875bb7fce7f474c6fda5d355d51234b518ba1c15edf7ed4675
ntm_ml|ntm_0_0455_ML	20	5180	20785af542fd6a2e63e0eaba07d2e886652a6e662e394f764a2cddae46f4545d
ntm_ml|ntm_0_0456_ML	133	33904	72e6b23541aa91111a491367fd7c306235d41bf123b4d312d56c31177d7ccae7
ntm_ml|ntm_0_0457_ML	133	34103	92beaa7f8d16a2b515bc05d11bb2d8d2c045c49506931dacf6fd26b114f0a97d
ntm_ml|ntm_0_0458_ML	356	90586	fb68032f7dd5a4dcb7c2c2303c090cb1ca97fcf5314843e740e55c9017d73d4e
ntm_ml|ntm_0_0459_ML	124	31610	b0716f09fcf8f6dc56e297fda73d107779b9bc14ff18e468264609a280be8ea5
ntm_ml|ntm_0_0460_ML	55	14067	7b83943c193f3b5b6f25744b4de292104eba49b8c0cab6194396c937d872e813
ntm_ml|ntm_0_0461_ML	63	16215	57ebb2d57f090a6f7190a1a25dc104cb500cf6c807951ca311fd50cc43d7e8b0
ntm_ml|ntm_0_0462_ML	76	19447	c89e67fe1acf6681e4bd68f2b9a716149e61282ca4498b41f9f4c5eee4a6c8af
ntm_ml|ntm_0_0463_ML	157	39990	e2301a22feca4702c06d67d8dadca67c0ebab3b4242fe47c80415865b7cdd0f4
ntm_ml|ntm_0_0464_ML	190	48407	2de38b3882b82ab2534a7b396f84be2015c28c5ec03c6bc30beb66f6b894fd83
ntm_ml|ntm_0_0465_ML	31	7970	117bd8b10bcc0b13fd539af723b1fe1b73fc9a7cdc43a36b2213b94a693161b7
ntm_ml|ntm_0_0466_ML	70	17747	eadb8580aa3ca9d3d4a60336ba96271891f5e7daf169c9bddf9fb949f6b64f14
ntm_ml|ntm_0_0467_ML	138	35561	6ec0627d78fe205d3959a112a4bccd062e16e82e11b5692575436e2422160e6d
ntm_ml|ntm_0_0468_ML	19	4858	ffc2ad49c6c9f2dd5df2245e0bd703e6ac0092cca7ca3683c5b3b98ca74a7429
ntm_ml|ntm_0_0469_ML	24	6181	fae96db274b709eacee38a77252b84af97da536c01e1f068126d7f2d5c83aa98
ntm_ml|ntm_0_0470_ML	33	8455	49468cc70bd0a93ed4751d005c94c1bae205563045fd0596eaa15e0dd73e2b20
ntm_ml|ntm_0_0471_ML	99	25337	bd0730ad59792bf0ec6957eb3ed57d0d2dd09005116667367bbbcf7224d8fb65
ntm_ml|ntm_0_0472_ML	27	6944	48a739064fdf0e423d1f564a22aa87a5096b1694f576c8a5b849b6cb0a0e4bcc
ntm_ml|ntm_0_0473_ML	16	4123	960b421e01d10f34d959715e0537e518a38756d6e9511a9040c17a9124abe06b
ntm_ml|ntm_0_0474_ML	34	8715	9c6b1a42abe68aac3e6373e5b8bf2bde1c56813b514cada96365a4f06e7d9e31
ntm_ml|ntm_0_0475_ML	44	11278	adb49f368e25db00851a3304c4fe7fa6f90073df79f9a7efb6cad1a850980f3d
ntm_ml|ntm_0_0476_ML	89	22534	c7b35829f1d60ad1c945c70eed2edd857a75ebd1ea0a79820943a33690a06e93
ntm_ml|ntm_0_0477_ML	42	10737	efa029a04f977cbcf3299d7fbc2f92d1b29f15ad1bb3d9e0e8dbb2e8e042e6e5
ntm_ml|ntm_0_0478_ML	46	11747	0d2309f9845fa8a86ceefd9a1a5fbee86fb3e2867c3df61154be23ba96f6826a
ntm_ml|ntm_0_0479_ML	23	5923	33b1272e2f6b64252dec575a23bb7c6006a6dfa37fb219516e55ec31d0e40608
ntm_ml|ntm_0_0480_ML	35	8967	5b43b21dc68709794d1f5ec2b609b6f8f3d717fe1d6f2edaed30ae98f3139f85
ntm_ml|ntm_0_0481_ML	50	12851	3c612f133c6078ed73b298a7c23937ceb2a42e844c084a2fac2e780368a76786
ntm_ml|ntm_0_0482_ML	38	9778	ef2d1aed6860bb82b1ed9631b63549250e2232caada58a19397f6a3d88406f08
ntm_ml|ntm_0_0483_ML	85	21521	cbee7775a52489b0f9af19ab7072d8befa39ac867152d71842ce1f8717eff957
ntm_ml|ntm_0_0484_ML	19	4922	53b2a12af9b5e2a610b38cbae328099711915a400226d032164f7ea6d81ad070
ntm_ml|ntm_0_0485_ML	34	8699	7106ddd8cb9df4b03201e2b248030fafd6ffadb3e22fdb2674b883c2d4c9e34c
ntm_ml|ntm_0_0486_ML	38	9680	fe24a6fda943f05ab05ce3c3c89ca88fbbb9090d87826421adb9473b4d804297
ntm_ml|ntm_0_0487_ML	55	14140	4c3535d37ca87883e470879a079eb68693161cb1f28c08ae233301658a7c8eaa
ntm_ml|ntm_0_0488_ML	27	6972	d4c007f78d77dbcf417e213d57ed64821e13010e71ebe79b41309cc493ae6516
ntm_ml|ntm_0_0489_ML	166	42465	270777af0abe125c4440f95696c30468257e403258c7e818c4295fdd5774b032
ntm_ml|ntm_0_0490_ML	31	7946	6e9b64137839ec147c3eff0b99e83196a3ba6dae9da72b456e2c14e2332aae8b
ntm_ml|ntm_0_0491_ML	13	3401	03df491711a9c3b13ceec0fd3afc8245dea151a02333cd5ee6635b2cec8fe970
ntm_ml|ntm_0_0492_ML	28	7187	864ad453eb4216f9deda7798777daf0666cf53c75b148529fb811fb31f3b10bd
ntm_ml|ntm_0_0493_ML	79	20195	d8b96b22b7409ac542346befe309fafdcedf59bd4bce5e70a284bcb5d2760890
ntm_ml|ntm_0_0494_ML	39	10160	704cba1fa575a94c4ac4e586341e5a02e7df61eda2ebb7855e8244d1b81849d8
ntm_ml|ntm_0_0495_ML	21	5394	f59d6619c58ee37282a2e0632a5bd7d52063eb4ce5c24064267c910612f83f8e
ntm_ml|ntm_0_0496_ML	23	5865	f3df9304ac5c9e0f44a86cb751571302f2449ca92562e93743ffa2dbbe17bbd8
ntm_ml|ntm_0_0497_ML	65	16756	bf52be85b0d0662e01378c7295cb44ead2b6f78fd44ee978686ed8c3a1b0f2e7
ntm_ml|ntm_0_0498_ML	28	7169	1b55ce6c62e6b80b0d7b2b42d1e67d0908eaa7a0c8a57d4ee44444c478bb7b72
ntm_ml|ntm_0_0499_ML	38	9728	efbc193ff39c29f0f5920663875281ffc8922b6657972656cb6ff8fb47d778a3
ntm_ml|ntm_0_0500_ML	50	12871	bc410f631b01cfa35f562e7d9fa9073cf4b053bfeeb42fad587f8420ed8dd0da
ntm_ml|ntm_0_0501_ML	17	4276	9f17b40bc4de7c73d37513d1d471516ef7ef49177db32337e3e7b89056c94a7e
ntm_ml|ntm_0_0502_ML	17	4422	324767da0ebcb4c2934a412a9597ef06cde2b03d5bd9a58b85c2df80418e32ad
ntm_ml|ntm_0_0503_ML	45	11533	a16208dfba571a94309b6ab873509004b16776483d8ad3b89e6e0444648a152a
ntm_ml|ntm_0_0504_ML	26	6681	8b2fd0dcf581f0742550c67a1a3210118f6b4035f950717e4bdf03cbfa93b5c0
ntm_ml|ntm_0_0505_ML	16	4116	358b1da09924a92b97a543595b09aa636adf53cd29cf72c84f2ecef3c885ad20
ntm_ml|ntm_0_0506_ML	21	5389	14fac4ff23f9e366e41b69717bd39a64b4d787bbb6eb72adccd1f22bc2926c10
ntm_ml|ntm_0_0507_ML	15	3848	f3a6c2fcd1092eca6860344a4ea1338a36d81a02d4c718b2b47bf6b624625836
ntm_ml|ntm_0_0508_ML	13	3340	99de6638c5444bd28e708171278eb6670d0a4afca53913111bb3239e2f0e509e
ntm_ml|ntm_0_0509_ML	21	5460	7e2442152a2dfb318970e6f9ea8a893037514637c02e9dd8040aa6c2fabf65c6
ntm_ml|ntm_0_0510_ML	16	4132	68c18c092506047b063eb920da49bab9943df6e531bf00dba4d96f8ffe1341a4
ntm_ml|ntm_0_0511_ML	10	2567	c9d2ddb853358ac569b5d8a018e293e7c4a6a7d1cd47c18dfceede46d14534a3
ntm_ml|ntm_0_0512_ML	67	17120	188659cabd68097eb4518caf2b11d7346f3b55c2a8ec935b12c6a54bc492dcdf
ntm_ml|ntm_0_0513_ML	31	7918	43e8d3772448f34260659ad20a0fa327f309de011afb16b390ff81fd19c1ed76
ntm_ml|ntm_0_0514_ML	16	4155	8f8dd2e61dccc22399f7d87ceb2aec3e95e12fc3a9dadbf84d6fb41ce6e7cb98
ntm_ml|ntm_0_0515_ML	51	13065	3b519580b89f34365e91b83c294ad90d0922e5f55a9379963b2911a15b9824f6
ntm_ml|ntm_0_0516_ML	8	2015	633a13f6d032cf6ac97a7b822548d1b49b50646474267a82bd2fab8e55cb1aa4
ntm_ml|ntm_0_0517_ML	15	3869	69361d963645b65e4dc4b3e99dfba59c42aa31cf52d4cb10aafb113e5fc03574
ntm_ml|ntm_0_0518_ML	55	13951	dd3326aa207c42c669e09e5cff8ae2a7680a34ada703b1a1ccd5cb1bb5366ea7
ntm_ml|ntm_0_0519_ML	105	26913	8bbbfc4de5731d458f2b07a5004e5afb90f9b2c07395e071cbb22ab7b91501c9
ntm_ml|ntm_0_0520_ML	19	4914	300cef448cc05fc44a67b04b404bb57d104e4a4daaeadb5c38d01d783ad06fb3
ntm_ml|ntm_0_0521_ML	19	4893	e70edbc41344fe233cb737c333be72a86a562ad7735a33a1ddb38003fe2c5cbe
ntm_ml|ntm_0_0522_ML	14	3672	2d5264769fa39b0ea796eae77395e533b4003fcf5bff10ea2494eae9e5f01a29
ntm_ml|ntm_0_0523_ML	146	37483	1950af49a6f53c922e47a99c28c9829e0e0d2194d6759c4eb83dfae561aeb7c0
ntm_ml|ntm_0_0524_ML	21	5376	9c403768b75e83c147fd91e636ed1d3f7846227caaaee04526af9fc2fbbc9dd5
ntm_ml|ntm_0_0525_ML	15	3874	e7480985c3d16f7ad4c5f7d3f6bd9d3cb0e27dcf358669ef7c1a50a5de309edf
ntm_ml|ntm_0_0526_ML	28	7182	8e17eff02f319b599c28b7b8fa4ce1426d65eebc4c2a3116d89c3432af4cb864
ntm_ml|ntm_0_0527_ML	28	7285	e1732e5d2d34c9d85cce1655dad5de872d937d51035241059b82b7be91995644
ntm_ml|ntm_0_0528_ML	13	3335	de42f1ac34936d676d14b4ce193de93c9fbec65627b91ae7a1233292ef5801cc
ntm_ml|ntm_0_0529_ML	23	5872	bf2ec4a9e17e4a0b32be862b0c0e8ed8e89495fe02d7c981162f1eadf8bc509a
ntm_ml|ntm_0_0530_ML	19	4895	b3a91c87928a8a900e6a3ad7372e317407d818835f25ed9980b1a3c1178b689f
ntm_ml|ntm_0_0531_ML	18	4603	7a2066ba055236074003a9a245e0e0bf94ee6bab78ad4a5f1c34e880d6d27812
ntm_ml|ntm_0_0532_ML	12	3147	02c4c7b7c9c8eca298a057fb6805a5bf509c182e29773e5368ac43ae8a87fe6e
ntm_ml|ntm_0_0533_ML	24	6154	999cb7c82a84b0bf281a61a227ae08351932ebc8588392be72df0602987be49f
ntm_ml|ntm_0_0534_ML	30	7709	45971f23f91b51bc3c0c4b2cdf5dba72cef6196037dcb9725d089f3c72de33bb
ntm_ml|ntm_0_0535_ML	16	4092	772b45f75629e4987716d288ed790354dd769f61d003c75f3b06420e7de7349c
ntm_ml|ntm_0_0536_ML	69	17333	8961ddf571212c0e40a6920c4c2cfe387180ed5826cc78c8c314a4f1b8b03346
ntm_ml|ntm_0_0537_ML	18	4625	6ed1abfbb8e7b540c652d3903f1ca37d636d8b59ca2659b0e6ce2e7e33313860
ntm_ml|ntm_0_0538_ML	61	15635	2eb139f4c346607dfe4e35cc496f3d5180dcce05c88addc46308979b5ecd71b8
ntm_ml|ntm_0_0539_ML	64	16404	497cb5d64cd942ebad38da885e16badc360de377bd1d27229119ea0850a4005d
ntm_ml|ntm_0_0540_ML	61	15565	074de04f12ff4e582d509dda7620c7761b409d258f8a340fd6dac2cfc423fbed
ntm_ml|ntm_0_0541_ML	95	24113	67212861c623f18845898990612f5a480b272c2592f2cfb7a3f5b3dbca61968f
ntm_ml|ntm_0_0542_ML	41	10645	a514ff670149695fe47cb73e4c5ef234d3bd2661de64b4b5cff3e70be0d0dc7c
ntm_ml|ntm_0_0543_ML	35	9027	eede5d228f9cdc4d9aa4c52e683b1bf971c016614863e949041fe1a570bcdafc
ntm_ml|ntm_0_0544_ML	40	10237	c5edc47409c92517840163a5d724762ee690886b0374d87058a8886b80e0c6ec
ntm_ml|ntm_0_0545_ML	87	22109	fde9df37d69fb0c14af586af987a796ff21f27aedcdba7673bde7b0790b62e98
ntm_ml|ntm_0_0546_ML	21	5410	5aa8246934474f9cb4538d030da815c569e78c501caaacf8887acf4240b152d7
ntm_ml|ntm_0_0547_ML	127	32363	711915bc03dda6d6bc3d2e1633827bed811c80caebef4d241f3837d04534dca1
ntm_ml|ntm_0_0548_ML	67	16989	819ec9d98263050b664de9a035675d3840c48d34a9a8fb03230215a2aa6d541c
ntm_ml|ntm_0_0549_ML	16	4086	af9bf363baa738329732cbbf2c90b0b6ac1ae20cc4343731f57e13e584a8b787
ntm_ml|ntm_0_0550_ML	20	5137	51a4abb76cd79bc81b78dfcc7df83a307dd1df58f71f3f2296b651c588290961
ntm_ml|ntm_0_0551_ML	64	16660	2b67b47bad504396ba9a9d2aea094a3e905faa926ea732c9a9be4ea79b2806f9
ntm_ml|ntm_0_0552_ML	57	14497	60b480d308fed599a7428ad3de7f12c4a24e5c52e838981ce47a9045b12abb84
ntm_ml|ntm_0_0553_ML	47	11954	b7f7b128c14b0df52a3d89dc9368bc4ebf8de062b751fa668bc5c1bbefd1e47c
ntm_ml|ntm_0_0554_ML	56	14217	61f82216547b6da0af47e3e61f4ac0e2e5dca0ead64f6ec8647e6503581e73b0
ntm_ml|ntm_0_0555_ML	39	9706	370a6ea15e113726427a9fc37f5220087a370c1d8b56ac21a60c292e42037818
ntm_ml|ntm_0_0556_ML	17	4324	a17dd9f966f06bfa8fc80c01f51f49a5d63471dbdadb105020b9a9edb4276a88
ntm_ml|ntm_0_0557_ML	26	6608	457aeeb91448ab245fc021e8862e0f628e0a791d67ada677949b3aed8b8e5147
ntm_ml|ntm_0_0558_ML	82	20808	14a9a172205d20e9b12013925c788037713b1f3028199c3ff0e91810f55f0b0a
ntm_ml|ntm_0_0559_ML	18	4658	d30b381f5f5432a82de1ed0ee753cc6eec3c593880d57f394847ff69b1d87c42
ntm_ml|ntm_0_0560_ML	112	28755	e5f36511aea9bb7e17d8797f0e470764291ecc0c57dfb51a3e06031b5f27993b
ntm_ml|ntm_0_0561_ML	10	2587	11bf300c820adf06642ef1836a99097c7363c9506866279fc644ad5cfa0bb22f
ntm_ml|ntm_0_0562_ML	22	5591	07e8b062ad41a3203c6ca792fbd0a939a4760770df35af4ac500c973441c2b12
ntm_ml|ntm_0_0563_ML	54	13924	38ccd69bcc345e17d5241f5cd3e01942c02745f0b0e5f6674a428dc801151f7c
ntm_ml|ntm_0_0564_ML	11	2844	3f557e76f39e258fb4bdbd4875b68d38d547d20639318b37f9b252df153fc471
ntm_ml|ntm_0_0565_ML	59	14906	7e948c6dbfa7e84e9a90bb002069726d45c6af752b7b741d999b7cef18e5957b
ntm_ml|ntm_0_0566_ML	27	6903	b314131d04c032e30288b83f3aafb5b7d1c645648d1ba312619cadfe7ecd8ab9
ntm_ml|ntm_0_0567_ML	88	22441	79f4d6465bdbb45a8694ae88278e4b0f90e19d9341e1475f8d9b9ef8d141e570
ntm_ml|ntm_0_0568_ML	23	5774	d13c8a0c40fb298189dfe4e8485cdabac2a1760731fad83ac35cc64e308c253f
ntm_ml|ntm_0_0569_ML	17	4379	d5985ca1b15e3c617d3a1c97f5394bf096abfa838eda507aa0ed734b9a601ad6
ntm_ml|ntm_0_0570_ML	110	27927	9c42bc241e9bf0e48b4262e7003c447a53d8ecddc1296922953d8503f957781f
ntm_ml|ntm_0_0571_ML	16	4105	f173603a3b60856f102b617f5fca1d5b83cc64ac6967dd1df80dd4109e6862a2
ntm_ml|ntm_0_0572_ML	77	19815	778b13727f0f803f4a5a877783eb86e55e2dd4c584f020db844942ebb9ce7c51
ntm_ml|ntm_0_0573_ML	59	14878	a102703f25cb0f76c52f4d4910577836d91b587d8dcbb725e8191b94cff48836
ntm_ml|ntm_0_0574_ML	21	5370	3c1288fb53944f1fdf6957759f5b1e5af886fdd8e2daf9842d110ce982145289
ntm_ml|ntm_0_0575_ML	136	34532	ef59954ffba48be8768fa99ffdc7d727b458a5fa4965557e0dea5293ecb8c8a5
ntm_ml|ntm_0_0576_ML	19	4867	82d8c3e7a4ed2a8f91f6dd1724c30caf1df29ddda66ff6d670425a572cfa7999
ntm_ml|ntm_0_0577_ML	14	3631	e5ec57f7c46764e116c06e4eb44f0b2c0fb9e71217424a371fa5f6679adb06bd
ntm_ml|ntm_0_0578_ML	34	8762	04e9629ace62253e00588cf53c929c1ca2c83579b4f5f74a4e4b4b422f27b525
ntm_ml|ntm_0_0579_ML	17	4386	f82d26b2082a43e1f952be1bc44c633ba0d168e77214e96706f82256b0250811
ntm_ml|ntm_0_0580_ML	72	18233	f7b820e0a4d4b463e45148fa96134429c4b54e52f27620edf439b20dcd54e9d7
ntm_ml|ntm_0_0581_ML	204	52084	18ed56ad154a0022a3aa79eeaeddef74041871d9a0f8b89e0f5742d4f3be7493
ntm_ml|ntm_0_0582_ML	24	6150	6bc40b14fed05134bc9ff28edea17f9098e13d5bbef3bc129f5e816be16b8ff5
ntm_ml|ntm_0_0583_ML	17	4380	a3881f43dd74aadb4d3bbfb4084bc33e8140fdb749d795b6e9669a93ae7f9f40
ntm_ml|ntm_0_0584_ML	140	35970	f759b220db4a324cd7a92accf756d7531eb04bc272e4248a3395b6da3602dc35
ntm_ml|ntm_0_0585_ML	167	42831	10573dcb7a916773c940d4dcdabd6788ebdd6856249cbec893fec520f9fef5da
ntm_ml|ntm_0_0586_ML	31	7924	3678f07c8a0a41c4b4f39a66de72f28b99b9319477bd70e277b3b511e2953575
ntm_ml|ntm_0_0587_ML	56	14380	639f01c627138a83bf25dc42df9729865bb54a175262c9a40b678d7444a54a6b
ntm_ml|ntm_0_0588_ML	16	4119	102ec7cda2049c8999127e195b7fac41344e9a1cf1e23882ef8d0bea95167036
ntm_ml|ntm_0_0589_ML	22	5660	39f1f67f45398d6eebdef3fe753b79d88ce045e7aa1215c0c8d69d44f9b64378
ntm_ml|ntm_0_0590_ML	17	4391	d725c9bedd8dffec305d6a9bd7619ef1ef7c2d55ce7847b20b072c2e9123ad66
ntm_ml|ntm_0_0591_ML	30	7726	0fa827e9259ae5e8d5d1cb8d85b6936e307454537383d31b70db1f39ca3c9e97
ntm_ml|ntm_0_0592_ML	16	4109	710bbfaa51251c9ea05a4f2aaa0d21f9b02f60bdd264c4504034f1c6347909cd
ntm_ml|ntm_0_0593_ML	15	3869	cf39f2f6b063de6b8d93e57df8d4b633f4208705be18dcaaf674c593d1dffb34
ntm_ml|ntm_0_0594_ML	26	6411	23cd4468be48760a79e528a7d30904945ff7e361242071612eabe8c795d6c21d
ntm_ml|ntm_0_0595_ML	61	15640	0c899a2f2f839108470003f8c27797869d6b98d7cb0cab0fe67db0decf44141c
ntm_ml|ntm_0_0596_ML	23	5877	e799d3f2e812e4e57aa0b5b8ddd93be91a8fa111d2ab33d1e2b113235dfb7676
ntm_ml|ntm_0_0597_ML	13	3313	5e1e9beee0c20f215734ed04a71ba246e6e0daa3eefa276dbe3836748cbdc256
ntm_ml|ntm_0_0598_ML	24	6143	30b726b16bca13596be33d99013ba78c2aafc3a42b0a801ed3a2ca5245c38e55
ntm_ml|ntm_0_0599_ML	18	4673	5e360b0c8401f3ccc9c779af4eb0b87c9794a409e2e06f8813270c5fe6383919
ntm_ml|ntm_0_0600_ML	15	3822	c474da9e03f6dcacf8680d4dfeea7b6fb54b9dc435a964c645e8de86a8c4bcb7
ntm_ml|ntm_0_0601_ML	21	5429	b5353b5674a038da29162acdfb7763cef6c5b809883f8be1babc578f583a09a9
ntm_ml|ntm_0_0602_ML	204	52117	25030c196deb592eac8d22a5ba06aab935f593551d449802f2a0a4ae43d5d965
ntm_ml|ntm_0_0603_ML	19	4866	741900dab51882f2ba78a5039c3d601f1b3c965fc249ce46a27f8018b8d1267e
ntm_ml|ntm_0_0604_ML	10	2589	56f2883303ee06bf5b176facd7c0199e6d5c10a7ec44747acd6b2167a2a0e5d8
ntm_ml|ntm_0_0605_ML	32	8099	21889de7c618dd689ba40e0acfc255ef5be5413ec415ee9043f1266c6d780700
ntm_ml|ntm_0_0606_ML	13	3341	99cb5e428e6c51220f13f15159b7729332adef59a6a96568389ef2abce1ae1c8
ntm_ml|ntm_0_0607_ML	84	21491	54420b1a27e8b515bceeef23f8af6e05dc2310f17a6ae2f1be33d94437ea6a91
ntm_ml|ntm_0_0608_ML	30	7703	e06dd0580ad8d25a5724b6ff2b50b4795f821343b7dd5ccc72278cfaa19225c9
ntm_ml|ntm_0_0609_ML	39	9814	f1b19389d1d42b73cff341c8d0a97aa184eb4b3ded30cec154e53f9000868eb3
ntm_ml|ntm_0_0610_ML	16	4137	b61e876072c6da2b9920fa00587fc9496bac4361d8b45ef3e2c1bbb7a57bc2c6
ntm_ml|ntm_0_0611_ML	42	10602	723d96002690adeab84cc3261afaa599f2c6f7bbcfb1171f519b2fcd0cd7d51c
ntm_ml|ntm_0_0612_ML	53	13621	fefc0b47c00f4d34d29e2603a79478d3418719aa14925a42c4c3d87b0ab3cb1c
ntm_ml|ntm_0_0613_ML	32	8275	f64820de1b59e9381051ca38bb5ef593d7c4e6dec10b737c41e95234aac38c68
ntm_ml|ntm_0_0614_ML	7	1819	a5a4a766a391058d0f9512b5567ef28a77080d48a297ed354c93ce49a8630660
ntm_ml|ntm_0_0615_ML	83	21113	2b057373e377d6de6cb39df9da274f24ec82af653acfb49f46ef510e2e24af85
ntm_ml|ntm_0_0616_ML	62	15759	648f5e5c6854e5ff4fb07fccba6776bf4ef997b04d92f17de1a44cc41890ccc2
ntm_ml|ntm_0_0617_ML	14	3590	adda30baadb6fba0058fab21e346b5b2819311390e96d8badf0887bd0b133964
ntm_ml|ntm_0_0618_ML	15	3853	dac427e77f7a5f68f6226bd950826a25f966828f706e236fd4f8041b970ac6e5
ntm_ml|ntm_0_0619_ML	15	3838	e351743af401cd31739a9247dcfc36108fcd106d96928e433f9738d3865ec4c4
ntm_ml|ntm_0_0620_ML	41	10585	e12394d7c8644cf59c9c610812c037f8439f4f83257c20bf40b87ef51975c8a6
ntm_ml|ntm_0_0621_ML	29	7363	9354141c2520faf3722cd0f127963e4eb24d822888d26de441205c57fe29215e
ntm_ml|ntm_0_0622_ML	12	3097	2f2a1ef56793cb682f2bb61cc1f217e2265eb198afb7f2d76e8ed601bb54904a
ntm_ml|ntm_0_0623_ML	15	3873	928d258b2b634e3b9999a31e609b1db8a5ae7651d2fc91995ddb2c9e81ec99b0
ntm_ml|ntm_0_0624_ML	53	13521	1041d2a22ad69daca6f2d73201d59f0184293b11faba0773ef3e4f0d11926891
ntm_ml|ntm_0_0625_ML	34	8767	ceb79ffa4f8278dd798e3b6c165c525f6148b1ef99624372ad7d553913d0d6e1
ntm_ml|ntm_0_0626_ML	58	14692	537f60e7fc795d2a450d38544713dac21684b7bb63d46bee1e122ea2f2a6b58c
ntm_ml|ntm_0_0627_ML	13	3348	83df734b2c25c9e698e925ce46399f7abd2cc8e38fdbec26eeb965b4e6102ed2
ntm_ml|ntm_0_0628_ML	13	3346	c8f552932dde8747f903bb9ef3a69e951912b2f1be093a52941f0c4543c766cc
ntm_ml|ntm_0_0629_ML	130	33108	e46d413f35a34e74cf91e92917ff11db74351504ba1d33dfc36c6fce24dab53f
ntm_ml|ntm_0_0630_ML	19	4740	eaff0d87f6d87263f31b71c1f60e4a151242f36d84aef9cdc239afbc5bbe633f
ntm_ml|ntm_0_0631_ML	30	7696	06d1d6dc2752188ae84e080180942d5ff77f360148552a7b3ba9d513ed437665
ntm_ml|ntm_0_0632_ML	28	7198	0a8dc1331280a39917621b7ed9e2edd80a49d470d1b25a5060e40049b71ec08e
