genome_id	source	clade_id	length	gc_perc	cds_density	gene_count	truncated_genes	terminase	portal	capsid	tail	integrase	lysis	n_key_proteins	has_head_packaging	has_tail_cat	has_lysis_cat	has_integration_cat	hypothetical	hypothetical_frac	checkv_miuvig	completeness_pct	contamination	viral_genes	host_genes	flag
ntm_anc|ntm_0_0030_ANCESTRAL	ntm_anc	ntm_0_0030_ANCESTRAL	149995	0.62	86.18	285	1	0	0	1	1	0	1	3	1	1	1	0	220	0.772	High-quality	100.0	0.0	99	5	host_genes
ntm_anc|ntm_0_0031_ANCESTRAL	ntm_anc	ntm_0_0031_ANCESTRAL	150000	0.65	82.54	290	1	1	1	1	1	1	1	6	1	1	1	1	248	0.855	High-quality	99.87	0.0	52	1	host_genes
ntm_anc|ntm_0_0032_ANCESTRAL	ntm_anc	ntm_0_0032_ANCESTRAL	150000	0.6	82.3	319	2	0	0	1	1	1	1	4	1	1	1	1	229	0.718	High-quality	99.45	0.0	134	0	ok
ntm_anc|ntm_0_0033_ANCESTRAL	ntm_anc	ntm_0_0033_ANCESTRAL	149972	0.61	85.57	311	1	0	0	0	1	1	1	3	1	1	1	1	246	0.791	High-quality	99.54	0.0	82	7	missing_core_structural;host_genes
ntm_anc|ntm_0_0034_ANCESTRAL	ntm_anc	ntm_0_0034_ANCESTRAL	115630	0.66	71.75	202	1	1	1	1	1	1	1	6	1	1	1	1	157	0.777	High-quality	98.47	0.0	59	2	host_genes
ntm_anc|ntm_0_0035_ANCESTRAL	ntm_anc	ntm_0_0035_ANCESTRAL	149982	0.63	86.75	325	2	1	1	0	1	0	1	4	1	1	1	0	251	0.772	High-quality	99.86	0.0	102	6	host_genes
ntm_anc|ntm_0_0036_ANCESTRAL	ntm_anc	ntm_0_0036_ANCESTRAL	149729	0.64	86.98	287	2	1	1	1	1	0	1	5	1	1	1	0	221	0.77	High-quality	100.0	0.0	110	6	host_genes
ntm_anc|ntm_0_0037_ANCESTRAL	ntm_anc	ntm_0_0037_ANCESTRAL	149999	0.64	84.8	329	2	1	1	0	1	0	1	4	1	1	1	0	245	0.745	High-quality	100.0	0.0	101	7	host_genes
ntm_anc|ntm_0_0038_ANCESTRAL	ntm_anc	ntm_0_0038_ANCESTRAL	150000	0.59	71.66	273	1	0	0	0	1	1	1	3	1	1	1	1	231	0.846	High-quality	99.11	0.0	65	0	missing_core_structural
ntm_anc|ntm_0_0039_ANCESTRAL	ntm_anc	ntm_0_0039_ANCESTRAL	149998	0.59	80.05	359	2	0	0	0	1	1	1	3	0	1	1	1	318	0.886	High-quality	100.0	0.0	78	3	missing_core_structural;host_genes
ntm_anc|ntm_0_0040_ANCESTRAL	ntm_anc	ntm_0_0040_ANCESTRAL	149998	0.62	84.52	289	2	1	1	0	1	0	1	4	1	1	0	0	250	0.865	High-quality	99.8	0.0	77	18	host_genes
ntm_anc|ntm_0_0041_ANCESTRAL	ntm_anc	ntm_0_0041_ANCESTRAL	149999	0.63	83.9	293	2	1	0	0	1	0	1	3	1	1	1	0	227	0.775	High-quality	99.92	0.0	85	0	ok
ntm_anc|ntm_0_0042_ANCESTRAL	ntm_anc	ntm_0_0042_ANCESTRAL	150000	0.64	84.78	300	1	1	1	1	1	0	1	5	1	1	1	0	228	0.76	High-quality	99.85	0.0	102	4	host_genes
ntm_anc|ntm_0_0043_ANCESTRAL	ntm_anc	ntm_0_0043_ANCESTRAL	149709	0.59	79.12	343	1	0	0	0	0	0	1	1	0	0	0	0	315	0.918	High-quality	100.0	0.0	54	1	missing_core_structural;host_genes
ntm_anc|ntm_0_0044_ANCESTRAL	ntm_anc	ntm_0_0044_ANCESTRAL	150000	0.63	84.84	325	2	1	1	1	1	0	1	5	1	1	1	0	244	0.751	High-quality	99.55	0.0	103	5	host_genes
ntm_anc|ntm_0_0045_ANCESTRAL	ntm_anc	ntm_0_0045_ANCESTRAL	150000	0.62	76.46	302	1	0	0	0	1	0	1	2	0	1	1	0	287	0.95	High-quality	98.8	0.0	14	2	missing_core_structural;host_genes
ntm_anc|ntm_0_0046_ANCESTRAL	ntm_anc	ntm_0_0046_ANCESTRAL	150000	0.62	82.65	285	1	0	1	0	1	1	1	4	1	1	1	1	228	0.8	High-quality	99.19	0.0	65	4	host_genes
ntm_anc|ntm_0_0047_ANCESTRAL	ntm_anc	ntm_0_0047_ANCESTRAL	55727	0.63	81.65	109	2	0	0	1	0	1	1	3	1	0	0	1	93	0.853	Medium-quality	80.19	0.0	8	0	ok
ntm_anc|ntm_0_0048_ANCESTRAL	ntm_anc	ntm_0_0048_ANCESTRAL	149747	0.63	75.88	305	2	0	0	0	1	0	1	2	1	1	1	0	253	0.83	High-quality	100.0	0.0	129	1	missing_core_structural;host_genes
ntm_anc|ntm_0_0049_ANCESTRAL	ntm_anc	ntm_0_0049_ANCESTRAL	149999	0.62	82.45	307	1	0	1	1	1	1	1	5	1	1	1	1	267	0.87	High-quality	99.59	0.0	56	2	host_genes
ntm_anc|ntm_0_0050_ANCESTRAL	ntm_anc	ntm_0_0050_ANCESTRAL	150000	0.61	82.02	325	1	0	0	0	1	1	1	3	0	1	1	1	293	0.902	High-quality	100.0	0.0	38	4	missing_core_structural;host_genes
ntm_anc|ntm_0_0051_ANCESTRAL	ntm_anc	ntm_0_0051_ANCESTRAL	150000	0.64	86.95	283	1	0	1	1	1	1	1	5	1	1	1	1	205	0.724	High-quality	99.45	0.0	108	2	host_genes
ntm_anc|ntm_0_0052_ANCESTRAL	ntm_anc	ntm_0_0052_ANCESTRAL	149982	0.63	85.23	310	2	0	0	0	1	0	1	2	1	1	1	0	257	0.829	High-quality	100.0	0.0	98	0	missing_core_structural
ntm_anc|ntm_0_0053_ANCESTRAL	ntm_anc	ntm_0_0053_ANCESTRAL	150000	0.62	79.63	306	2	0	0	0	0	0	1	1	0	0	1	0	296	0.967	High-quality	96.91	0.0	19	2	missing_core_structural;host_genes
ntm_anc|ntm_0_0054_ANCESTRAL	ntm_anc	ntm_0_0054_ANCESTRAL	150000	0.64	84.36	322	1	1	1	1	1	0	1	5	1	1	1	0	266	0.826	High-quality	99.81	0.0	96	2	host_genes
ntm_anc|ntm_0_0055_ANCESTRAL	ntm_anc	ntm_0_0055_ANCESTRAL	150000	0.64	84.92	298	2	0	1	1	1	1	1	5	1	1	1	1	231	0.775	High-quality	99.53	0.0	95	1	host_genes
ntm_anc|ntm_0_0056_ANCESTRAL	ntm_anc	ntm_0_0056_ANCESTRAL	149999	0.62	81.01	299	2	0	0	0	0	0	1	1	0	0	1	0	287	0.96	High-quality	97.73	0.0	16	3	missing_core_structural;host_genes
ntm_anc|ntm_0_0057_ANCESTRAL	ntm_anc	ntm_0_0057_ANCESTRAL	150000	0.62	84.13	319	2	1	1	0	1	1	1	5	1	1	1	1	279	0.875	High-quality	100.0	0.0	71	2	host_genes
ntm_anc|ntm_0_0058_ANCESTRAL	ntm_anc	ntm_0_0058_ANCESTRAL	95293	0.63	88.41	191	1	1	1	1	1	1	1	6	1	1	1	1	143	0.749	High-quality	98.32	0.0	61	4	host_genes
ntm_anc|ntm_0_0059_ANCESTRAL	ntm_anc	ntm_0_0059_ANCESTRAL	150000	0.64	74.45	292	1	1	0	1	1	1	1	5	1	1	1	1	249	0.853	High-quality	100.0	0.0	85	2	host_genes
ntm_anc|ntm_0_0060_ANCESTRAL	ntm_anc	ntm_0_0060_ANCESTRAL	150000	0.63	84.87	313	1	1	1	1	1	1	1	6	1	1	1	1	231	0.738	High-quality	100.0	0.0	129	0	ok
ntm_anc|ntm_0_0061_ANCESTRAL	ntm_anc	ntm_0_0061_ANCESTRAL	17027	0.61	80.72	32	1	0	0	0	0	1	1	2	0	0	0	1	25	0.781	Low-quality	27.67	0.0	8	3	missing_core_structural;low_completeness;host_genes
ntm_anc|ntm_0_0062_ANCESTRAL	ntm_anc	ntm_0_0062_ANCESTRAL	150000	0.63	83.89	302	0	0	0	0	1	0	1	2	1	1	1	0	255	0.844	High-quality	99.97	0.0	86	5	missing_core_structural;host_genes
ntm_anc|ntm_0_0063_ANCESTRAL	ntm_anc	ntm_0_0063_ANCESTRAL	106066	0.63	81.28	212	2	1	1	1	1	0	1	5	1	1	1	0	169	0.797	High-quality	97.62	0.0	70	1	host_genes
ntm_anc|ntm_0_0064_ANCESTRAL	ntm_anc	ntm_0_0064_ANCESTRAL	149866	0.59	79.49	322	2	1	1	0	1	1	1	5	1	1	0	1	294	0.913	High-quality	100.0	0.0	73	1	host_genes
ntm_anc|ntm_0_0065_ANCESTRAL	ntm_anc	ntm_0_0065_ANCESTRAL	150000	0.62	81.14	298	2	0	0	0	0	0	1	1	0	0	0	0	281	0.943	High-quality	99.22	0.0	15	4	missing_core_structural;host_genes
ntm_anc|ntm_0_0066_ANCESTRAL	ntm_anc	ntm_0_0066_ANCESTRAL	77376	0.62	82.16	160	1	0	0	1	1	1	1	4	1	1	1	1	135	0.844	High-quality	95.58	0.0	31	5	host_genes
ntm_anc|ntm_0_0068_ANCESTRAL	ntm_anc	ntm_0_0068_ANCESTRAL	150000	0.59	75.04	287	2	0	0	1	0	1	1	3	1	0	0	1	267	0.93	High-quality	96.89	0.0	36	1	host_genes
ntm_anc|ntm_0_0069_ANCESTRAL	ntm_anc	ntm_0_0069_ANCESTRAL	149991	0.62	81.37	301	1	0	0	0	0	0	1	1	0	0	0	0	282	0.937	High-quality	99.14	0.0	14	0	missing_core_structural
ntm_anc|ntm_0_0070_ANCESTRAL	ntm_anc	ntm_0_0070_ANCESTRAL	150000	0.62	75.9	291	1	0	0	0	0	0	1	1	0	0	1	0	281	0.966	High-quality	98.33	0.0	6	1	missing_core_structural;host_genes
ntm_anc|ntm_0_0071_ANCESTRAL	ntm_anc	ntm_0_0071_ANCESTRAL	150000	0.62	76.89	306	1	0	0	0	0	0	1	1	0	0	1	0	287	0.938	Medium-quality	85.23	0.0	10	4	missing_core_structural;host_genes
ntm_anc|ntm_0_0072_ANCESTRAL	ntm_anc	ntm_0_0072_ANCESTRAL	150000	0.63	84.59	304	1	1	1	1	1	0	1	5	1	1	1	0	226	0.743	High-quality	99.94	0.0	110	1	host_genes
ntm_anc|ntm_0_0073_ANCESTRAL	ntm_anc	ntm_0_0073_ANCESTRAL	149957	0.64	86.26	309	2	1	1	1	1	1	1	6	1	1	1	1	221	0.715	High-quality	100.0	0.0	150	0	ok
ntm_anc|ntm_0_0074_ANCESTRAL	ntm_anc	ntm_0_0074_ANCESTRAL	149674	0.6	78.0	324	2	0	0	0	0	0	1	1	0	0	0	0	318	0.981	High-quality	97.09	0.0	12	0	missing_core_structural
ntm_anc|ntm_0_0075_ANCESTRAL	ntm_anc	ntm_0_0075_ANCESTRAL	150000	0.62	77.63	293	2	1	0	1	1	1	1	5	1	1	0	1	267	0.911	High-quality	99.68	0.0	39	0	ok
ntm_anc|ntm_0_0076_ANCESTRAL	ntm_anc	ntm_0_0076_ANCESTRAL	149995	0.62	80.55	306	1	0	0	0	1	1	1	3	1	1	0	1	283	0.925	High-quality	100.0	0.0	25	2	missing_core_structural;host_genes
ntm_anc|ntm_0_0077_ANCESTRAL	ntm_anc	ntm_0_0077_ANCESTRAL	149999	0.58	78.91	336	2	1	1	1	1	1	1	6	1	1	1	1	226	0.673	High-quality	100.0	0.0	143	0	ok
ntm_anc|ntm_0_0078_ANCESTRAL	ntm_anc	ntm_0_0078_ANCESTRAL	149942	0.62	80.54	314	1	0	0	0	0	0	1	1	0	0	1	0	306	0.975	High-quality	96.7	0.0	34	6	missing_core_structural;host_genes
ntm_anc|ntm_0_0079_ANCESTRAL	ntm_anc	ntm_0_0079_ANCESTRAL	126433	0.63	84.15	270	2	1	0	0	1	1	1	4	1	1	1	1	221	0.819	High-quality	98.67	0.0	88	0	ok
ntm_anc|ntm_0_0080_ANCESTRAL	ntm_anc	ntm_0_0080_ANCESTRAL	68231	0.64	80.39	134	2	0	1	0	1	1	1	4	1	1	1	1	107	0.799	High-quality	100.0	0.0	60	1	host_genes
ntm_anc|ntm_0_0082_ANCESTRAL	ntm_anc	ntm_0_0082_ANCESTRAL	65597	0.61	78.65	110	1	1	0	0	1	0	1	3	1	1	0	0	105	0.955	Medium-quality	83.01	0.0	4	2	host_genes
ntm_anc|ntm_0_0083_ANCESTRAL	ntm_anc	ntm_0_0083_ANCESTRAL	149998	0.62	81.7	285	1	0	0	0	1	0	1	2	0	1	0	0	267	0.937	High-quality	95.59	0.0	13	3	missing_core_structural;host_genes
ntm_anc|ntm_0_0084_ANCESTRAL	ntm_anc	ntm_0_0084_ANCESTRAL	149998	0.6	79.02	301	1	1	0	0	1	1	1	4	1	1	0	1	226	0.751	High-quality	100.0	0.0	42	7	host_genes
ntm_anc|ntm_0_0085_ANCESTRAL	ntm_anc	ntm_0_0085_ANCESTRAL	56741	0.59	81.27	131	1	0	0	1	1	1	1	4	1	1	0	1	113	0.863	High-quality	92.44	0.0	32	0	ok
ntm_anc|ntm_0_0086_ANCESTRAL	ntm_anc	ntm_0_0086_ANCESTRAL	149809	0.65	85.67	268	1	0	0	0	0	1	1	2	1	0	0	1	221	0.825	High-quality	100.0	0.0	64	0	missing_core_structural
ntm_anc|ntm_0_0087_ANCESTRAL	ntm_anc	ntm_0_0087_ANCESTRAL	149797	0.65	81.51	270	2	0	0	1	0	1	1	3	1	0	0	1	224	0.83	High-quality	94.25	0.0	56	0	ok
ntm_anc|ntm_0_0088_ANCESTRAL	ntm_anc	ntm_0_0088_ANCESTRAL	29125	0.63	85.41	59	2	0	0	1	0	1	1	3	1	0	0	1	53	0.898	Medium-quality	63.24	0.0	3	1	host_genes
ntm_anc|ntm_0_0089_ANCESTRAL	ntm_anc	ntm_0_0089_ANCESTRAL	150000	0.58	79.14	342	1	1	0	1	1	1	1	5	1	1	1	1	261	0.763	High-quality	100.0	0.0	128	0	ok
ntm_anc|ntm_0_0090_ANCESTRAL	ntm_anc	ntm_0_0090_ANCESTRAL	149954	0.62	79.28	281	2	0	0	0	0	1	1	2	1	0	0	1	268	0.954	High-quality	99.59	0.0	11	8	missing_core_structural;host_genes
ntm_anc|ntm_0_0091_ANCESTRAL	ntm_anc	ntm_0_0091_ANCESTRAL	149998	0.61	76.51	322	0	0	0	0	0	1	1	2	0	0	0	1	307	0.953	Medium-quality	80.78	0.0	9	3	missing_core_structural;host_genes
ntm_anc|ntm_0_0092_ANCESTRAL	ntm_anc	ntm_0_0092_ANCESTRAL	14798	0.56	75.94	30	0	0	0	0	1	0	1	2	0	1	0	0	28	0.933	Low-quality	20.05	0.0	1	0	missing_core_structural;low_completeness
ntm_anc|ntm_0_0093_ANCESTRAL	ntm_anc	ntm_0_0093_ANCESTRAL	149997	0.62	86.36	311	2	1	1	1	1	0	1	5	1	1	1	0	214	0.688	High-quality	100.0	0.0	111	0	ok
ntm_anc|ntm_0_0094_ANCESTRAL	ntm_anc	ntm_0_0094_ANCESTRAL	149658	0.58	81.09	299	1	1	0	1	1	0	1	4	1	1	0	0	229	0.766	High-quality	100.0	1.63	97	2	contamination;host_genes
ntm_anc|ntm_0_0095_ANCESTRAL	ntm_anc	ntm_0_0095_ANCESTRAL	149729	0.64	83.23	285	2	1	0	1	1	1	1	5	1	1	0	1	249	0.874	High-quality	99.69	0.0	40	6	host_genes
ntm_anc|ntm_0_0096_ANCESTRAL	ntm_anc	ntm_0_0096_ANCESTRAL	35057	0.61	76.24	67	1	0	0	0	0	0	1	1	0	0	1	0	64	0.955	Medium-quality	75.3	0.0	2	2	missing_core_structural;host_genes
ntm_anc|ntm_0_0097_ANCESTRAL	ntm_anc	ntm_0_0097_ANCESTRAL	103875	0.63	83.52	206	2	0	1	1	1	0	1	4	1	1	1	0	167	0.811	High-quality	96.53	0.0	65	0	ok
ntm_anc|ntm_0_0098_ANCESTRAL	ntm_anc	ntm_0_0098_ANCESTRAL	84794	0.58	81.11	178	2	1	1	0	1	1	1	5	1	1	1	1	115	0.646	High-quality	100.0	0.0	77	0	ok
ntm_anc|ntm_0_0099_ANCESTRAL	ntm_anc	ntm_0_0099_ANCESTRAL	16218	0.65	74.1	27	2	1	0	0	0	0	1	2	1	0	0	0	25	0.926	Low-quality	27.55	0.0	3	1	low_completeness;host_genes
ntm_anc|ntm_0_0100_ANCESTRAL	ntm_anc	ntm_0_0100_ANCESTRAL	149709	0.62	79.18	274	2	0	0	0	0	1	1	2	0	0	0	1	252	0.92	High-quality	100.0	0.0	8	4	missing_core_structural;host_genes
ntm_anc|ntm_0_0101_ANCESTRAL	ntm_anc	ntm_0_0101_ANCESTRAL	150000	0.64	78.03	285	1	1	1	1	1	0	1	5	1	1	1	0	228	0.8	High-quality	100.0	0.0	102	0	ok
ntm_anc|ntm_0_0102_ANCESTRAL	ntm_anc	ntm_0_0102_ANCESTRAL	150000	0.63	80.91	281	2	0	0	1	0	1	1	3	1	0	0	1	267	0.95	High-quality	100.0	0.0	9	37	host_genes
ntm_anc|ntm_0_0103_ANCESTRAL	ntm_anc	ntm_0_0103_ANCESTRAL	149891	0.62	82.64	316	1	0	0	0	0	1	1	2	0	0	0	1	295	0.934	Not-determined	NA	0.0	0	0	missing_core_structural
ntm_anc|ntm_0_0105_ANCESTRAL	ntm_anc	ntm_0_0105_ANCESTRAL	31382	0.6	78.42	60	1	0	0	0	0	0	1	1	0	0	1	0	53	0.883	Low-quality	49.81	0.0	11	0	missing_core_structural;low_completeness
ntm_anc|ntm_0_0107_ANCESTRAL	ntm_anc	ntm_0_0107_ANCESTRAL	116878	0.6	81.52	219	2	1	1	1	1	1	1	6	1	1	1	1	173	0.79	High-quality	99.08	0.0	55	3	host_genes
ntm_anc|ntm_0_0108_ANCESTRAL	ntm_anc	ntm_0_0108_ANCESTRAL	62067	0.64	79.38	111	1	0	0	0	1	0	1	2	0	1	0	0	99	0.892	Medium-quality	87.28	0.0	14	5	missing_core_structural;host_genes
ntm_anc|ntm_0_0109_ANCESTRAL	ntm_anc	ntm_0_0109_ANCESTRAL	111276	0.65	75.0	211	1	1	1	0	1	1	1	5	1	1	1	1	140	0.664	High-quality	100.0	0.0	97	3	host_genes
ntm_anc|ntm_0_0110_ANCESTRAL	ntm_anc	ntm_0_0110_ANCESTRAL	149938	0.68	73.79	239	1	0	0	0	0	0	1	1	0	0	0	0	229	0.958	High-quality	100.0	0.0	2	4	missing_core_structural;host_genes
ntm_anc|ntm_0_0111_ANCESTRAL	ntm_anc	ntm_0_0111_ANCESTRAL	122399	0.64	84.62	263	2	0	0	1	1	0	1	3	1	1	1	0	218	0.829	High-quality	100.0	0.0	66	0	ok
ntm_anc|ntm_0_0112_ANCESTRAL	ntm_anc	ntm_0_0112_ANCESTRAL	150000	0.66	82.93	307	1	1	1	1	1	0	1	5	1	1	1	0	249	0.811	High-quality	99.47	0.0	102	7	host_genes
ntm_anc|ntm_0_0113_ANCESTRAL	ntm_anc	ntm_0_0113_ANCESTRAL	150000	0.62	81.55	307	0	0	0	0	0	1	1	2	0	0	0	1	289	0.941	High-quality	92.28	0.0	8	4	missing_core_structural;host_genes
ntm_anc|ntm_0_0114_ANCESTRAL	ntm_anc	ntm_0_0114_ANCESTRAL	149624	0.62	81.99	285	2	1	0	0	0	1	1	3	1	0	0	1	232	0.814	High-quality	100.0	0.0	37	1	host_genes
ntm_anc|ntm_0_0115_ANCESTRAL	ntm_anc	ntm_0_0115_ANCESTRAL	150000	0.64	80.94	298	0	0	0	0	0	0	1	1	0	0	1	0	285	0.956	High-quality	98.07	0.0	12	3	missing_core_structural;host_genes
ntm_anc|ntm_0_0117_ANCESTRAL	ntm_anc	ntm_0_0117_ANCESTRAL	150000	0.65	85.57	312	0	1	1	1	1	1	1	6	1	1	1	1	253	0.811	High-quality	99.84	0.0	112	6	host_genes
ntm_anc|ntm_0_0118_ANCESTRAL	ntm_anc	ntm_0_0118_ANCESTRAL	38165	0.62	81.28	76	1	0	0	1	0	1	1	3	1	0	0	1	64	0.842	Medium-quality	61.21	0.0	7	1	host_genes
ntm_anc|ntm_0_0119_ANCESTRAL	ntm_anc	ntm_0_0119_ANCESTRAL	150000	0.56	77.57	310	0	0	0	1	1	1	1	4	1	1	1	1	228	0.735	High-quality	99.25	0.0	108	3	host_genes
ntm_anc|ntm_0_0120_ANCESTRAL	ntm_anc	ntm_0_0120_ANCESTRAL	10557	0.6	89.17	24	2	0	0	0	1	1	1	3	0	1	0	1	20	0.833	Low-quality	11.83	0.0	4	0	missing_core_structural;low_completeness
ntm_anc|ntm_0_0121_ANCESTRAL	ntm_anc	ntm_0_0121_ANCESTRAL	150000	0.65	81.09	280	1	1	0	1	1	0	1	4	1	1	1	0	196	0.7	High-quality	99.82	0.0	118	0	ok
ntm_anc|ntm_0_0122_ANCESTRAL	ntm_anc	ntm_0_0122_ANCESTRAL	149934	0.65	81.12	260	2	0	0	0	0	1	1	2	0	0	0	1	240	0.923	High-quality	98.89	0.0	16	0	missing_core_structural
ntm_anc|ntm_0_0123_ANCESTRAL	ntm_anc	ntm_0_0123_ANCESTRAL	149993	0.62	81.93	292	2	0	0	0	0	0	1	1	1	0	0	0	278	0.952	High-quality	96.43	0.0	6	1	missing_core_structural;host_genes
ntm_anc|ntm_0_0124_ANCESTRAL	ntm_anc	ntm_0_0124_ANCESTRAL	149999	0.67	80.64	287	2	1	0	0	0	0	1	2	1	0	0	0	243	0.847	High-quality	100.0	0.0	48	0	ok
ntm_anc|ntm_0_0125_ANCESTRAL	ntm_anc	ntm_0_0125_ANCESTRAL	149755	0.66	78.56	311	0	0	0	1	1	1	1	4	1	1	0	1	253	0.814	High-quality	99.66	0.0	20	0	ok
ntm_anc|ntm_0_0126_ANCESTRAL	ntm_anc	ntm_0_0126_ANCESTRAL	118861	0.62	80.47	232	2	0	0	0	0	1	1	2	0	0	0	1	209	0.901	High-quality	100.0	0.0	7	1	missing_core_structural;host_genes
ntm_anc|ntm_0_0127_ANCESTRAL	ntm_anc	ntm_0_0127_ANCESTRAL	103520	0.59	77.59	224	2	1	0	1	1	1	1	5	1	1	1	1	170	0.759	High-quality	100.0	0.0	74	0	ok
ntm_anc|ntm_0_0128_ANCESTRAL	ntm_anc	ntm_0_0128_ANCESTRAL	149994	0.61	85.61	315	2	1	1	0	1	1	1	5	1	1	1	1	228	0.724	High-quality	99.51	0.0	96	0	ok
ntm_anc|ntm_0_0129_ANCESTRAL	ntm_anc	ntm_0_0129_ANCESTRAL	150000	0.67	78.53	290	1	1	1	1	1	0	1	5	1	1	1	0	223	0.769	High-quality	100.0	0.0	109	1	host_genes
ntm_anc|ntm_0_0130_ANCESTRAL	ntm_anc	ntm_0_0130_ANCESTRAL	149974	0.65	75.98	270	1	1	1	1	1	1	1	6	1	1	1	1	201	0.744	High-quality	99.31	0.0	93	9	host_genes
ntm_anc|ntm_0_0131_ANCESTRAL	ntm_anc	ntm_0_0131_ANCESTRAL	41299	0.62	78.7	81	1	1	0	0	1	0	1	3	1	1	1	0	69	0.852	Medium-quality	66.67	0.0	14	0	ok
ntm_anc|ntm_0_0132_ANCESTRAL	ntm_anc	ntm_0_0132_ANCESTRAL	149879	0.65	83.53	286	2	0	0	0	1	1	1	3	0	1	1	1	245	0.857	High-quality	98.81	0.0	37	4	missing_core_structural;host_genes
ntm_anc|ntm_0_0133_ANCESTRAL	ntm_anc	ntm_0_0133_ANCESTRAL	97060	0.63	84.09	178	2	0	0	0	0	1	1	2	0	0	0	1	156	0.876	High-quality	90.84	0.0	5	3	missing_core_structural;host_genes
ntm_anc|ntm_0_0134_ANCESTRAL	ntm_anc	ntm_0_0134_ANCESTRAL	150000	0.64	84.7	314	2	1	1	1	1	1	1	6	1	1	1	1	234	0.745	High-quality	99.66	0.0	121	1	host_genes
ntm_anc|ntm_0_0135_ANCESTRAL	ntm_anc	ntm_0_0135_ANCESTRAL	149971	0.6	83.45	308	1	0	0	0	0	1	1	2	0	0	0	1	300	0.974	High-quality	93.78	0.0	5	1	missing_core_structural;host_genes
ntm_anc|ntm_0_0136_ANCESTRAL	ntm_anc	ntm_0_0136_ANCESTRAL	38965	0.65	86.47	77	2	0	0	1	1	1	1	4	1	0	0	1	69	0.896	Medium-quality	58.68	0.0	13	4	host_genes
ntm_anc|ntm_0_0137_ANCESTRAL	ntm_anc	ntm_0_0137_ANCESTRAL	150000	0.69	70.23	234	2	1	1	0	1	1	1	5	1	1	1	1	163	0.697	High-quality	99.97	0.0	123	3	host_genes
ntm_anc|ntm_0_0138_ANCESTRAL	ntm_anc	ntm_0_0138_ANCESTRAL	72217	0.65	81.45	120	1	1	0	0	1	0	1	3	1	1	1	0	82	0.683	High-quality	93.32	0.0	61	0	ok
ntm_anc|ntm_0_0139_ANCESTRAL	ntm_anc	ntm_0_0139_ANCESTRAL	149981	0.61	80.89	285	1	1	1	1	1	1	1	6	1	1	1	1	259	0.909	High-quality	99.75	0.0	84	2	host_genes
ntm_anc|ntm_0_0140_ANCESTRAL	ntm_anc	ntm_0_0140_ANCESTRAL	149899	0.61	80.39	300	1	0	0	0	0	1	1	2	0	0	0	1	274	0.913	High-quality	91.2	0.0	14	1	missing_core_structural;host_genes
ntm_anc|ntm_0_0142_ANCESTRAL	ntm_anc	ntm_0_0142_ANCESTRAL	23352	0.63	83.97	50	2	0	0	0	1	0	1	2	1	1	0	0	44	0.88	Low-quality	25.59	0.0	5	0	missing_core_structural;low_completeness
ntm_anc|ntm_0_0143_ANCESTRAL	ntm_anc	ntm_0_0143_ANCESTRAL	149985	0.63	81.23	261	1	1	1	1	0	1	1	5	1	0	0	1	237	0.908	High-quality	100.0	0.0	47	34	host_genes
ntm_anc|ntm_0_0144_ANCESTRAL	ntm_anc	ntm_0_0144_ANCESTRAL	149379	0.64	84.85	276	1	1	1	1	1	1	1	6	1	1	1	1	183	0.663	High-quality	99.94	0.0	103	1	host_genes
ntm_anc|ntm_0_0145_ANCESTRAL	ntm_anc	ntm_0_0145_ANCESTRAL	95183	0.63	83.32	188	2	1	1	1	1	0	1	5	1	1	1	0	153	0.814	High-quality	97.75	0.0	59	5	host_genes
ntm_anc|ntm_0_0146_ANCESTRAL	ntm_anc	ntm_0_0146_ANCESTRAL	147977	0.63	82.66	275	1	0	0	0	0	1	1	2	0	0	0	1	256	0.931	High-quality	96.8	0.0	4	2	missing_core_structural;host_genes
ntm_anc|ntm_0_0147_ANCESTRAL	ntm_anc	ntm_0_0147_ANCESTRAL	27703	0.64	83.49	52	2	0	0	0	0	0	1	1	0	0	0	0	49	0.942	Not-determined	NA	0.0	0	1	missing_core_structural;host_genes
ntm_anc|ntm_0_0148_ANCESTRAL	ntm_anc	ntm_0_0148_ANCESTRAL	23298	0.62	79.53	45	1	1	0	0	0	0	1	2	1	0	0	0	37	0.822	Low-quality	36.15	0.0	7	0	low_completeness
ntm_anc|ntm_0_0149_ANCESTRAL	ntm_anc	ntm_0_0149_ANCESTRAL	55704	0.58	78.75	99	1	1	0	1	1	1	1	5	1	1	1	1	68	0.687	Medium-quality	73.62	0.0	40	0	ok
ntm_anc|ntm_0_0150_ANCESTRAL	ntm_anc	ntm_0_0150_ANCESTRAL	149996	0.66	79.84	276	1	0	0	0	0	0	1	1	0	0	0	0	267	0.967	High-quality	97.57	0.0	5	5	missing_core_structural;host_genes
ntm_anc|ntm_0_0151_ANCESTRAL	ntm_anc	ntm_0_0151_ANCESTRAL	24660	0.64	85.39	47	2	0	0	0	1	1	1	3	0	1	0	1	40	0.851	Low-quality	29.56	11.44	6	5	missing_core_structural;low_completeness;contamination;host_genes
ntm_anc|ntm_0_0152_ANCESTRAL	ntm_anc	ntm_0_0152_ANCESTRAL	56403	0.62	80.24	102	2	0	0	1	1	1	1	4	1	1	0	1	91	0.892	Medium-quality	85.72	0.0	13	2	host_genes
