cohort_order	assembly_id	accession	tip_id	biological_host_unit	exact_sequence_class	near_duplicate_class	representative_tip	representative_distance	placement_status	frozen_clade_id	clade_evidence	nearest_neighbor_tips	nearest_neighbor_distance	sampling_partition_k16	sampling_medoid_tip	row_sha256
837	asm-v1-0dbcc2f4d506851ca714058f	GCF_002941545.1	GCF_002941545.1	exact_assembly_revision:GCF_002941545.1	EX0837	ND0830	GCF_002941545.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009393475.1	0.00838426	L003	GCF_013391275.1	4c7186d9054350a81a0293e090e904cad3141cdaba8b360435237f23830e4a6b
838	asm-v1-5f6cfc2f7416f31dd6b5d045	GCF_018683535.1	GCF_018683535.1	exact_assembly_revision:GCF_018683535.1	EX0838	ND0831	GCF_018683535.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_018683735.1	0.0028809	L014	GCF_009880335.1	3de3c6920c61aeb7a8f37fc07a1da5ae3040571114b1b3bc92993e9256c2c04b
839	asm-v1-351fb700c532e153098f5687	GCF_000493595.2	GCF_000493595.2	exact_assembly_revision:GCF_000493595.2	EX0839	ND0832	GCF_000493595.2	0	SUPPORTED_FIXED	HC004	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002911265.1	0.00216742	L012	GCF_000807565.1	ac0295d34455652809b2ee408a83043c81bf161fc93aa13d76c820a5845074eb
840	asm-v1-eb40c5849e821a7c7e9536a4	GCF_005383085.1	GCF_005383085.1	exact_assembly_revision:GCF_005383085.1	EX0840	ND0833	GCF_005383085.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_005384385.1	0.00171947	L010	GCF_003317605.1	e8a6f293b42de4cf9e83b0293d0cbcdd136f00a129d28e7772bc648ca64bbc23
841	asm-v1-d827bf1c47a2c68cea69b720	GCF_020422295.1	GCF_020422295.1	exact_assembly_revision:GCF_020422295.1	EX0841	ND0834	GCF_020422295.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002166175.1	0.0012395	L012	GCF_000807565.1	530e36f2c6604e0dfc2dc9e709264504d97e2a5b8c72e44b322325fcc3584c96
842	asm-v1-cc82f58571da1a2d261a6e15	GCF_009432915.1	GCF_009432915.1	exact_assembly_revision:GCF_009432915.1	EX0842	ND0835	GCF_009432915.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003361825.1	0.000695891	L008	GCF_002806795.1	af8e5b583c9183428597f27a23b63de3952d41a6116798fd7f39ae34988fa075
843	asm-v1-13232da1af002dc81a290ca2	GCF_000335175.2	GCF_000335175.2	exact_assembly_revision:GCF_000335175.2	EX0843	ND0836	GCF_000335175.2	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_015699425.1	0.000997063	L008	GCF_002806795.1	93c1089399d54a59c91aba4e594753e6b456807a0789b3f7c742bc385427442c
844	asm-v1-e0989e61af8797965023692f	GCF_900478525.1	GCF_900478525.1	exact_assembly_revision:GCF_900478525.1	EX0844	ND0837	GCF_900478525.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009395265.1	0.00769202	L003	GCF_013391275.1	b50d021d8f12164f520435a455fa59a69726e6957f23bb85a240350638e321cc
845	asm-v1-a3261a4eee0f6d07e67934b7	GCF_002487335.1	GCF_002487335.1	exact_assembly_revision:GCF_002487335.1	EX0845	ND0838	GCF_002487335.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_004767025.1	0.00364314	L003	GCF_013391275.1	e43309b8cfa764042eee9a492eea22c25d6b0710c2820eef76f0b88b07088678
846	asm-v1-846778e0baff449d27ff828b	GCF_020668455.1	GCF_020668455.1	exact_assembly_revision:GCF_020668455.1	EX0846	ND0839	GCF_020668455.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009395265.1	0.00712047	L003	GCF_013391275.1	9d92b5b5a65f888bdf94695a4bf5c08cfec488e02fede774c3d29ce2948db0ba
847	asm-v1-306b6331ac6b5f035210f28b	GCF_018884065.1	GCF_018884065.1	exact_assembly_revision:GCF_018884065.1	EX0847	ND0840	GCF_018884065.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_020418355.1	0.00140487	L003	GCF_013391275.1	e6eab95529aa59317254c06fa4d83c566dc70c2ba33f5bddac4f09550f875d35
848	asm-v1-46e228829f6a36565a7458db	GCF_002520225.1	GCF_002520225.1	exact_assembly_revision:GCF_002520225.1	EX0848	ND0841	GCF_002520225.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013391275.1	0.00738773	L003	GCF_013391275.1	7804f6278b8bce75ff7de44b78f96721fd47092c3c181db76ce7a8e2f9b04dfc
849	asm-v1-c3218f63814ef325fafa111f	GCF_000459575.1	GCF_000459575.1	exact_assembly_revision:GCF_000459575.1	EX0849	ND0842	GCF_000459575.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009832985.1	0.00653086	L003	GCF_013391275.1	5c98aa943df9d49a4d46e4e6174acbedb49154637541f65cb385483e25c0ea6c
850	asm-v1-c02d55f52bfe47c878d62507	GCF_017639005.1	GCF_017639005.1	exact_assembly_revision:GCF_017639005.1	EX0850	ND0843	GCF_017639005.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_021109055.1	0.00347507	L011	GCF_009910875.1	e389296cf3a212cd505dfc1664e7895b5d8358d3a354f505ca2c67c11db4dbd3
851	asm-v1-c3de1e69b9fe7ad7677fe1bb	GCF_019148625.1	GCF_019148625.1	exact_assembly_revision:GCF_019148625.1	EX0851	ND0844	GCF_019148625.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_016761275.1	0.00284125	L003	GCF_013391275.1	912990de0b871767023a69ec6852d3be135ca2b2691e0bb5ab72e05496ca0f14
852	asm-v1-31f8e761cb88bee666dac2b9	GCF_002228615.1	GCF_002228615.1	exact_assembly_revision:GCF_002228615.1	EX0852	ND0845	GCF_002228615.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009880525.1	0.0138985	L014	GCF_009880335.1	d0861ed28c307f9b3423761bc9abfef56f79938a63cca14e3a7688c922b1e4a6
853	asm-v1-9451f7113db3d44e69fb23eb	GCF_002286545.1	GCF_002286545.1	exact_assembly_revision:GCF_002286545.1	EX0853	ND0846	GCF_002286545.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001677775.2	0.00121894	L008	GCF_002806795.1	329412b853f4c3bfcb026500c2800363f1faafb23e4e4c99cf74d21979953631
854	asm-v1-fa5c1be6619a11426762aec7	GCF_902505305.1	GCF_902505305.1	exact_assembly_revision:GCF_902505305.1	EX0854	ND0847	GCF_902505305.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_017118895.1	0.00689233	L012	GCF_000807565.1	27d65a752e61dc39b64d9b786c4d7b9a67abdb6c3d0946ed5f3334aef9e9080f
855	asm-v1-c092a5e40ced4f3b30d11101	GCF_006233325.1	GCF_006233325.1	exact_assembly_revision:GCF_006233325.1	EX0855	ND0848	GCF_006233325.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006233045.1	0.00209147	L011	GCF_009910875.1	e77e61869bc7fe0c57fc24e95a2c07105d41a2c0b447d85a6e58fdd301fcb3a9
856	asm-v1-9c538b1015a2f2632c544d0d	GCF_005398765.1	GCF_005398765.1	exact_assembly_revision:GCF_005398765.1	EX0856	ND0849	GCF_005398765.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005393525.1	0.00581824	L003	GCF_013391275.1	96f119155fbb1943582dcfebfd3a8154997cb79fcf4a36b12c7ad20bb7f3b4e7
857	asm-v1-89a1353e78d6c03c47da8caf	GCF_006237855.1	GCF_006237855.1	exact_assembly_revision:GCF_006237855.1	EX0857	ND0850	GCF_006237855.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003317605.1	0.00152737	L010	GCF_003317605.1	23c7e99098c67bb44aee2c471d2c066702ee190ee6a7efdeb921db7835b819c7
858	asm-v1-eb02dde39541d0745120ed64	GCF_002229155.1	GCF_002229155.1	exact_assembly_revision:GCF_002229155.1	EX0858	ND0851	GCF_002229155.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_011404355.1	0.00401746	L003	GCF_013391275.1	5bfdbe28fa90df0b2cb65d819a11a0f0f6660aa0d582d8ede746f25bba9c8d33
859	asm-v1-059934a68facdc095d63cc28	GCF_013030915.1	GCF_013030915.1	exact_assembly_revision:GCF_013030915.1	EX0859	ND0852	GCF_013030915.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000460915.1	0.00295762	L012	GCF_000807565.1	7779c84b314af830ccb98ab3449f7f94ef478d4850d99b989187a422ed5762ca
860	asm-v1-53f4e9b46318dc6a3253ff5d	GCF_000471305.1	GCF_000471305.1	exact_assembly_revision:GCF_000471305.1	EX0860	ND0853	GCF_000471305.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000471085.2	0.000310145	L008	GCF_002806795.1	e33dc4f53ccff9af108cbd91f20e92eeeddc65957ff2a47bc13c7b25fe59a8b4
861	asm-v1-5e3eb1b6a30b4a6533162dd7	GCF_002547145.1	GCF_002547145.1	exact_assembly_revision:GCF_002547145.1	EX0861	ND0854	GCF_002547145.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_014170995.1	0.00402654	L003	GCF_013391275.1	d1867811d58c82768a4dc30d4176ae3a679066f0d364a7d661e472ef9683bf9b
862	asm-v1-69f6b9bfdbb33c17ffa99859	GCF_002181625.1	GCF_002181625.1	exact_assembly_revision:GCF_002181625.1	EX0862	ND0855	GCF_002181625.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004568995.1	0.00107069	L010	GCF_003317605.1	b533e8691a399202a67e85a9bdcb02e861e0158d2cf4b332ea40081741e2d2db
863	asm-v1-5be9492dc7a70ac5553cd76e	GCF_002155505.1	GCF_002155505.1	exact_assembly_revision:GCF_002155505.1	EX0863	ND0856	GCF_002155505.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_018444005.1	0.000908643	L011	GCF_009910875.1	d0b849d39931bd5e5d9cc62d47e704fd2f69447514dc116489ae9a686ad9b59b
864	asm-v1-c39c3de83e8412c7f1b469ea	GCF_000460835.1	GCF_000460835.1	exact_assembly_revision:GCF_000460835.1	EX0864	ND0857	GCF_000460835.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003983415.1	0.00693489	L003	GCF_013391275.1	fb0cead2aa69103094a292e0a4188c2b1a37765783a917b643678c8633d03c1f
865	asm-v1-1e7ed871c74b5c642dbe23fa	GCF_002467635.1	GCF_002467635.1	exact_assembly_revision:GCF_002467635.1	EX0865	ND0858	GCF_002467635.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002485085.1	0.00725002	L003	GCF_013391275.1	07d9d9ec50d43b0289586a757973fb5e187e0b0abfeb2efea17585dc7f96dc40
866	asm-v1-48100e1a79ad74485281518e	GCF_000462245.2	GCF_000462245.2	exact_assembly_revision:GCF_000462245.2	EX0866	ND0859	GCF_000462245.2	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002806795.1	0.000703353	L008	GCF_002806795.1	1fad687104690059c7890d4a6c90796e4acd709195bc67d1f4b79a3336c31ae5
867	asm-v1-0242c887434e7057fe7c07ee	GCF_005397765.1	GCF_005397765.1	exact_assembly_revision:GCF_005397765.1	EX0867	ND0860	GCF_005397765.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_005396585.1	0.00373523	L003	GCF_013391275.1	c5d7f1116fbd7084ca203575f667208d858b562d75a58cd2d7f456c72879de32
868	asm-v1-e0c0d91c285e48092fef5c55	GCF_017776145.1	GCF_017776145.1	exact_assembly_revision:GCF_017776145.1	EX0868	ND0861	GCF_017776145.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_017775795.1	0.000614041	L003	GCF_013391275.1	c0be661ff1cec1468221f0847ab340702c944c1d2b94f302c8afaf25aec3cdc3
869	asm-v1-7c279cd8626af0598d7f18f5	GCF_002225785.1	GCF_002225785.1	exact_assembly_revision:GCF_002225785.1	EX0869	ND0862	GCF_002225785.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_008373355.1	0.00398118	L003	GCF_013391275.1	26fb30246b9f4ab9a498f377cecbc1d0efde46d17cbc1e0828bb39d9860f4673
870	asm-v1-c684c3edf1e37c0ce00a38a7	GCF_008389115.1	GCF_008389115.1	exact_assembly_revision:GCF_008389115.1	EX0870	ND0863	GCF_008389115.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000807565.1	0.00195939	L012	GCF_000807565.1	265f53021eca7ee5cd8f247ae7e800d178298cf52a5b1a02534664e2ff5f3112
871	asm-v1-4e878bdd50692532ebc630b5	GCF_004172445.1	GCF_004172445.1	exact_assembly_revision:GCF_004172445.1	EX0871	ND0864	GCF_004172445.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003982645.1	0.00447117	L003	GCF_013391275.1	afaae8bb4e07c568487f79d1ba10f0a1127de37cd59bb182d0577e3edbfd0e36
872	asm-v1-bce28c52de0ead3d5d35ea63	GCF_020732085.1	GCF_020732085.1	exact_assembly_revision:GCF_020732085.1	EX0872	ND0865	GCF_020732085.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009899125.1	0.0040326	L003	GCF_013391275.1	2de440c22789e189ab86cde2cb03d8af6f394aa920f27f325dfffa865f763fb1
873	asm-v1-59436a15162689859ca70f3f	GCF_013391265.1	GCF_013391265.1	exact_assembly_revision:GCF_013391265.1	EX0873	ND0866	GCF_013391265.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001052125.1	0.00150907	L012	GCF_000807565.1	9c980fe7fa03002758805cb7acdae326f62b09ea7d063a49a6cbd5f3fd36b16d
874	asm-v1-33e7ef82884fcafefaada546	GCF_009882665.1	GCF_009882665.1	exact_assembly_revision:GCF_009882665.1	EX0874	ND0867	GCF_009882665.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009880335.1	0.000174767	L014	GCF_009880335.1	74bbe46d768b6ef700965c2a398874ebee54f70bbe0c1d5c62abf1185c47a7ec
875	asm-v1-acbe3e9045ea0a215460cf0d	GCF_002485115.1	GCF_002485115.1	exact_assembly_revision:GCF_002485115.1	EX0875	ND0868	GCF_002485115.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002207405.1	0.00315237	L003	GCF_013391275.1	5328cd353986d4b8c6e31dbb0fea88d8b1c05f77b1b36a1fdcd6eacb5390c0d8
876	asm-v1-65893bc72b336b8c7d2f6b25	GCF_006233045.1	GCF_006233045.1	exact_assembly_revision:GCF_006233045.1	EX0876	ND0869	GCF_006233045.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009910875.1	0.00178842	L011	GCF_009910875.1	b1db0e73b3bd78e8cecf9883c398f44cc24b2411eededaa04b948716d6ae9cfe
877	asm-v1-e3cd443ec93659b2be5fc684	GCF_001283925.1	GCF_001283925.1	exact_assembly_revision:GCF_001283925.1	EX0877	ND0870	GCF_001283925.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002511275.1	0.00486042	L003	GCF_013391275.1	f6a6e481312a559b0e410d7baf6f82c2949faa720443da194f0a874587d449d3
878	asm-v1-6fc99ea5de967ed3c79ca5c8	GCF_003731595.1	GCF_003731595.1	exact_assembly_revision:GCF_003731595.1	EX0878	ND0871	GCF_003731595.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004380655.1	0.00187903	L004	GCF_015163255.1	fc589a41e56ea837cf00dfbdd7a2ce188561de1fc450d8b6b17ac30d9f75116e
879	asm-v1-73581bedf8473fdce3c286bb	GCF_000779585.1	GCF_000779585.1	exact_assembly_revision:GCF_000779585.1	EX0879	ND0872	GCF_000779585.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001052125.1	0.00167717	L012	GCF_000807565.1	f68236419d64752f77933c0e7bb2f8ca827fdf6da12da8a6560f1ea478965e11
880	asm-v1-2c27bc76a1222cc9f99451dc	GCF_019587745.1	GCF_019587745.1	exact_assembly_revision:GCF_019587745.1	EX0880	ND0873	GCF_019587745.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000460915.1	0.00248298	L012	GCF_000807565.1	9d59cbb2f14ea8694f3579829dbfc087f342f289d5b851d459406735b60c76e8
881	asm-v1-7f703c1863fb830a057de1b7	GCF_002209105.2	GCF_002209105.2	exact_assembly_revision:GCF_002209105.2	EX0881	ND0874	GCF_002209105.2	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003418805.1	0.000913683	L003	GCF_013391275.1	189e8590a85de3ffca7ac0279788feb790f6fac6ebe811b1a37da2f321064e16
882	asm-v1-9087dbf1d91fe8c314f8c75c	GCF_009393475.1	GCF_009393475.1	exact_assembly_revision:GCF_009393475.1	EX0882	ND0875	GCF_009393475.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002941545.1	0.00838426	L003	GCF_013391275.1	daaec4a84d0cc6919d9cfd7b36758dd57fed451e206ceaa45a2890129aa238bc
883	asm-v1-b387b8ded9cbc3df11d25532	GCF_015160055.1	GCF_015160055.1	exact_assembly_revision:GCF_015160055.1	EX0883	ND0876	GCF_015160055.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002462135.1	0.00168774	L003	GCF_013391275.1	f06a4e79cae6a8e474d58b9ba983f162b1d83ddb41311595f5cc9b8c551ae82f
884	asm-v1-d6c0b3db16044399f5f25d26	GCF_000781435.1	GCF_000781435.1	exact_assembly_revision:GCF_000781435.1	EX0884	ND0877	GCF_000781435.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002231155.1	0.00169038	L003	GCF_013391275.1	a1750d7230ea6d3e43c83a00108a2016b394b97ace592cfd840621249c36e593
885	asm-v1-e12d9faca466e190ea526aef	GCF_001265795.1	GCF_001265795.1	exact_assembly_revision:GCF_001265795.1	EX0885	ND0878	GCF_001265795.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_017118895.1	0.00502939	L012	GCF_000807565.1	7072227e7a2b3252308ecd116c4db6f02831b49dd72323047a962e9a9ad6978e
886	asm-v1-19f62fdcd7ffdce9e3b467f0	GCF_002195625.1	GCF_002195625.1	exact_assembly_revision:GCF_002195625.1	EX0886	ND0879	GCF_002195625.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003361825.1	0.000378266	L008	GCF_002806795.1	78923fc799e3a382674a675dcd98973fe49d3cea6888dede07eae5e0cbc761d9
887	asm-v1-ab30e0ac6570af304be1217c	GCF_011033255.1	GCF_011033255.1	exact_assembly_revision:GCF_011033255.1	EX0887	ND0880	GCF_011033255.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002465545.1	0.000397782	L008	GCF_002806795.1	b73425e8aea1c85a5cb83f2be2ff9f3bd618ce6ad08f5de6df145f5d30d2c729
888	asm-v1-e916a10177df4f0e0c875488	GCF_900449835.1	GCF_900449835.1	exact_assembly_revision:GCF_900449835.1	EX0888	ND0881	GCF_900449835.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000356465.2	0.00775124	L003	GCF_013391275.1	3b02b64a87a68b3a28541fef4fca356b1200843889710c99cc4c3527871e3c85
889	asm-v1-f6e55413a768094a371e9ad7	GCF_000807565.1	GCF_000807565.1	exact_assembly_revision:GCF_000807565.1	EX0889	ND0882	GCF_000807565.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002226425.1	0.00162183	L012	GCF_000807565.1	56792fc6b8971bbb197aedc81a7c29652d5cfcc50eda21d16463f33fa1377c8b
890	asm-v1-95fbe7f087b4ead9f1ad4e99	GCF_900481955.1	GCF_900481955.1	exact_assembly_revision:GCF_900481955.1	EX0890	ND0883	GCF_900481955.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_013183145.1	0.0026948	L013	GCF_900481955.1	55c11cfab967eac16ac6d1ad516f62bdc526e30eb09382b1fedced16478461f9
891	asm-v1-e44d09aa5b3a08a018dba13d	GCF_004797355.1	GCF_004797355.1	exact_assembly_revision:GCF_004797355.1	EX0891	ND0884	GCF_004797355.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004797745.1	0.00209147	L008	GCF_002806795.1	996e5c8453b0316fb2391f1dac295ea53a567c4162b7a333cb8b7f9eb5de6978
892	asm-v1-8838f587513d7ef110edb94c	GCF_003980385.1	GCF_003980385.1	exact_assembly_revision:GCF_003980385.1	EX0892	ND0885	GCF_003980385.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003981055.1	0.00168245	L003	GCF_013391275.1	9efead0b1025e2a64e4b855446bd8d218f3bd112bd43f8c78d47fde38263c397
893	asm-v1-8968b578cfa559c24f1e28bb	GCF_003303915.1	GCF_003303915.1	exact_assembly_revision:GCF_003303915.1	EX0893	ND0886	GCF_003303915.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000780075.1	0.00558889	L003	GCF_013391275.1	4742d8c510dbe92eda1459e04e960ada3e7188b19cd255a1dcaf0093b326f2df
894	asm-v1-a862a83dba3f12bc4075fafc	GCF_008388575.1	GCF_008388575.1	exact_assembly_revision:GCF_008388575.1	EX0894	ND0887	GCF_008388575.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000776795.1	0.00260529	L012	GCF_000807565.1	95ac711aacd54281507c602a59cf1703d89aa03b6d757555aafb7d8e8824c384
895	asm-v1-4525dc189f3bdba1ea9767c5	GCF_013370345.1	GCF_013370345.1	exact_assembly_revision:GCF_013370345.1	EX0895	ND0888	GCF_013370345.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013370805.1	0.00022057	L003	GCF_013391275.1	344ff8e0f97a2d145f8debae4cd746a41ed8046d796357b1b2ab3fd900fe7730
896	asm-v1-fe651a6666f6b5361e0c1920	GCF_003357915.1	GCF_003357915.1	exact_assembly_revision:GCF_003357915.1	EX0896	ND0889	GCF_003357915.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005399985.1	0.00280734	L003	GCF_013391275.1	18ab425ac2ef0be6080e82b8a3b916677e8752944bf6e1e3436124750462d6d3
897	asm-v1-3623990e8e77cd7d1ade1d18	GCF_006237175.1	GCF_006237175.1	exact_assembly_revision:GCF_006237175.1	EX0897	ND0890	GCF_006237175.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006236395.1	0.000636323	L010	GCF_003317605.1	0395a693a267a527b35c10f4c103f0071b4f551a9bfd1ca75e937936ddbf261f
898	asm-v1-476531dc2fba224d9719a06e	GCF_000782655.1	GCF_000782655.1	exact_assembly_revision:GCF_000782655.1	EX0898	ND0891	GCF_000782655.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000459315.1	0.00127295	L012	GCF_000807565.1	27a93f1b23d0c5cef055802ed3a9a8c1d970276a0361aad0ae76c8915ccc0f8f
