cohort_order	accession	tip_id	eligible	contig_count	total_bases	n50	ambiguous_bases	content_sha256	sequence_only_sha256	bgzf_sha256	pansn_name_roundtrip	view_path	row_sha256
760	GCF_003317605.1	GCF_003317605.1	PASS	81	5077343	229690	0	73009b800ee6770f35f4860c60d0b86e1ae190dddaa7ea7d32f1f78381cc9193	bc3c3dd1dd2fbbcf5da90cb267ff37a2ff24690256c245e8ecee531ab686c35a	233255016952cbb35a2ee0cfdc759d26aba733fc66d7a461970fd7a84ce5490d	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003317605.1.fa	03631f6ea411e46d3c2388cb162df57879be5b09a76e3872fb77c8fbffa756de
761	GCF_019915505.1	GCF_019915505.1	PASS	3	5362922	5168688	0	837d7b175b3837f2ba66e0ec9c2e8f9393c5632d7c898bac2b5c81931d87f437	9a8bebbb70f40ee4ca4f26ce8c36aca910b6bc1a7373fda0c598a99987368a7e	b5de0986ba8b6ee60e838da0f0d52c3a055b9100f7d4e263180ea77106553b6a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_019915505.1.fa	c74ccc0278d88d2a2ec5f0d5659ccfae6a2d1751c2b460b9a97d468d1f2832ac
762	GCF_000235265.1	GCF_000235265.1	PASS	6	5407470	3846150	9258	35f0b3764efa05441d45e47d199eaca1a2b7de9adca847d69d5e088efa01c173	b809b93803f28120dc7efe6b52fd2a3d4f96f094db289707c4d2a94d3d0bdab3	38c5397919b7561952483b536aee64a0290e835f0861bed261305ca7944b5003	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000235265.1.fa	37e271bc0e1a11d7c20a009a95b105bff98377295aea11524804ab66748032e6
763	GCF_008124385.1	GCF_008124385.1	PASS	2	4680310	4615313	0	1f9bd743ca4149dc2d3d7e8b2a9dc67540d4c54aa6b82e668f0f64798d3764f8	b5e671b71a7b1751dc4e8a63db2468f9d8171ddb211579b2a003ca978baaf990	dd01f8907f03e62752bd9d5a4467d21b0e6bb7982a15dc6d552d16fbbbbd3e18	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_008124385.1.fa	73aa6df854cbc1b51d6a4b16d6519da4978eb5d01ff43b8fdfb0a0608541bb99
764	GCF_000356465.2	GCF_000356465.2	PASS	158	4987011	73987	11	81ff4b2dfd3f59f25b732b9cc31de34e008c6ccca226e5fc9ccaba4f2dc84780	287c6549a516ca24b8f61e4cf4c5104a59cb8c827939b16aee10ec4d9d3910de	ad4808d7850a59e5086574e243d60ad9604dad781dc1f24dd143f187ab02c015	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000356465.2.fa	ac445e8b6b99fdd0db77b73beb43fc500b89fb88cb14051fef757305dd2f4faa
765	GCF_013422075.1	GCF_013422075.1	PASS	186	5294141	163849	0	300b2f96b37cf43f7e66506c12aa8418bab1ccfde558023a17c5a9784e2b8ef0	6f5f9872fb05876f5ceb5d2f1cb3faee8d4182585ddbefabcdae074ade900956	bee6f01ed8b8e050986590e3bdab60ee129d08bdd6a34601384d51e254bfdb47	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_013422075.1.fa	663555260d2f9101b1ea3535a805d44482a77aed23f8bd9bb61c7ed28531c233
766	GCF_000407845.1	GCF_000407845.1	PASS	24	5636417	806794	63357	bf7e963cfc0c5c1dbb485c3228c4a4e5186b941d7d03af854ef6e737078075f2	a9e9390637de62b7bee35d0b2e5819aab96222bbcbd6939cf9ebf4a034025704	b37a85daa9aa8e91720e5f5105cc1110922d4f046da776a9aa1ef007240a1b50	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000407845.1.fa	403550d66ea41cecc9b8fbf3d3ba76f029bca01bca5e9eb709a3804565ffe339
767	GCF_003686735.1	GCF_003686735.1	PASS	118	5034591	129135	0	e3e2e7620f3021e4a55d58695f41f0324c2b85378dcf8987844d2bbfd45e9d2b	482f6adfb6e5bda9c6ef11f9e7e379f642e613ea291a4213296670646990ae87	cef7da30834a2f9ebf88a9ec86e20360ce07c6b9e1871c4184f86c9e43c504a6	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003686735.1.fa	7184e65b6478a575c020044ea2a2e1a57e6e3fadcc4722039d406f8ed3e78d87
768	GCF_002226635.1	GCF_002226635.1	PASS	58	5453537	303588	0	806e998127bff5b07c02624246a3616d3be62fb5065fa9efcc823f5e2ad4e5a9	10a1f4427c565f43fe2c1351a4592c0004472f832aaf459a36792812ace11752	af3be608cffc8fd92b851c407233da6373f2de72a70fa740d97a373fbe1871e5	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002226635.1.fa	d7bc5cf11349d3f51d4bdac55b54cc8980ebc3919118683ccf1ace1d2c523ed4
769	GCF_002966145.1	GCF_002966145.1	PASS	1	4653240	4653240	100	699aa8588a37fc7ff1873823ed2fe3cefb9619fafeea4eb9f2d2b0054aafab81	33ab6b9a9d44753a30217f856f47e764202a9cc24b5570cd75716b2fb616723c	e7daefe31248fce6e376b9f2997bd00e77ce4c0d745722b0d3436d92020983be	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002966145.1.fa	4aed9dae7faeec571d9131cf05ce2d63faa3131a2594e40b1c58136571b46e0d
770	GCF_005391725.1	GCF_005391725.1	PASS	65	4985989	347750	1458	4b475633862959d94d74210097f81c02603bfa8eab05b04aebf12dfbe222f29c	cd74cb8acc1b8047ba4ebe49d2f634b2feb37792c1d8500ef9be6fbc6e4539bb	e7192b44b2326b4aad45c52f4c38bcb6a211bc60d3fe9eb49a211a7d80017b7d	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005391725.1.fa	3511d08f568b5078e68b15f6f075948d6e9bffcb28ad4156b527444b11c56895
771	GCF_016123895.1	GCF_016123895.1	PASS	139	5455295	228073	0	086657734dfedeb696f5ab806070eaa593376ec6e99b00a1d7c1b4174236b004	d57c211fdb4c0eca4b276cd0d92f0281c5ff3620a4244eea0388bd362ddc61c6	d9163dc9c22874417ef83a32e128f6dfe2cb7e2931bfbf0b2706b65e22e9fc8a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016123895.1.fa	d1937f7793c8d835a2ed6285176bf63b4302cc47bdc7a24e0cfb07c9b6606d11
772	GCF_003292385.1	GCF_003292385.1	PASS	119	5180290	204177	412	3802ce73b55064ce635905d82ad8319ba87a35eca13039f461c29d9ed12363c1	2545b4f5f8deae53d00780da87ed471ed380e6cabd23fd17a07ef60d5841cc2a	e5db59c0218fa3c2711eddf5b4e45c5dc092fffc436a3ae39c77683aa8549a3a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003292385.1.fa	0f5073e87b75d933b244cfebbe0775a9d0401e105eaaeadad1c1965b1d441785
773	GCF_000460515.1	GCF_000460515.1	PASS	13	5279354	803374	40215	a7420916f4eaa930c78260bb0bcfa9c825bb191b9c4372eb8e8bc35d967670ec	6818f43b9bbd526f44272807f7af8648ec362f24ad9934ea5235373a70764a3f	a1a1357387e91bd610b2cd8628060bb4305e853b54095a09cd0a7a3b6bb8cf6b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000460515.1.fa	b92691fd7c84044f07928877589aecf44f4db5a5fae131be83c10a6c9e450692
774	GCF_001677715.2	GCF_001677715.2	PASS	137	5378586	237563	366	7c12e84c2dd61e0122a2be4582bf9a31b3ac236c2c57b99a88cbb15977ea0116	8acb9d39fcf72db175705a1b0aec9c4030cace90a00628d0b1a85ad5fcf8732e	50f16fd5930480583e3047f7d01f1ea4358350fdfcb1dfff8564f186c4a0ba97	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001677715.2.fa	834691b092096fae3905533e43fc0f624b9facec99c579b2c7b61c2bd62d1e0c
775	GCF_020406195.1	GCF_020406195.1	PASS	130	5104287	212669	0	9170c0a70ac281a3cf80cd0499e0eb45d3de0dd439092a35fcf12996e33aa945	f3623dcf18bb6f8fbb5689fdc601c888e7325bd33da2d188ccf3c6d637a81c7e	0f28e19742271f1aaa93cd91724293d005d4bb6ff7106e5ca7a82eb24866a840	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020406195.1.fa	acb606882fb536d86480b6e1f2423ac6789a74d239ccbae9ab10ea064eb101d7
776	GCF_002166175.1	GCF_002166175.1	PASS	195	4991206	144399	3400	c8724bb7fbe6ca397ff1896ef5e147678602d4f2c4f604cdfe579d82cd74dcb6	51d8b052f9399f29567a4b327c4f2503368906bdebb0865f064ed27f036e5a6e	e2f3c93f686a6b09bd8fd1b29a1b7e570b23bfc63323f091942777eaefd91d8a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002166175.1.fa	3300860178957f937826bf50918d3114769ce6cc0fadf83db2d89c8ca25572eb
777	GCF_009910875.1	GCF_009910875.1	PASS	71	4971409	192797	0	f70301ee66b5c8ab2eff3a21e5d32bb92ba9c19042334254b68c21d1a0ec9713	9a51a8dc08e9946662e8723b91ef6f8b96c4acacd3936c417935de75bd8db607	2b3716f57bdbd4e3be73b9fea1146d150ad4d3501733653fafcd22a2899a0802	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009910875.1.fa	c6622f212290adf9fa47c0384c4dfead4a974c4d2a9f7e2cd017a8520baacdc9
778	GCF_020089635.1	GCF_020089635.1	PASS	191	5060787	82158	0	fbcbd0e649fd692f0e27b8555dd9fa41765beceeecc9054d973955f4e269abda	903fae141247d550440c2d942893430240de5cb1a96b9f849f36adb516df8cb6	85d6bd2f2624464d3fbfe878a7e073cdb69e4f2c26bf52934b18f160426347fc	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020089635.1.fa	0cf1f2fe8faa2b400b6dd6dfab8e67bb2fe476c69cf7ddf7aa1ffa87a1d0f1d7
779	GCF_000478705.1	GCF_000478705.1	PASS	178	5344052	91606	0	dec38244caf4fbf38691d061a8ac695a2c0ce1efdb03228a1c760759250eb18d	d3a16eecf1f37db89da1a834dce4019635f7285831b608a1f554ae18187fdd4e	2963ef13886758c245e83f1c03cbc44f984199952e31792326c273acb30cfe9c	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000478705.1.fa	53455867727eb135f973953eb16dd71dfa845d737ab6dc1acf882c050591d6d5
780	GCF_002459605.1	GCF_002459605.1	PASS	248	5126400	64664	0	21d412b75c96ed0308d06cdd7c06d31800c17ffed1410a104404cb6ead314bad	167bd3721e035eb1e4b36176e13f207cc8b479f82d9f656d45f43bf760bae2ce	b8a2c5caac2a73bb2ae6fc6d538bf6e6648e14e39e05336a9129763a023f9945	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002459605.1.fa	d639229c4fcf7651eca9fb290234354e51a57932c2ef8fda19cfcf25d9dcc1e3
781	GCF_907177255.1	GCF_907177255.1	PASS	912	5325859	107655	0	1c22b3e98259a0c3acbc2bb062b123c56067f2342c207b276fc4d78b11fd1835	5d2bfff5807c032dfb068c622e7e20cf64ac7cb29583843debe465e8d091c1a8	55fb05856fbddbf6bef8eab5996ded085dd6e793ea40cd77a0c35c8d63e6f0b7	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_907177255.1.fa	5ac8c8964c086488d043a84c2caf3067a89d2e810950ad2169dd3b62548cc50d
782	GCF_003254065.1	GCF_003254065.1	PASS	6	5227855	4848222	0	acdc3e3dab859ecf9a62f9a3213a5004db6fbf0a7e96096b18da67cbdac1a908	c04d98a46c6feaa0344ddc202f169a006fba75826ad1e470f99e589493802467	caa6aa2d8df1383b0b5e4c446f15d2004854bd1c8ca12b93296dec32c01fac3b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003254065.1.fa	bf47cf891e5842ccf942c108344c9c1d2223aa401cd0a703e62db1ae7e06bfa6
783	GCF_000714105.1	GCF_000714105.1	PASS	109	5060309	229038	0	d4320394fece2edae035c20d421d959e4ad963ddadfa9a1e189d0e6048298132	3bd397620688bd316e4c1dc6566cea7cf0e4bba5e686f588d88ceb980461774b	2fc5c59ac00c1671b1639a2350b494114c08663fc281f5dcae13bdf82a7f8719	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000714105.1.fa	d1c575f7a826847d6a81a523586d42686047344d700e800dcb53c826e18fd290
784	GCF_003361825.1	GCF_003361825.1	PASS	213	5326464	146071	0	21b9bdbeeb37c64cd4cc6002342ae94fdd24c17e29413782f5cc33cb732556c9	e0c8b5a2909c96bfab4fb722c8629b25c6a8fe0e5d746ca20b859f8eaf810b0c	8ccb288684b7c9d6908a6b474ed541efd9f977683bf7f9ae3a2adae7feae9be2	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003361825.1.fa	41f470ae6c59a02d916bd4d96da357691f95a52c0751d1d2ff8e1c0fa8119945
785	GCF_002225535.1	GCF_002225535.1	PASS	190	4963390	97693	0	5930e38dbff7a1a7a126e8a3af0dfc2e0b8470bddc08df5990ed182ab5d7b507	e6b2efb9a6c5b15c8ad2408b16c9d523bdcfcc04a241c05925e40cd5270e5c12	03cb703c361e860d54fb7cb49ec6cdbeea9a1e387b5b67c6d507cb1890c218de	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002225535.1.fa	b5633594dccb5d928121e8115d44e14b8961cd5af7b84a3f3f6fbd24aabd46f7
786	GCF_004005115.1	GCF_004005115.1	PASS	760	5041261	31820	0	e26b14aad92c1be3fe02b2b4f13b69c089352bff0330c5fa6b61702f25ee32e5	b58357fb4a1a78c9418a10110cf3f462362611f6f8ac0596988a9f1f51f28f1d	624e4f0f83d9c3c57f2335f40acdc31ec66d136d2ed900d4959351e5cbfcb88c	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_004005115.1.fa	bde60f1298bf4b4898dea6e495c2ef2a50674f73c474b717e553b0d2d597d59e
787	GCF_020168175.1	GCF_020168175.1	PASS	273	5510400	80931	0	365bcbd9dcabd75ff6cb2107d8e5df48aa89b209dbf597ed7b7a95921df50ce2	cd83ce66bf07a80cfda355dc691a8b897ddfb5af3fb136c455192ac2879f4733	21fb3657369860074b55a885417d7f72bb8149b872391292a811f27ed83f3a1c	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020168175.1.fa	7c17a97810d2cfa972bca0a0fdfecd333dd99a0a967d5a20c610ca159000e805
788	GCF_900478865.1	GCF_900478865.1	PASS	67	4883516	143350	73	4f76d08c4411d0e6b0d0785fcac3a0ffe1fd4ace53c0e870640313b5b13fd9ab	a934b696514bb69173ae0ea84f141231a08388fcc0666167874d5a4a6dbb5e40	3c856fb48f43636a76c0a9992331ef1fd69ce16db4a548c17c1884ea0675945b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900478865.1.fa	b628eb3dd0045bfa5753f83d28132cd0c6b2c9fc7898356e69b1fbef39ab3acf
789	GCF_006230745.1	GCF_006230745.1	PASS	160	5358082	117293	4459	e7b5b40341c007d6b59206ff3088e26a32ca00dffb2e6bbebabeb97bca28420b	7aa9b098792313ba5cbe7552df61ce7c61ebccf0de48fd42ba07ab7015a27b7e	804a513b5a2d2020416fe5e5703ba6a7e25f904256d90f1936c1dd113c4b0635	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_006230745.1.fa	f9923d06c64714cee6f5f39f9561991b9595c68a90252336f877d9e1e730e1bd
790	GCF_002270225.1	GCF_002270225.1	PASS	2	4842515	4762762	0	058d7ea00d97e23fb2cd1985c52c581d4d328bb97d404122b9056b64c95a1f4a	46859ff91859ddc0ce13df746ecf60b7090a1f8c888e93a25c1b73794774eaf9	0cbb2c3413dea4e4d8e67d46753d2b433178acd7c77f1d600f2ac880dc03eacd	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002270225.1.fa	16e779752cc16449f53b2ab350c3cfd611f6ac570def2779e51dafccacb557bb
791	GCF_019890835.1	GCF_019890835.1	PASS	2	4852968	4764500	0	2df25b65f66a783ae00b1848768ca20db0c84756e5d7424bdd5e658afda585c1	662b300a5dbe29cf5a900affcafb6fdc03491d03c44594043b51c2e1d71ca4af	38e6c54c0117b15a9a703ea46c5f236638ae358a6e533a3d5fa6b319273063af	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_019890835.1.fa	e65c65987f8e0ea9085d3ff75ec81eaad79d88957ac1fd302cc5cd51e20109f2
792	GCF_003357405.1	GCF_003357405.1	PASS	142	4704075	191230	318	d9eb188a71bc4a62dfea8bb44595c53eda9812d41f12696e4a3aefb1c5ced8ce	0d91c4e29a599dd74b92b7c2cc2a44a8102f290ef73b210d834b90c0398eccb9	e611a191a78286f5d0f5adaf05902f51754901ec7c43544f2ce51c808c4b8f4f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003357405.1.fa	1b7049a42d3c6559ab444fd2a2224a0f510520befc3c4cb9ff02ab5d3e2c0a46
793	GCF_907177115.1	GCF_907177115.1	PASS	981	5382101	104449	0	ae0836f0a38522caa34f4170bd3c39d3b2aee1bef0fb60c60ef11041f6fb228d	354eabab8d289d970988574541aa40f4dda4a6c0630cf1e797aacb3688a2868f	d1ca7bf4e90dc5e4c42b94ef65450247c92341f779cd547abde0669c59d40640	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_907177115.1.fa	e29a426f87837a9b693e77b4587db09f04b3300e414114dd18b5870a106a6e10
794	GCF_902859095.1	GCF_902859095.1	PASS	104	5028134	298294	0	ba85a87f21b0ad43d6eed3d544e928915fe2d84e88e6a22a7e46c57836d3eac7	b3bbc5bfa15497731b5630a3c57fb3c7f101c0b564dec69146c77f1374607e5c	0f066e2122c3a227218d564c2da14afe9002a33771b6c4c457e61084029c8328	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_902859095.1.fa	a614ae480113db6bfcfd1add7b6204977a3505722421b4bb4f7953ab420aa0c4
795	GCF_016786005.1	GCF_016786005.1	PASS	137	5235356	152044	0	8d4fc2fc292bdcb6a407843065287c953fc5d0ea52a835f37097f93c3a8647c0	0789b77cbbd16b9ea011d535e16f2379cce2b93b7988b2e33138a6b92acbd11b	f3299a6075bda9e3c0332fe28e3d128009176130cd4f901c906676dcafc5e9c9	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016786005.1.fa	abecca7bfae5203a3da07c83dae19a58d78e76fc00c4f908eb97fb01224d7837
796	GCF_002080685.1	GCF_002080685.1	PASS	111	4918747	98730	30	ff21b605c96ccacdf076c6e2d81991fc5d9c09ae6753ef23782b7d367b4ad5e1	98850ec156e198e18414c52998f69f12b2674de2d2a6b18bbd09487b90a63959	cca07f3748e5310fa903636fbc7afb28d9a729833cdcba66ee03349e339d9ccd	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002080685.1.fa	cb87a881a67c593a178f2d5e084a310d94eedd594767ac571637b3491aad81c5
797	GCF_017163055.1	GCF_017163055.1	PASS	120	4774985	174913	0	1c7ad462aa637795adb64e5c72f9904b7f3d74ebafc78b08efa5ea6b6cc39193	4c9e5b609077deab4feb8456159ed01765f484ee356151aaa8cd0b889e3f76f3	fe3d481a7c38939dd11b76e0101c9e1dfb7be1fe21bbfd86078f9ddc4e69bddf	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_017163055.1.fa	ba34ffc781eea48f7cc9913ef44a51c70a80343187ac5010393104192c466b3c
798	GCF_002535165.1	GCF_002535165.1	PASS	197	5312358	116332	0	1bfc5689cf22caa4ac49a04bae3f6a3d9a111becdb6390695d41e7c86143c5d5	5be3f354d9e7d710dc1d1d8bee41fed0dba41eae50d2ae5b4f66ee725524e63b	d060394e750404f02a39bea82a6b2ebf70cc5abc6b34b6b5a675b114749d6073	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002535165.1.fa	1f84dc96749750d7dbd791ee4ab00caef98f2c34cc735ae075ef61c6ee78a3b8
799	GCF_000776795.1	GCF_000776795.1	PASS	125	4963060	152595	27143	a4b426feab6c35779a3d35f8902ece937a794b32eaa1ba5d1ebf272f7d8444d8	351e90e3d8ca5435c53529dda5fe8e53aae9352cb01c2f02c3a3b4218be38d67	514aa4f723395ecf1a5518bbfc2ccb4e7b143dbf4e317ac6170a8be826f9eeb4	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000776795.1.fa	6ad3f7bd1ec38c5fc9d83746df4fe91f4f411b51f871e517d033c27502c9ae7f
800	GCF_004766845.1	GCF_004766845.1	PASS	157	5274961	168023	0	a862ec48664adddb6239fddf2974b88976d830a44a1201761ed38728d57cf027	7edf5e989afa85cba0028db2c6d4f0106f76ad00208c0b966f47fa44b14de484	08736fe771c444d92624fec526bbf35f2aae4a9a46b83947c041a36614023819	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_004766845.1.fa	55fac09a160a8c782fa9547ca110dda4c0b379e6aa9079bc5fecdb472fee9398
801	GCF_907175365.1	GCF_907175365.1	PASS	477	5009261	79896	0	a53665754eb01631553f9db86a23fdbd00de66d45423416237b5b4d7fff50f88	d98aa1656dc338f04de3afbb0de008c8a8312b124e06d33310d1a3cf59c3a3a7	01551b1e5c2842a2a3a91a577c39b767183f84a7599a4c252c802c982f4492bb	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_907175365.1.fa	c76fc8af243eaf4c42b67c97dfcb0ab26f4e180be6a123e02a32faebc8bc182b
802	GCF_002289475.1	GCF_002289475.1	PASS	46	4939056	403505	0	3552aebd31c233182308cb12e567b0844f70e224538b737af8b2884e518a200a	38d6bf775765e65b79c6a4d19f47fef348bc8cdf830e4c914afe2041fbe08a14	d7b1a92eb8c6311f70bf496610ed748038e3ad4473320bbfde785f8ed6a59af0	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002289475.1.fa	cb5654e1e630a9e60f333ffb46887dbc2cc49897d779a447c4bb382683734747
803	GCF_013359015.1	GCF_013359015.1	PASS	152	5149404	133200	432	18c753a5d5ba555afeecbacd58bbe638e4d994d7274f0afc96ea64374810e937	1c92128d1e6eb11fbc9c37f5d8a95ad09c05735dfca05e7cc041441ffce3bdb9	0346e0c88bd70e31235583c36751067996cf7e5380d90b6c7ffd4bc227661939	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_013359015.1.fa	d9ca5c29943f5822ca760130c79ce0a6a41410769a2ee0c19990f37aa0cbd6ef
804	GCF_002834415.1	GCF_002834415.1	PASS	309	5345880	105465	0	c7edf143f40d7588d4a3f6ce04906db298bb1214aab792c6d0eeff99815db378	d1e70170b35d75363ea6d310291d2355650e7576f67f87d13f18282c8cd20ddc	1f915c7bef579c8b91dddbd9e57a8c0b322f4a4f9f513ddeb7f5a82d61ed7395	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002834415.1.fa	40692869e302af00f453791aeb797d1b6c3cab2fdc56ddeb53ee069fbd659fc2
805	GCF_020733985.1	GCF_020733985.1	PASS	71	4700187	315490	0	283d8f38ee727a234df25d1a980c2222c2ca7804fffa380a23bc7bf38e578098	c708286bdc59f2f23981dc7236b52ce4b4952ca47a54a11d9d9a7dee84d23a0d	29dedaab99914658dfd43ecd3cbe3d2fb4ab616d86e4e6a717b427894d227a9b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020733985.1.fa	f4093deb2eeceee0696969b58104cf423a660cf273b23f1a9f14ae09beb02186
806	GCF_013073585.1	GCF_013073585.1	PASS	86	5178590	198824	376	764db9a12d3c6bfab7bbe2bbb23904b6ae84c7b3801dccb811364586583eab77	de95b2c3cf7cd7007151f491974e60efc957f4869ecd8bf8a7861b8b6695c530	74b8237957c51ba773753ff108ee7fa4a3c2e3b9dcf0d381c8a17a50aaefaf98	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_013073585.1.fa	780bb7c9b62cc7fc2689a294758aa1d1b0f8819e76b6a17624396621758bd15d
807	GCF_900481145.1	GCF_900481145.1	PASS	86	5012408	208752	1398	751150464015aacacb0202f1807366ec7633c3029713c5575131333758d85413	0731cefef4d159bd6f0639650eb2d897f7816dccf345ec0ecd4da6a183e79e92	9e5f6c63d7393226114c238ba0c634fc5859b93c65dd5addd66a858716cdb47a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900481145.1.fa	37615d7cb4bf17e1c172e3ff161075e8fca19cf0d7a3db510767e9557e8dd570
