clade_id	n_members	status	ancestral	length	n_source_genomes	host_clades	species
0_0780	1	singleton	n/a	41015	1	host_clade_0001	Mycobacteroides chelonae
0_0781	1	singleton	n/a	53781	1	host_clade_0001	Mycobacteroides abscessus
0_0782	1	singleton	n/a	53774	1	host_clade_0006	Mycolicibacterium sp.
0_0783	2	ml	yes	81183	2	host_clade_0104	Mycobacterium sp. UM_NYF,Mycobacterium sp. UM_RHS
0_0784	2	ml	yes	68866	2	host_clade_0063	Mycolicibacterium wolinskyi
0_0785	1	singleton	n/a	25971	1	host_clade_0055	Mycobacterium sp. SWH-M5
0_0786	1	singleton	n/a	58680	1	host_clade_0001	Mycobacteroides abscessus
0_0787	1	singleton	n/a	27051	1	host_clade_0177	Mycobacterium sp. DL99
0_0788	1	singleton	n/a	38458	1	host_clade_0191	Mycolicibacterium cosmeticum
0_0789	48	ml	yes	149994	46	host_clade_0003,host_clade_0005,host_clade_0714,host_clade_0754	Mycobacterium avium,Mycobacterium botniense,Mycobacterium intracellulare
0_0790	5	ml	yes	63226	5	host_clade_0023	Mycobacterium colombiense
0_0791	4	ml	yes	89735	4	host_clade_0090	Mycolicibacillus trivialis
0_0792	1	singleton	n/a	14429	1	host_clade_0169	Mycobacterium malmoense
0_0793	2	ml	yes	22522	2	host_clade_0027	Mycolicibacter algericus
0_0794	1	singleton	n/a	13518	1	host_clade_0630	uncultured Mycobacterium sp.
0_0795	1	singleton	n/a	42793	1	host_clade_0441	Mycolicibacter acidiphilus
0_0796	1	singleton	n/a	18260	1	host_clade_0277	Mycobacterium barrassiae
0_0797	1	singleton	n/a	60284	1	host_clade_0705	Mycobacterium sp. MYCO198283
0_0798	1	singleton	n/a	43556	1	host_clade_0692	Mycolicibacterium sp. XJ1819
0_0799	1	singleton	n/a	14480	1	host_clade_0066	Mycobacterium paragordonae
0_0800	1	singleton	n/a	53418	1	host_clade_0119	Mycobacterium sp. NGS52
0_0801	1	singleton	n/a	8889	1	host_clade_0317	Mycobacterium interjectum
0_0802	13	ml	yes	23865	13	host_clade_0022	Mycobacterium kiyosense
0_0803	11	ml	yes	111730	11	host_clade_0006,host_clade_0013	Mycobacterium sp. VKM Ac-1817D,Mycolicibacterium fortuitum,Mycolicibacterium senegalense
0_0804	7	ml	yes	35726	6	host_clade_0001,host_clade_0020	Mycobacteroides abscessus,Mycolicibacterium mucogenicum,Mycolicibacterium porcinum
0_0805	1	singleton	n/a	10755	1	host_clade_0001	Mycobacterium sp. SMC-13
0_0806	3	ml	yes	106066	3	host_clade_0001	Mycobacterium sp. SMC-16,Mycobacterium toneyamaense,Mycolicibacterium mucogenicum
0_0807	3	ml	yes	20761	3	host_clade_0152	Mycolicibacterium alvei
0_0808	3	ml	yes	108163	3	host_clade_0073	Mycolicibacterium mucogenicum
0_0809	2	ml	yes	20544	2	host_clade_0048	Mycobacterium sp. UNCCL9,Mycolicibacterium neoaurum
0_0810	2	ml	yes	13543	2	host_clade_0013	Mycolicibacterium senegalense
0_0811	1	singleton	n/a	10622	1	host_clade_0261	Mycolicibacterium rhodesiae
0_0812	1	singleton	n/a	9791	1	host_clade_0229	Mycobacterium sp. ZZG
0_0813	1	singleton	n/a	11087	1	host_clade_0437	Mycobacterium dioxanotrophicus
0_0814	1	singleton	n/a	13626	1	host_clade_0077	Mycolicibacterium thermoresistibile
0_0815	1	singleton	n/a	12371	1	host_clade_0042	Mycolicibacterium obuense
0_0816	1	singleton	n/a	10390	1	host_clade_0432	Mycobacterium sp. WMMD1722
0_0817	1	singleton	n/a	25182	1	host_clade_0350	Mycolicibacterium sp. HS_4_1
0_0818	29	ml	yes	149822	29	host_clade_0003,host_clade_0005,host_clade_0056	Mycobacterium avium,Mycobacterium intracellulare,Mycobacterium malmoense
0_0819	3	ml	yes	10530	3	host_clade_0056,host_clade_0069	Mycobacterium paraffinicum,Mycobacterium parascrofulaceum
0_0820	4	ml	yes	46256	4	host_clade_0005	Mycobacterium intracellulare
0_0821	1	singleton	n/a	11327	1	host_clade_0003	Mycobacterium avium
0_0822	3	ml	yes	75420	3	host_clade_0003	Mycobacterium avium
0_0823	3	ml	yes	17386	3	host_clade_0049,host_clade_0066	Mycobacterium gordonae,Mycobacterium paragordonae
0_0824	3	ml	yes	18569	3	host_clade_0003	Mycobacterium avium
0_0825	1	singleton	n/a	84319	1	host_clade_0054	Mycobacterium xenopi
0_0826	1	singleton	n/a	14742	1	host_clade_0003	Mycobacterium avium
0_0827	1	singleton	n/a	10921	1	host_clade_0435	Mycobacterium simiae
0_0828	1	singleton	n/a	12249	1	host_clade_0004	Mycobacterium kansasii
0_0829	1	singleton	n/a	13365	1	host_clade_0031	Mycobacterium riyadhense
0_0830	1	singleton	n/a	8756	1	host_clade_0430	Mycolicibacterium komossense
0_0831	1	singleton	n/a	11012	1	host_clade_0089	Mycobacterium sp. NTMscope_Eco_3
0_0832	9	ml	yes	12431	9	host_clade_0061	Mycobacterium shinjukuense
0_0833	4	ml	yes	19276	4	host_clade_0006,host_clade_0103,host_clade_0294	Mycolicibacterium fortuitum,Mycolicibacterium lutetiense,Mycolicibacterium setense
0_0834	1	singleton	n/a	4284	1	host_clade_0006	Mycolicibacterium fortuitum
0_0835	1	singleton	n/a	9019	1	host_clade_0533	Mycobacterium sp. ST-F2
0_0836	1	singleton	n/a	10611	1	host_clade_0003	Mycobacterium avium
0_0837	1	singleton	n/a	10317	1	host_clade_0026	Mycolicibacterium mageritense
0_0838	1	singleton	n/a	10197	1	host_clade_0716	Mycobacterium sp. 236(2023)
0_0839	1	singleton	n/a	9640	1	host_clade_0006	Mycolicibacterium fortuitum
0_0840	1	singleton	n/a	10684	1	host_clade_0001	Mycobacteroides abscessus
0_0841	1	singleton	n/a	83097	1	host_clade_0006	Mycolicibacterium sp.
0_0842	1	singleton	n/a	81448	1	host_clade_0006	Mycolicibacterium fortuitum
0_0843	1	singleton	n/a	10003	1	host_clade_0006	Mycolicibacterium fortuitum
0_0844	21	ml	yes	15297	21	host_clade_0002	Mycobacterium marinum
0_0845	10	ml	yes	14925	10	host_clade_0002	Mycobacterium marinum
0_0846	10	ml	yes	58362	10	host_clade_0002	Mycobacterium marinum
0_0847	4	ml	yes	16411	4	host_clade_0032,host_clade_0049	Mycobacterium gordonae,Mycobacterium paragordonae
0_0848	3	ml	yes	34549	3	host_clade_0002	Mycobacterium marinum
0_0849	1	singleton	n/a	21160	1	host_clade_0002	Mycobacterium marinum
0_0850	1	singleton	n/a	11676	1	host_clade_0144	Mycobacterium kansasii
0_0851	16	ml	yes	149998	16	host_clade_0003,host_clade_0006,host_clade_0008,host_clade_0015,host_clade_0020,host_clade_0130	Mycobacterium avium,Mycolicibacterium aubagnense,Mycolicibacterium fortuitum
0_0852	12	ml	yes	149992	11	host_clade_0006,host_clade_0013	Mycolicibacterium fortuitum,Mycolicibacterium senegalense
0_0853	3	ml	yes	95689	3	host_clade_0013	Mycolicibacterium senegalense
0_0854	1	singleton	n/a	58475	1	host_clade_0026	Mycolicibacterium mageritense
0_0855	2	ml	yes	11052	2	host_clade_0006	Mycolicibacterium fortuitum
0_0856	1	singleton	n/a	19206	1	host_clade_0006	Mycolicibacterium fortuitum
0_0857	1	singleton	n/a	61690	1	host_clade_0155	Mycolicibacterium brisbanense
0_0858	1	singleton	n/a	20321	1	host_clade_0015	uncultured Mycobacteriaceae bacterium
0_0859	1	singleton	n/a	50366	1	host_clade_0055	Mycolicibacterium goodii
0_0860	1	singleton	n/a	63039	1	host_clade_0020	Mycolicibacterium porcinum
0_0861	3	ml	yes	14394	3	host_clade_0081,host_clade_0191	Mycolicibacterium cosmeticum,Mycolicibacterium gilvum
0_0862	2	ml	yes	21678	2	host_clade_0277	Mycobacterium barrassiae,Mycobacterium sp. NGS30
0_0863	2	ml	yes	24410	2	host_clade_0071,host_clade_0574	Mycobacterium sp. SMC-4,Mycobacterium sp. TJFP1
0_0864	2	ml	yes	10802	2	host_clade_0221	Mycolicibacterium mengxianglii
0_0865	1	singleton	n/a	10606	1	host_clade_0028	Mycolicibacterium frederiksbergense
0_0866	1	singleton	n/a	10943	1	host_clade_0237	Mycolicibacterium litorale
0_0867	1	singleton	n/a	10445	1	host_clade_0009	Mycolicibacterium sp. SCSIO 43805
0_0868	1	singleton	n/a	10916	1	host_clade_0028	Mycolicibacterium frederiksbergense
0_0869	1	singleton	n/a	21795	1	host_clade_0142	Mycobacterium attenuatum
0_0870	4	ml	yes	24460	4	host_clade_0013	Mycolicibacterium senegalense
0_0871	3	ml	yes	139152	3	host_clade_0015	Mycolicibacterium peregrinum
0_0872	3	ml	yes	85372	3	host_clade_0015	Mycolicibacterium peregrinum
0_0873	1	singleton	n/a	59784	1	host_clade_0217	Mycobacterium sp. 852013-50091_SCH5140682
0_0874	1	singleton	n/a	53793	1	host_clade_0046	Mycobacterium sp. djl-10
0_0875	1	singleton	n/a	35785	1	host_clade_0636	Mycobacterium sp. ABE4_509
0_0876	6	ml	yes	14722	6	host_clade_0049,host_clade_0125	Mycobacterium gordonae,Mycobacterium sp. ML1,Mycobacterium sp. ML2
0_0877	5	ml	yes	36383	4	host_clade_0056,host_clade_0057,host_clade_0120	Mycobacterium intermedium,Mycobacterium marseillense,Mycobacterium parascrofulaceum
0_0878	2	ml	yes	16709	2	host_clade_0248	Mycolicibacterium helvum
0_0879	1	singleton	n/a	7283	1	host_clade_0003	Mycobacterium avium
0_0880	1	singleton	n/a	10504	1	host_clade_0538	Mycobacterium sp.
0_0881	1	singleton	n/a	7165	1	host_clade_0049	Mycobacterium gordonae
0_0882	1	singleton	n/a	10255	1	host_clade_0677	Mycobacterium sp. IDR2000157661
0_0883	3	ml	yes	10965	3	host_clade_0030	Mycobacterium sp. NGS14,Mycobacterium sp. NGS35,Mycobacterium sp. NGS43
0_0884	2	ml	yes	24398	2	host_clade_0210	Mycolicibacterium baixiangningiae
0_0885	1	singleton	n/a	5948	1	host_clade_0237	Mycolicibacterium litorale
0_0886	1	singleton	n/a	6275	1	host_clade_0004	Mycobacterium kansasii
0_0887	1	singleton	n/a	7230	1	host_clade_0028	Mycolicibacterium frederiksbergense
0_0888	1	singleton	n/a	10751	1	host_clade_0009	Mycobacterium sp. G7A2
0_0889	1	singleton	n/a	11495	1	host_clade_0017	Mycolicibacterium elephantis
0_0890	1	singleton	n/a	13386	1	host_clade_0673	Mycolicibacterium gilvum
0_0891	5	ml	yes	42059	5	host_clade_0013	Mycolicibacterium senegalense
0_0892	5	ml	yes	27728	5	host_clade_0065	Mycolicibacter arupensis
0_0893	2	ml	yes	23853	2	host_clade_0167,host_clade_0722	Mycobacterium sp. SVM_VP21,Mycolicibacter kumamotonensis
0_0894	1	singleton	n/a	19386	1	host_clade_0078	Mycobacterium sherrisii
0_0895	1	singleton	n/a	11397	1	host_clade_0722	Mycobacterium sp. SVM_VP21
0_0896	1	singleton	n/a	39135	1	host_clade_0119	Mycobacterium sp. NGS51
0_0897	3	ml	yes	53145	3	host_clade_0006,host_clade_0015,host_clade_0026	Mycobacterium sp. NPDC049093,Mycobacterium sp. SWH-M3,Mycolicibacterium fortuitum
0_0898	3	ml	yes	70654	3	host_clade_0006,host_clade_0013	Mycolicibacterium fortuitum,Mycolicibacterium senegalense
0_0899	1	singleton	n/a	29715	1	host_clade_0514	Mycolicibacterium tusciae
0_0900	1	singleton	n/a	39941	1	host_clade_0001	Mycobacterium sp. SMC-13
0_0901	2	ml	yes	32858	2	host_clade_0284	Mycolicibacter senuensis
0_0902	1	singleton	n/a	13293	1	host_clade_0172	Mycolicibacter sinensis
0_0903	1	singleton	n/a	12030	1	host_clade_0079	Mycolicibacter sinensis
0_0904	1	singleton	n/a	35627	1	host_clade_0167	Mycolicibacter kumamotonensis
0_0905	1	singleton	n/a	55804	1	host_clade_0079	Mycobacterium polyniensis
0_0906	1	singleton	n/a	13673	1	host_clade_0027	Mycobacterium sp. pW045
0_0907	2	ml	yes	56286	2	host_clade_0131,host_clade_0325	Mycobacterium sp.,Mycolicibacterium grossiae
0_0908	2	ml	yes	60337	2	host_clade_0064,host_clade_0742	Mycobacterium sp. NPDC003323,Mycolicibacterium iranicum
0_0909	1	singleton	n/a	27129	1	host_clade_0050	Mycobacterium sp. NGS24
0_0910	2	ml	yes	49627	2	host_clade_0015,host_clade_0294	Mycobacterium sp. NPDC049093,Mycolicibacterium lutetiense
0_0911	2	ml	yes	50873	2	host_clade_0003	Mycobacterium sp. MAC_011194_8550,Mycobacterium sp. MAC_080597_8934
0_0912	1	singleton	n/a	34848	1	host_clade_0015	Mycobacterium sp. 20-525
