genome_key	origin	source_ns	accession	numeric	species	prophage_count	canonical_acc	plan	resolution_method	link_gz	bvbrc_contigs	notes
GCA_000658175.1	v2_only	V2_NUMERIC	GCA_000658175.1	000658175			GCA_000658175.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658175.1/GCA_000658175.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658175.1)
GCA_000658195.1	v2_only	V2_NUMERIC	GCA_000658195.1	000658195			GCA_000658195.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658195.1/GCA_000658195.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658195.1)
GCA_000658215.1	v2_only	V2_NUMERIC	GCA_000658215.1	000658215			GCA_000658215.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658215.1/GCA_000658215.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658215.1)
GCA_000658235.1	v2_only	V2_NUMERIC	GCA_000658235.1	000658235			GCA_000658235.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658235.1/GCA_000658235.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658235.1)
GCA_000658255.1	v2_only	V2_NUMERIC	GCA_000658255.1	000658255			GCA_000658255.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658255.1/GCA_000658255.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658255.1)
GCA_000658275.1	v2_only	V2_NUMERIC	GCA_000658275.1	000658275			GCA_000658275.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658275.1/GCA_000658275.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658275.1)
GCA_000658295.1	v2_only	V2_NUMERIC	GCA_000658295.1	000658295			GCA_000658295.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658295.1/GCA_000658295.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658295.1)
GCA_000658315.1	v2_only	V2_NUMERIC	GCA_000658315.1	000658315			GCA_000658315.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658315.1/GCA_000658315.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658315.1)
GCA_000658335.1	v2_only	V2_NUMERIC	GCA_000658335.1	000658335			GCA_000658335.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658335.1/GCA_000658335.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658335.1)
GCA_000658355.1	v2_only	V2_NUMERIC	GCA_000658355.1	000658355			GCA_000658355.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658355.1/GCA_000658355.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658355.1)
GCA_000658375.1	v2_only	V2_NUMERIC	GCA_000658375.1	000658375			GCA_000658375.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658375.1/GCA_000658375.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658375.1)
GCA_000658395.1	v2_only	V2_NUMERIC	GCA_000658395.1	000658395			GCA_000658395.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658395.1/GCA_000658395.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658395.1)
GCA_000658415.1	v2_only	V2_NUMERIC	GCA_000658415.1	000658415			GCA_000658415.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658415.1/GCA_000658415.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658415.1)
GCA_000658435.1	v2_only	V2_NUMERIC	GCA_000658435.1	000658435			GCA_000658435.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658435.1/GCA_000658435.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658435.1)
GCA_000658455.1	v2_only	V2_NUMERIC	GCA_000658455.1	000658455			GCA_000658455.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658455.1/GCA_000658455.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658455.1)
GCA_000658475.1	v2_only	V2_NUMERIC	GCA_000658475.1	000658475			GCA_000658475.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658475.1/GCA_000658475.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658475.1)
GCA_000658495.1	v2_only	V2_NUMERIC	GCA_000658495.1	000658495			GCA_000658495.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658495.1/GCA_000658495.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658495.1)
GCA_000658515.1	v2_only	V2_NUMERIC	GCA_000658515.1	000658515			GCA_000658515.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658515.1/GCA_000658515.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658515.1)
GCA_000658535.1	v2_only	V2_NUMERIC	GCA_000658535.1	000658535			GCA_000658535.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658535.1/GCA_000658535.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658535.1)
GCA_000658555.1	v2_only	V2_NUMERIC	GCA_000658555.1	000658555			GCA_000658555.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658555.1/GCA_000658555.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658555.1)
GCA_000658575.1	v2_only	V2_NUMERIC	GCA_000658575.1	000658575			GCA_000658575.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658575.1/GCA_000658575.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658575.1)
GCA_000658595.1	v2_only	V2_NUMERIC	GCA_000658595.1	000658595			GCA_000658595.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658595.1/GCA_000658595.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658595.1)
GCA_000658615.1	v2_only	V2_NUMERIC	GCA_000658615.1	000658615			GCA_000658615.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658615.1/GCA_000658615.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658615.1)
GCA_000658635.1	v2_only	V2_NUMERIC	GCA_000658635.1	000658635			GCA_000658635.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658635.1/GCA_000658635.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658635.1)
GCA_000658655.1	v2_only	V2_NUMERIC	GCA_000658655.1	000658655			GCA_000658655.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658655.1/GCA_000658655.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658655.1)
GCA_000658675.1	v2_only	V2_NUMERIC	GCA_000658675.1	000658675			GCA_000658675.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658675.1/GCA_000658675.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658675.1)
GCA_000658695.1	v2_only	V2_NUMERIC	GCA_000658695.1	000658695			GCA_000658695.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658695.1/GCA_000658695.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658695.1)
GCA_000658715.1	v2_only	V2_NUMERIC	GCA_000658715.1	000658715			GCA_000658715.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658715.1/GCA_000658715.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658715.1)
GCA_000658735.1	v2_only	V2_NUMERIC	GCA_000658735.1	000658735			GCA_000658735.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658735.1/GCA_000658735.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658735.1)
GCA_000658755.1	v2_only	V2_NUMERIC	GCA_000658755.1	000658755			GCA_000658755.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658755.1/GCA_000658755.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658755.1)
GCA_000658775.1	v2_only	V2_NUMERIC	GCA_000658775.1	000658775			GCA_000658775.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658775.1/GCA_000658775.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658775.1)
GCA_000658795.1	v2_only	V2_NUMERIC	GCA_000658795.1	000658795			GCA_000658795.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658795.1/GCA_000658795.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658795.1)
GCA_000658815.1	v2_only	V2_NUMERIC	GCA_000658815.1	000658815			GCA_000658815.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658815.1/GCA_000658815.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658815.1)
GCA_000658835.1	v2_only	V2_NUMERIC	GCA_000658835.1	000658835			GCA_000658835.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658835.1/GCA_000658835.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658835.1)
GCA_000658855.1	v2_only	V2_NUMERIC	GCA_000658855.1	000658855			GCA_000658855.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658855.1/GCA_000658855.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658855.1)
GCA_000658875.1	v2_only	V2_NUMERIC	GCA_000658875.1	000658875			GCA_000658875.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658875.1/GCA_000658875.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658875.1)
GCA_000658905.1	v2_only	V2_NUMERIC	GCA_000658905.1	000658905			GCA_000658905.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658905.1/GCA_000658905.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658905.1)
GCA_000658925.1	v2_only	V2_NUMERIC	GCA_000658925.1	000658925			GCA_000658925.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658925.1/GCA_000658925.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658925.1)
GCA_000658945.1	v2_only	V2_NUMERIC	GCA_000658945.1	000658945			GCA_000658945.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000658945.1/GCA_000658945.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000658945.1)
GCA_000659005.1	v2_only	V2_NUMERIC	GCA_000659005.1	000659005			GCA_000659005.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659005.1/GCA_000659005.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659005.1)
GCA_000659025.1	v2_only	V2_NUMERIC	GCA_000659025.1	000659025			GCA_000659025.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659025.1/GCA_000659025.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659025.1)
GCA_000659045.1	v2_only	V2_NUMERIC	GCA_000659045.1	000659045			GCA_000659045.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659045.1/GCA_000659045.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659045.1)
GCA_000659065.1	v2_only	V2_NUMERIC	GCA_000659065.1	000659065			GCA_000659065.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659065.1/GCA_000659065.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659065.1)
GCA_000659085.1	v2_only	V2_NUMERIC	GCA_000659085.1	000659085			GCA_000659085.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659085.1/GCA_000659085.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659085.1)
GCA_000659105.1	v2_only	V2_NUMERIC	GCA_000659105.1	000659105			GCA_000659105.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659105.1/GCA_000659105.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659105.1)
GCA_000659125.1	v2_only	V2_NUMERIC	GCA_000659125.1	000659125			GCA_000659125.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659125.1/GCA_000659125.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659125.1)
GCA_000659145.1	v2_only	V2_NUMERIC	GCA_000659145.1	000659145			GCA_000659145.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659145.1/GCA_000659145.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659145.1)
GCA_000659165.1	v2_only	V2_NUMERIC	GCA_000659165.1	000659165			GCA_000659165.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659165.1/GCA_000659165.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659165.1)
GCA_000659185.1	v2_only	V2_NUMERIC	GCA_000659185.1	000659185			GCA_000659185.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659185.1/GCA_000659185.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659185.1)
GCA_000659205.1	v2_only	V2_NUMERIC	GCA_000659205.1	000659205			GCA_000659205.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659205.1/GCA_000659205.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659205.1)
GCA_000659225.1	v2_only	V2_NUMERIC	GCA_000659225.1	000659225			GCA_000659225.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659225.1/GCA_000659225.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659225.1)
GCA_000659245.1	v2_only	V2_NUMERIC	GCA_000659245.1	000659245			GCA_000659245.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659245.1/GCA_000659245.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659245.1)
GCA_000659265.1	v2_only	V2_NUMERIC	GCA_000659265.1	000659265			GCA_000659265.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659265.1/GCA_000659265.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659265.1)
GCA_000659285.1	v2_only	V2_NUMERIC	GCA_000659285.1	000659285			GCA_000659285.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659285.1/GCA_000659285.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659285.1)
GCA_000659305.1	v2_only	V2_NUMERIC	GCA_000659305.1	000659305			GCA_000659305.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659305.1/GCA_000659305.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659305.1)
GCA_000659325.1	v2_only	V2_NUMERIC	GCA_000659325.1	000659325			GCA_000659325.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659325.1/GCA_000659325.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659325.1)
GCA_000659345.1	v2_only	V2_NUMERIC	GCA_000659345.1	000659345			GCA_000659345.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659345.1/GCA_000659345.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659345.1)
GCA_000659365.1	v2_only	V2_NUMERIC	GCA_000659365.1	000659365			GCA_000659365.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659365.1/GCA_000659365.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659365.1)
GCA_000659385.1	v2_only	V2_NUMERIC	GCA_000659385.1	000659385			GCA_000659385.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659385.1/GCA_000659385.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659385.1)
GCA_000659405.1	v2_only	V2_NUMERIC	GCA_000659405.1	000659405			GCA_000659405.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659405.1/GCA_000659405.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659405.1)
GCA_000659425.1	v2_only	V2_NUMERIC	GCA_000659425.1	000659425			GCA_000659425.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659425.1/GCA_000659425.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659425.1)
GCA_000659445.1	v2_only	V2_NUMERIC	GCA_000659445.1	000659445			GCA_000659445.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659445.1/GCA_000659445.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659445.1)
GCA_000659465.1	v2_only	V2_NUMERIC	GCA_000659465.1	000659465			GCA_000659465.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659465.1/GCA_000659465.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659465.1)
GCA_000659485.1	v2_only	V2_NUMERIC	GCA_000659485.1	000659485			GCA_000659485.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659485.1/GCA_000659485.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659485.1)
GCA_000659505.1	v2_only	V2_NUMERIC	GCA_000659505.1	000659505			GCA_000659505.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659505.1/GCA_000659505.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659505.1)
GCA_000659525.1	v2_only	V2_NUMERIC	GCA_000659525.1	000659525			GCA_000659525.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659525.1/GCA_000659525.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659525.1)
GCA_000659545.1	v2_only	V2_NUMERIC	GCA_000659545.1	000659545			GCA_000659545.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659545.1/GCA_000659545.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659545.1)
GCA_000659565.1	v2_only	V2_NUMERIC	GCA_000659565.1	000659565			GCA_000659565.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659565.1/GCA_000659565.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659565.1)
GCA_000659585.1	v2_only	V2_NUMERIC	GCA_000659585.1	000659585			GCA_000659585.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659585.1/GCA_000659585.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659585.1)
GCA_000659605.1	v2_only	V2_NUMERIC	GCA_000659605.1	000659605			GCA_000659605.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659605.1/GCA_000659605.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659605.1)
GCA_000659625.1	v2_only	V2_NUMERIC	GCA_000659625.1	000659625			GCA_000659625.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659625.1/GCA_000659625.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659625.1)
GCA_000659645.1	v2_only	V2_NUMERIC	GCA_000659645.1	000659645			GCA_000659645.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659645.1/GCA_000659645.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659645.1)
GCA_000659665.1	v2_only	V2_NUMERIC	GCA_000659665.1	000659665			GCA_000659665.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659665.1/GCA_000659665.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659665.1)
GCA_000659685.1	v2_only	V2_NUMERIC	GCA_000659685.1	000659685			GCA_000659685.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659685.1/GCA_000659685.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659685.1)
GCA_000659705.1	v2_only	V2_NUMERIC	GCA_000659705.1	000659705			GCA_000659705.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659705.1/GCA_000659705.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659705.1)
GCA_000659725.1	v2_only	V2_NUMERIC	GCA_000659725.1	000659725			GCA_000659725.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659725.1/GCA_000659725.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659725.1)
GCA_000659745.1	v2_only	V2_NUMERIC	GCA_000659745.1	000659745			GCA_000659745.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659745.1/GCA_000659745.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659745.1)
GCA_000659765.1	v2_only	V2_NUMERIC	GCA_000659765.1	000659765			GCA_000659765.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659765.1/GCA_000659765.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659765.1)
GCA_000659785.1	v2_only	V2_NUMERIC	GCA_000659785.1	000659785			GCA_000659785.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659785.1/GCA_000659785.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659785.1)
GCA_000659805.1	v2_only	V2_NUMERIC	GCA_000659805.1	000659805			GCA_000659805.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659805.1/GCA_000659805.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659805.1)
GCA_000659825.1	v2_only	V2_NUMERIC	GCA_000659825.1	000659825			GCA_000659825.1	link_v1v2	v2_cohort_entry	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_000659825.1/GCA_000659825.1.pansn.fa.gz		v2 cohort assembly not in export (twins in v2 list: GCF_000659825.1)
