cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
176	250	asm-v1-e660ce4d8282f147259e8521	GCF_000351505.1	604	occ-v1-00d1e7c8996542b579385b05	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b88081fccd6af0e96009b9b70ce03b5c897baf7214c2bbd7ac4525c961ffde	240/25353	25353/240	.	7e019a4d3844349ba47ace896998240a62f185046ec23396dc3ae0401d6ae307	2ef9f5da558f97c5d61046c9f5e6ac8e64c5f5bffeb775aaa479c567c4e22169
177	250	asm-v1-318e5142cdd30348e9d7b1d7	GCF_904809765.1	25546	occ-v1-19b850099e1634dd48279fff	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b899fdffe00129138d6e48cc10758e9b7fc25e20daadba5417abaf90eddd77	240/25353	25353/240	.	87ec9b4af284d7743998e6524bfe00cc51c59a797cc605761c8307dc188980a1	d679a573fcddacc68f2e8b7610b11459e7cfbab2f19d3c3690aa94e100ece423
178	250	asm-v1-cbb48126638d0d5dd8c16f2c	GCF_015693755.1	19631	occ-v1-cbef76b21ef9f192aae1bce6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b8f250d235305c4c8911cbc0ce4aa197db6d22b9dbd804022b552bf68208c2	240/25353	25353/240	.	8618804ae5597ff3b0e3f1cc402b81052496e415df75fa0d9ff0951d7b7d899e	ec5da9263ff688ce8561614267f1df4eae8bed6d292a3047b99530662bcf8e93
179	250	asm-v1-5c4b39abe3b38497b26224d8	GCF_021341955.1	23811	occ-v1-2ff98745fdbcfe06b9274fe4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01baa062dff78b89b8e4409369131091ce037ac7d2a310b784de392254639bb2	240/25353	25353/240	.	46ea8b77b22ee1bf9fce5de5fd8593d2f9a6e6ee84164a00b0e5b8badac687e1	441197297d32d2389cfffda27bee440c72a1a23e4b4c1482e3f23eb8af4b5b00
180	250	asm-v1-e3d94b015c2c07dcc06cab55	GCF_003292875.1	10385	occ-v1-fb8ead0c9520ad7511050ae8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01bc8c6fad7eaa1ff7e871c432a70568990998e4adb6f9a70c4472929ef00832	240/25353	25353/240	.	f868d571bdc0bf9496215069ae3c6d2e3a2a1a2829fd58ec1c12ee59cdf3b2da	da18cc91e1017096851bc33de868eb59acb815e0af2858fb93a0de1255f10d82
181	250	asm-v1-b9f037fe1f1d19e481d31039	GCF_000647475.1	1863	occ-v1-ec95cd8860e5e5e850b5c95e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01be07bd3760924357da4bfa60839cdc0ed323f86ac2f7b73e98d8318a8df291	240/25353	25353/240	.	f88919e4e38aa6ef580c9c676f48707c0e471caf5e1f819471ad0fbc232d5e67	38ee9ec9d1c0b37b6c9414fb21d1a8f04d89ac4f120cc042f21357abc8480c34
182	250	asm-v1-c2b4dece194a16291f6270a0	GCF_003293265.1	10404	occ-v1-4a3099808ac4730f094fbc28	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01c0489e4e544bde052ee4bca5d9ee0a8f32066e13e2888946e8c94ecdcd7412	240/25353	25353/240	.	3bdc409baf92b46b35aaf371f7428153c8b91763fb99aebf989dc01434bf8f11	02a8d7c51e70178f85bb15738a731b1a73d8cfd0aa4c63c568b70a4f8a69a54a
183	250	asm-v1-93e0f514730fb93e33760692	GCF_002467555.1	7194	occ-v1-6760bace29e301aa522c2b78	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01c3ac347a17dd100f8a1b50007b5d04e444c742aab20b50950ff2b89aec328c	240/25353	25353/240	.	3ee118f5349d158f7e5f20d6971d682be1f55c5213a5443dc7e2f9ec36af0f44	257142e198a6ff7e9ead86afb14638dbeb888d4d898da501aee662b2e09e3393
184	250	asm-v1-a1676ab352c410050bf8e59b	GCF_904810175.1	25581	occ-v1-315167f93ff80a0d63ebe423	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01c6e5ffc46695980b1e05fa3e5e9ed57b4c2517d761fce5a29263a6a7e3c6cb	240/25353	25353/240	.	8297d6df8abb63abc73fed4dea657c2bb7383988813d9c9a2cbab9dbc319c9a2	9e3d14e7985b34afed9cee2b8cb5e3cdc3a4db25bf7ce5d9dc00db9678056ae7
185	250	asm-v1-251de39be7e1c44540c9e3da	GCF_003367575.1	11428	occ-v1-487b1827574a547e2e390300	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01c873f261d1a9454b746e771440f6f9ea5fc271207213d44dfb3204a15aaeeb	240/25353	25353/240	.	ac0f739de8f558dacf1d3229db68268700641504c47ed75689418f02546a8796	83c15ea773c84030c3694c9c97eb789422f703902ee4881d0327ba129d9e192b
186	250	asm-v1-2e65102e92a297031a2b0cf7	GCF_009880525.1	16803	occ-v1-1654eff5b0106cfea4f98122	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01c8a1e04dff69e8e4617513fe84631d7a4ff566e96b7cca809d6ad4a36f3a4f	240/25353	25353/240	.	02f524d7e4a4c9796456a29c81d9d02bf886990a5eed11d5d3a9378a51037f49	d57accc5883a8fd21a913c2126d6fdd73f1a701c194ba401d7a4a022275f4caa
187	250	asm-v1-ea4bee677ba1d5d62e3305c9	GCF_000752535.1	2173	occ-v1-e9bc1279c619f0c5b9b5eb35	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01cedab478edf86db5696e8d5ada9c014769e8b9bdaf8539fe562183bbc9ec50	240/25353	25353/240	.	3e4933033b4e37cc412bc0b171728c8a332abb925dd9547ff81679155fcb46fb	e36fa611847bb33fedf82f9210fbe928e1ca3917b76d2fee501a6c47a2808350
188	250	asm-v1-227c65ff97217d46d0fb82f9	GCF_011045875.1	17179	occ-v1-7812ee5888fd85a651d99f75	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01cefb130acd338c8c5c2a83403c62879733cc7284f78dc63429f159aa5c8dbc	240/25353	25353/240	.	8e40182d498860c7194068c1da38c898f8048c7a60b815d3b158bf53c7c73061	5e4ca3e7b0f222af56b96ff257084f2aa3f9495919673006f10242ed2d9f3656
189	250	asm-v1-0aabc5465be171c5c89e39af	GCF_000442065.2	1002	occ-v1-86d941460840d8ac864161be	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01cfbd01e4bdeae13f51d6ad232be5a4fc25174f7aa8399fdc12c0ae2c9f42fc	240/25353	25353/240	.	a0f5632d392ae4fac5e5cac5d3e31f455ab1614ed782f82425ac7eaa46c10329	4bcc9ae4a763d53f37b674fef37bb0f993d19da2ecfc1f675a1eb1800c1b53f4
190	250	asm-v1-86c6da29c0e6a3cf2268ff28	GCF_003686895.1	11707	occ-v1-7d211b8cb9aeab906aeb315e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01d34de37703eac532c475d652a1362a4b4816b3632938cd592b852a548668b9	240/25353	25353/240	.	2d798c300019019981aac8befcf5ab36270909fc73b720140bb793e57d94138b	734538be14a070c2f3b7d1ec85dba18834408d4b29ec8b8219fa817dd122be4d
191	250	asm-v1-11b8c4a57bf5d44058fd6440	GCF_010820865.1	17065	occ-v1-5a13e9b9c3aeb2bff7fa87bb	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01d56bb3438e981846952cad4d3e95116fb8db286e90fe4f42bb410998e21563	240/25353	25353/240	.	35261e776a239a730cd8cb448a563750efe317c9f878cf574444dd46bcbf4e77	16feacb1fda9e9c05ad3d3bf8fbe5c82234f3cb048eae0bc3b7772b64c00db4a
192	250	asm-v1-48824786b3fbe77253cb7c00	GCF_003322845.1	10976	occ-v1-ebffc4504763d852f5379e0c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01d7a4af678bd9c4757e62f588832e1b8c7c7ad97f225c3b2e1a8dc9248eddb7	240/25353	25353/240	.	7af78a410c7e2acdc74857a33780035fc03c1a128238a915f08ee9137a01d78c	babd1a7d205f8a3ae0492c74a483d6ee528c3be2c8a6693b13774b29a29b8c42
193	250	asm-v1-ae7305ab4241714005ede296	GCF_900499545.1	24985	occ-v1-f3b48f097b68690461aed082	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01da47301e95924b09a7a8dba9c807f12b51b974f06374a64f4e30d2a192418c	240/25353	25353/240	.	92584b2c60fe0c27fca8fc2dc3e74435969d63fa9d6847956360fb4f7ea47526	ec7778a86bc5fe8e202ee5c9243d9cdd4010066458f12b0f0dfe80f9f1d22092
194	250	asm-v1-acfac73f6f18d0a18daba2e3	GCF_003328195.1	11014	occ-v1-39957e172f5d24c490ec0da4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01da5e98269a31490abef5d873791bc371cf09ed83400ed50647a637e001a31e	240/25353	25353/240	.	4fce349fbede60076f2a17df8c27712120d72e58567606813afa50109b70f8f9	1bd92fa3766d21bd1e0cbf2964ebe57349ecc0244315bba656d3f192ce4d77f7
195	250	asm-v1-932a752d0845586a1e984fd9	GCF_002770195.1	8956	occ-v1-26675e65c562cba692247d7d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01dad4febb2329f94aa8801b1310d06235f580b0ec5c94317a2bfb79e9a7e843	240/25353	25353/240	.	81873910cd7130fb147d454ef80882d793cd52c6da3605acb2b3f67accb56780	a7e14b646a81186f90180262d1641c2abc9188f87882b7f6220f164a6b05645e
196	250	asm-v1-9542c6dd974a38a34bb4d4e6	GCF_002016465.1	5086	occ-v1-a269972a2dfe86ed3a80fa36	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01dbbd52c0455ab6ae897843604012848a4dbe29ee2f8e7323262b4d85bf1916	240/25353	25353/240	.	66c0e3bc0da1330271021a947d6c51c8e45939e3c1345c680ef3199c5f552f4d	e84e37cb4f68001dc5a1f8dbc2ffe02b4a318cdb5dadfaf15cea95d5d7ca7d3b
197	250	asm-v1-a99c50eaabc68b451ea0e9e0	GCF_002941745.1	9345	occ-v1-40db5edeb002223a7bc9a6d9	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01dc14217c03fb82f6dcd56cf4aac690172669fc0055cb13e74961e1e148cc32	240/25353	25353/240	.	33b5d35c8112c5816a842e37ae12ef08d2df8e02f4e7eb455edc23f53f4ba906	30d16467ed5cf4bdadd227fedcb5d0b3db4feceb02410843a99c457560e56dbb
198	250	asm-v1-2b95a7e9b3579b1fd79292d7	GCF_002190145.1	5627	occ-v1-b5215c40e26222cb5d3ed598	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01dd0aedc2c86a0a84ac29a9f889c9a12bed9a2e0c35fa0d5d7adef658652c50	240/25353	25353/240	.	d45c403113a0eb6be01765aef844378784e9610984a571407bb76fc8f94c3d04	075c9c61fdd66e3873ce39f9dd58c92e06025030f88da2008fcea0bb3a811201
199	250	asm-v1-b840ad14ed80de1c0eb43e49	GCF_003301195.1	10530	occ-v1-c35563b09f1d726de40c9f20	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01e12150311671ed19d284a420df30ab7cfb7b2d46759db498642e0430f4ff59	240/25353	25353/240	.	a59e29fda47839097937d77b596d37f8c5f96652cf51931f08de04b4d2af1a84	3da28e7c324243fc12bf7fb3aa3f7da21e7feedc690ab83684b3fc1fe675c957
200	250	asm-v1-e7da4bfdf25794a3ad901670	GCF_017163155.1	20699	occ-v1-6fe204fff12a872a5af20af2	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01e2ef5f8028e291f9bc091c2a56cc00719a035fd6261d04a324cc7a5e712a7f	240/25353	25353/240	.	a7ad2fac87d11ab4655ad0e4ae58e416ceab75a604e6ea7b32e1af614a002d82	c105c3d9cb5e0ab4e357ceb8b4a1a8a412e63ff4e6b0d7bd6eacce780c3e4af2
201	250	asm-v1-c43684c9dbdb5a5e26cba308	GCF_003145395.1	10033	occ-v1-424ec5a906fee9cf05444471	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01e3736f8ced038474f3e3ee307d8353cec77ef54e19e4cc7c82a7a04f496105	240/25353	25353/240	.	c9aa89b6f220daac0f7f1c8b6e3384769d920acd0c319eefe0e0313076f04b0e	278bd76faae9c74461f630cf8d3158e24f496d6ace736bb904c80721fd855bb5
202	250	asm-v1-34d0671f7c40e156a9d1f1ca	GCF_003300725.1	10512	occ-v1-a0cf1a9b54cf3e12c16c3619	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01e852e2e9f17b581fcd365ab2d08be7346c81c2d78319042002822339fe468e	240/25353	25353/240	.	5d7ed2e5f72a9ad93eabf7bd281ad334997b786bcf512bf45ba2df30efe9b249	cf5bc6322724d8e0f12d70210dff7f99a531ab967b5c83da609a9d2086d7ccf2
203	250	asm-v1-b9d064afc50c71795e451717	GCF_001650275.1	4279	occ-v1-078bdd6a24ebffdbdefa5771	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01ec0fa3190c333c32d01e2979b39b504777bdf5a75ae6af7c24d4780a417a6a	240/25353	25353/240	.	da37f306fddd856a6f6c81e4c8a3cb316255e54d54911666b10b64d6ad9cd294	227c624d0003b958cd2df1202649263c7fff05b1a727135001a5ae3b8a9c1f25
204	250	asm-v1-2ade9e30895b6899f2395a42	GCF_014494815.1	18710	occ-v1-3cd22595eaf7527791818010	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01ef2917d99f3299a154f78e800f5ed871f9757df5fd748b07f63b6620d4161c	240/25353	25353/240	.	681dc6ea808ec4ba427e355d135df887437663265fcfbafa4a99a8bf999f4946	ed1047f5c3ff18a7a7b0dcf328f32d6113098c0ca12ce357b26071feffb69bda
205	250	asm-v1-487cefffd27b4f2fa0a3d6ad	GCF_002535515.1	8314	occ-v1-0883be6e35cafda4d24bd928	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01f26ec46ad50d2341a44d3445352361058a53cf8003e309ae20856157ceeeb3	240/25353	25353/240	.	18bf665aa20ae77733d47b58adccf52acfa0471baf0f6b1c5e6bba79c4641254	2aaa839b129e606a82d77afc7fa3e0f57edfd8691738eea550754b9d6822a091
206	250	asm-v1-1087ba8246184de84baf972d	GCF_000798075.1	2555	occ-v1-082da47409dbd7fa5aba118b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01f7c06a31dcd177820fa6534cdfc46cb498c469bc1271a335b9feb31e1be18f	240/25353	25353/240	.	15313a8fec974a907e4105b39b381f9a460431a2760408a81c67829327acac15	30b7263c763111680440b733c88a0923a03d8a69995ef604b19428a36b564a65
207	250	asm-v1-469917b627b97794c94884a7	GCF_002232295.1	6230	occ-v1-b48538026db50752d8f6f57d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01fadbcaa21aa63ba3de3b7e8b37c634812690c7be33f420d69d7933206b3f9f	240/25353	25353/240	.	d1b908826fa41459593310a46c921a24a190bc8ce0e954116b9cefac9279dc24	981aa802f3193d9957bce8b09ee3584df1d9a138e5b44cecb88ce590ce4a7031
208	250	asm-v1-0f589d0ad3399b913d7301ff	GCF_004569745.1	13007	occ-v1-d02ad823d9b597b41da56b2a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01fd59d8231140a35c4acd08d4f4c53f2b2d96e16a8e1ef63a6b4c8a31c32c58	240/25353	25353/240	.	ef5ac9ec17bfbc48027f406c1787530b7a494a69ececb3f033a264ad602c02f2	7f08ad0ddcc117c4285365ae0de96afd15ef1392bd1021fc4ec404795929d15d
209	250	asm-v1-98aa3254a5f904b54ecde55b	GCF_000418675.1	995	occ-v1-c1fcefb6e883c98e47f96e27	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01fd7a2ada78bd38a6e0ba92f4ef1dc377a0711e2318e4a45dfb3906e80f4946	240/25353	25353/240	.	4363b3c7b4d72127c0f9396aaa263c9b81a9b3f17eabae562a7081ec93d156a4	a6a15633d2a8e4f132269c12f12a568a8573bb6685311ebeee3f6a1d062f8506
210	250	asm-v1-b395fefb26507a3867cdc025	GCF_006232215.1	14959	occ-v1-0a628e0defaf600cd0964a0a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01ffb61b23dd785fa55eaa5c2e4ab8669f137160667da4c40a8ce9482cf949a7	240/25353	25353/240	.	6e1d1b1ef0b958d38a877b99b303f09f4dc4029ab8632340134d5f45fe1ed1c9	df47fdcd3a799cdaeaafdec2065510ae650b9d0ed389c8be81ec43f24b8faedb
211	250	asm-v1-1b5c11f5e878ed54a8ff1c94	GCF_006238305.1	15240	occ-v1-5a1ef218d4ab06600dab931e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0200fa627ff616cdaee2d1ab2d538924c03fc82226366b918c4c8c5d353ad10d	240/25353	25353/240	.	732613fe2b646d088cbf8f92e7ee825c4264be902f0ded92f3487297694abffa	9dd5f5b7c5c220d43a207b328b3c0e5bd0506667257c467a5ad07cf75a5ac823
212	250	asm-v1-adebdca2d15598736d402d59	GCF_000492235.1	1481	occ-v1-6aa16478ece8efe2a1651453	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02017d2c765011e58cbc3a05048b12c6e0798f79fb4ba5df426b632a6a216ed6	240/25353	25353/240	.	8b5140604d71171a5aaa568ca76c10206c042dd3ae20fcba09d40c6dd141a6ce	9f678b3f85f4479da96e2859ccbb6ab3e911926f1a477de4ad71bce9df184e69
213	250	asm-v1-90acba1100ca68f6ef5b6ad4	GCF_003981055.1	12097	occ-v1-18c127b46a8f01ca8ee0449f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02027d6552115da73db1d5a0a20880a0af6970a811abb7623a189b90728c19a4	240/25353	25353/240	.	47471bd26ccfcf6ecad82f285c9fee3cc9dda68fe82951238de636facd62fda7	4dbbaaf96c452f32e710b6de9a53db76033dd3dc688692551dd1d2347dc3f849
214	250	asm-v1-2471af85075afccac0f2d72c	GCF_005395665.1	14508	occ-v1-35dba0c75cd1ab4e3cc38a13	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	020473ceebd76d7929498e6553ebf59d745d0818212fe20acccaa9e7f2a2d7b2	240/25353	25353/240	.	9f3b63a00f3f24f2715ad765453bfccc67f8ef3d34913c3e14f3bcb2d3667a69	6c4ae4c14eaa8f79d0357f192fae00e72d8df2c8572f5a032a83a59410ac706a
215	250	asm-v1-5e76c4a1f13a39d05d1e564d	GCF_015163255.1	19314	occ-v1-60a8216289aaa5191ba6c0e8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0206854fab86dea1ffa036e865e53ca9ec789e6bb9803792429f3b582d8179ae	240/25353	25353/240	.	2047c7fa40058237db83675f4732b50f97f12942ee6011387e2267637a86ab15	ceb8d09db644b8350f9f69854fd4cbfcc442831076e1f0c96ba25abc72116d2f
216	250	asm-v1-8c48396916a6bcce041bacb3	GCF_000357005.2	801	occ-v1-d99c15da9f6387df7285c6ca	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0207c3c9da426c09b99a351ec9bf3e50909f4e98be2682c2061f68a845b4e5f7	240/25353	25353/240	.	0578ac21f18dcab7d2d22ee69273dd671ee996849b715bed284a430366341c6e	a6c58325ccd79afc3333ae4bf9f2bfd21dd27ef50911a010560101c4a93415ce
217	250	asm-v1-9e376289712aa9224cd79fb9	GCF_006349805.1	15304	occ-v1-3fc74838fc06f6957e943b75	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	020a7721c3c291cac22ffabc0415f4adb96d9aa2e23aa1d18e6009687256503f	240/25353	25353/240	.	12760dab824426ad939ea30c970d65ebedaa42afbdbf806742563fb13141cb77	dccb3cd2a1df6cf183050d7519e28546d4a6aa77c75eb535767afb49daa4e235
218	250	asm-v1-c14fa6f47d5e10d3086ba4cb	GCF_013369795.1	17945	occ-v1-988f5e96549d89fb80e384d8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02120cbd3ed664e5dd361ea63be749f87b29c5e61f8f93e923dd6cede104532d	240/25353	25353/240	.	9cf99cca177d777026ba7ee520b2736a7907040d24202fab6b21ed7adf748197	7949e4b813dc003c20dadae38ce5c293b9ded6a533c5030cd19b102f02c7d066
219	250	asm-v1-4b514eabdef5be1146b365d2	GCF_004661505.1	13026	occ-v1-855c6268a7125fd588c38115	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02122512cb0d110e75438a8086960b08cdb0899ae626331953b00aac6dc8ec6f	240/25353	25353/240	.	732096bea0f0d065d863c5ea7362be35df9c46ea295f808cb2bbbce6c72c080b	14a02332210604e2eee7ce319b5052e5417d3bb3fe0a5f8d71e25f29d57ad8e0
220	250	asm-v1-5540b4d951213758baba1bf7	GCF_002465635.1	7098	occ-v1-8a67d0059b33f38cd60e7b98	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0214ac971e4e1c973574da3b3564583d85b758768daa57e473c560bf16e6e8c8	240/25353	25353/240	.	5a919194e6f85148a03ee5bc46cc29d2cabef1dcb408adefcf1192de3bd49606	b98b170be8f86aef59034688414b60a0c5032bf1d7c60ca563e7bbe0df3dc635
221	250	asm-v1-8997c58fbb60b536268b3049	GCF_016889485.1	20462	occ-v1-df19c3eec12e0b5f296734fc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0218f6b0bcf1e3c7451d958973110f94ae04338766b2815fb572b6857ab0e7fa	240/25353	25353/240	.	b170f5dff7421c0cc9f83c7642315fe8128c7d88772301a43cb577eae4b51e3f	365b5d8fa6a5a835110b4ec21a9aaffd8e346630c1c5f55bcbad319fab1975f5
222	250	asm-v1-f2a7f6f4b54fc711fad82f46	GCF_006236075.1	15131	occ-v1-ff4d948199b5cb206f53f8c5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	021942cd2bc636f86652ec33b2e9ca074610b1ce365bb748958017cb89aa8620	240/25353	25353/240	.	8b78a6293b8d74f5691e2db9fe23f704c8f7c84a26a965b47c1be1bf3ee09072	1b3933d1a72abc914f797b78dd0756bdc7ce02c70f789c1dd1d7bbfac2b27f51
223	250	asm-v1-bd027f5882869e232004133b	GCF_015160015.1	19268	occ-v1-fcc07744238836a87d5aaa7c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	021a4f94cdb1f9019aa3bbc07000d167da3c935dd67be980ac6772e69acbe54f	240/25353	25353/240	.	f2f86d037931ad016a9d32e6811cba79b3ab7fc007e2499c2651719304b15545	ba3b3478d79baea395b665012c2a82ea7efef55bf94187bc1e9ea3a2ff67dc2d
224	250	asm-v1-fc463dcc32b702691badb65a	GCF_001679985.1	4357	occ-v1-d26d1057fb6e2d053dc21918	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	021ad99c8d4edeb6d161ede1e75e03ac979bad809976de6e22b7bac768aeabad	240/25353	25353/240	.	8eed57c602725f0222611506c1203d9bf99968c371c713e3ae283d008b3d6d87	f3bbf17b363f1f76fe41d791e332f88bb5600cd36733e59638f4acab7dad7f1d
225	250	asm-v1-785f476bb99126a1fb2e85d7	GCF_003830805.1	11861	occ-v1-8f2a573845a2a97e15d7704b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	021d09a4e30d01f377997a8c561479b8207cecb66868ed5796b630b4b80c4242	240/25353	25353/240	.	c3d77721e6e2dd0bb2a29dff242c48bb5ce4b25084b4e76262ed43ab65cb0b1b	a96de14c0bbeeb714246bf1cdcfde10a150a80eba4db6cc9a11da8345fc970c3
226	250	asm-v1-918cbf37faf9a5e48b7b1254	GCF_020422075.1	23029	occ-v1-9f7c9c562c38db86cf3bc419	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0220cf7d57b43addf27041c12b49731d55c0a5dbf25d9b80575c232483fe1c64	240/25353	25353/240	.	bc60ef965f685aa6ada0a07cc8f6133e4a4c74e354d0ffecc6d835cf34d6b8d7	caccdd5c214f5831d616c5bf70bc730bbeb95b2e59768a05e6a3564dc5dee10e
227	250	asm-v1-83b56d79dac7c3acefc206ec	GCF_900196545.1	24255	occ-v1-992e54a89f458a08640f9204	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02232a36578451a45d3474d2d1a446ca6f2ac7568a995ee561ae6af75556bf33	240/25353	25353/240	.	4575ecc27ecb14c703a33f828859d47131d543b4cbe1711029b1afd8e06a26f3	f3b48ce206f94c189514a01aa91cc21e72f9e8b1445ba4316f8cf8da2dedfae9
228	250	asm-v1-aef61d5b7b7e4899afad402e	GCF_017594025.1	20916	occ-v1-af832be917871dff8609b136	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02299f88423214575e8c55bc5235f7015c13cc068861ce689203e862a8130732	240/25353	25353/240	.	8a390306d6366759fd74deaca6a79b1dca5ed8ef0783c021bde0f3a79306996f	4d4d7f79cb658a958b687c7fc84572a114327cd5ea1016c84a6ad290bbf6f849
229	250	asm-v1-6da6858d69b9477a0b54990e	GCF_905219285.1	25754	occ-v1-bdd48d50946181ccc2547921	EXACT_VERSION_VALID_METADATA_UNAVAILABLE	METADATA_UNAVAILABLE	main_phage_blind_srs	.	0229f6622eb17f9f8e5d038ec82fb4ad02e33332581697c06cf3837e3620e7ef	240/25353	25353/240	.	0e652d5aa59b9def63b7117eba53c4f2d16e04775d837ebb0a73f2ac7edff270	e148ce6718e9722c07ff9cd6aa4552942fece83e496f9464bb0b64c943e9e484
230	250	asm-v1-00eac9e94937816c22038819	GCF_000304075.2	418	occ-v1-0837c2a261fe9a3ee4ef1f3d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	022a4d8ee8972f3cbdb918cd9a8c57d0cc5f6d0047697d223128bdfc1d316c2c	240/25353	25353/240	.	ed90fa48ef815463159ef7dff57b941d0796644dca0122d47b2dc5f365b8a8d1	5287ae566e074fe63bb6f8419c15a42064c73589ca8f6541932f2836d96ebe9c
231	250	asm-v1-ce199643b3194febab988878	GCF_005399365.1	14675	occ-v1-04c1499cde881614eaa894ea	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	022b203bb84899cff572dbf0c6c04afccfeda3a2eb25d5c19d0e010b870e24ae	240/25353	25353/240	.	8505faed946d1e4f832a5cb04419b5332dc08b5d27b0285d0e4c6a7431741680	076f5be9e5dc62c43991f2d6f43ee09ee880899d665ec57e33259d34ba99876b
232	250	asm-v1-841c375a803c197a12a8f03d	GCF_004767025.1	13097	occ-v1-b6bb15da12aacc319bb93f12	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	022c7b9ee87b48653ec4423b16f65013688b01d3f6839032345d11b6070e730e	240/25353	25353/240	.	96b1c776e51df4e0eae720e955a7172e26a5484587efee9e3195945fa6f934b0	46c6b546f7a73e607e487bc5e29d20d4cc6facc968cc1f08652de85ae1186e3a
233	250	asm-v1-61db54ba4e39c8f285245707	GCF_019800285.1	22412	occ-v1-fba01800b924b77e8eee9cb2	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	023117ce0beb984da990470138f33017638849a8f0b37c36a15529617390268d	240/25353	25353/240	.	40c4d45655a005d250439ca6412466ef5b8ba7f58a508449634c2772bbe8c16f	604e29e7e8f1e1ea0479052ba48d89fcc579f627dfce602835fbb64aaad42469
234	250	asm-v1-daff540eed20faf035ab67de	GCF_002973095.1	9553	occ-v1-b5a35381af47b2dd7dad8920	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02367e1e8a66492c8849926812776a6c6fbc31731359ad6888beffbffc812a77	240/25353	25353/240	.	8dca65edfa48a7bad6388e83204cf416f45cbc42b793f29f4c96271a0dd1bf01	ae92b65ada148ca728f179396d379af8f42d2a406ea62fa7722478f69c0ff230
